"ocupacao_codigo","ocupacao_nome","ocupacao_nivel_superior","Ano","Trimestre","periodo","peso_total_ocupados_ocupacao","registros_total_ocupados_ocupacao","peso_universo_superior_completo_classificado_ocupacao","registros_universo_superior_completo_classificado_ocupacao","peso_sobreeducados","registros_sobreeducados","percentual_sobreeducados_no_total_ocupados_ocupacao","percentual_sobreeducados_entre_superior_completo_classificado_ocupacao","peso_sobreeducados_total_periodo","participacao_da_ocupacao_no_total_sobreeducados_periodo","registros_com_ocupacao_e_peso_valido","registros_com_rendimento_habitual","rendimento_habitual_medio_ponderado","registros_com_rendimento_efetivo","rendimento_efetivo_medio_ponderado"
"7232","Mecânicos e reparadores de motores de avião",0,2025,4,"2025-T4",23294.6737911,43,3881.75411979,7,3881.75411979,7,16.6637,100,13434052.8383617,0.0289,43,43,6722.45257176596,43,7620.90837648155
"3314","Profissionais de nível médio de serviços estatísticos, matemáticos e afins",0,2025,4,"2025-T4",16449.78878014,22,3767.14561614,7,3767.14561614,7,22.9009,100,13434052.8383617,0.028,22,22,2885.09527003396,21,2907.6273633517
"3240","Técnicos e assistentes veterinários",0,2025,4,"2025-T4",21873.46862684,45,3731.07732122,6,3731.07732122,6,17.0575,100,13434052.8383617,0.0278,45,37,2020.73015208003,34,2137.67821395417
"7536","Sapateiros e afins",0,2025,4,"2025-T4",154271.14284387,258,3720.97412374,6,3720.97412374,6,2.412,100,13434052.8383617,0.0277,258,254,2101.97004885847,251,2184.60574323466
"6210","Trabalhadores florestais qualificados e afins",0,2025,4,"2025-T4",82112.12652186,259,3529.66683585,7,3529.66683585,7,4.2986,100,13434052.8383617,0.0263,259,253,3176.12831257955,232,4073.73353409499
"4419","Trabalhadores de apoio administrativo não classificados anteriormente",0,2025,4,"2025-T4",23550.8671874,50,3510.98166169,9,3510.98166169,9,14.9081,100,13434052.8383617,0.0261,50,50,2115.04672137911,46,2185.50579007204
"7122","Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",0,2025,4,"2025-T4",104161.31699613,210,3382.21237176,4,3382.21237176,4,3.2471,100,13434052.8383617,0.0252,210,210,2616.19699599615,205,2665.94195305717
"9121","Lavadeiros de roupas e passadeiros manuais",0,2025,4,"2025-T4",56905.47118736,116,3380.61600426,5,3380.61600426,5,5.9408,100,13434052.8383617,0.0252,116,115,1558.71360232593,110,1708.98554309915
"5161","Astrólogos, adivinhos e afins",0,2025,4,"2025-T4",15447.98156887,21,3216.25972418,6,3216.25972418,6,20.8199,100,13434052.8383617,0.0239,21,21,3282.21748544235,20,3254.11409941961
"5163","Trabalhadores de funerárias e embalsamadores",0,2025,4,"2025-T4",19188.49809686,51,3173.20661913,5,3173.20661913,5,16.537,100,13434052.8383617,0.0236,51,51,3018.57726336019,51,3236.66631815796
"8122","Operadores de máquinas polidoras, galvanizadoras e recobridoras de metais",0,2025,4,"2025-T4",58029.13358158,93,3058.12588111,6,3058.12588111,6,5.27,100,13434052.8383617,0.0228,93,93,2836.49151528705,93,3065.88797393299
"4322","Trabalhadores de serviços de apoio à produção",0,2025,4,"2025-T4",68522.8614172,111,2706.89631027,8,2706.89631027,8,3.9504,100,13434052.8383617,0.0201,111,111,2369.01403706987,109,2699.74389438235
"8113","Perfuradores e sondadores de poços e afins",0,2025,4,"2025-T4",24740.23621161,57,2686.69659846,5,2686.69659846,5,10.8596,100,13434052.8383617,0.02,57,57,3735.23216601799,56,4440.3818126719
"1322","Dirigentes de explorações de mineração",0,2025,4,"2025-T4",5574.94906323,14,2678.88434463,7,2678.88434463,7,48.0522,100,13434052.8383617,0.0199,14,14,11455.7085875528,14,12303.136890519
"4411","Trabalhadores de bibliotecas",0,2025,4,"2025-T4",10115.54186708,28,2662.69785788,8,2662.69785788,8,26.3228,100,13434052.8383617,0.0198,28,28,2175.15134471619,28,2201.09167073812
"5112","Fiscais e cobradores de transportes públicos",0,2025,4,"2025-T4",54813.81848088,96,2659.5950031,6,2659.5950031,6,4.8521,100,13434052.8383617,0.0198,96,94,2560.5740151644,94,2650.4055235004
"1343","Dirigentes de serviços de cuidado a pessoas idosas",0,2025,4,"2025-T4",8214.0806811,8,2644.34066852,4,2644.34066852,4,32.1928,100,13434052.8383617,0.0197,8,8,24957.7807203998,8,24957.7807203998
"3155","Técnicos em segurança aeronáutica",0,2025,4,"2025-T4",3357.45074927,9,2621.32404389,5,2621.32404389,5,78.0748,100,13434052.8383617,0.0195,9,9,5841.74608014056,9,6669.36028939446
"7544","Fumigadores e outros controladores de pragas e ervas daninhas",0,2025,4,"2025-T4",44405.81966369,99,2610.16682979,6,2610.16682979,6,5.878,100,13434052.8383617,0.0194,99,99,2277.14312442852,97,2254.8189966339
"6225","Pescadores",0,2025,4,"2025-T4",298497.99282544,1144,2558.18290732,9,2558.18290732,9,0.857,100,13434052.8383617,0.019,1144,1020,1051.50602018868,954,1008.89148093532
"3433","Técnicos em galerias de arte, museus e bibliotecas",0,2025,4,"2025-T4",8814.01705527,18,2420.32937609,4,2420.32937609,4,27.46,100,13434052.8383617,0.018,18,18,1733.2471096376,18,1745.55719468684
"9331","Condutores de veículos acionados a pedal ou a braços",0,2025,4,"2025-T4",38751.54148715,73,2248.24731953,1,2248.24731953,1,5.8017,100,13434052.8383617,0.0167,73,71,1445.46425333134,70,1403.53454511237
"7211","Moldadores de metal e macheiros",0,2025,4,"2025-T4",19449.93721724,39,2236.95765961,1,2236.95765961,1,11.5011,100,13434052.8383617,0.0167,39,38,2992.66343224881,38,3072.6345924367
"8219","Montadores não classificados anteriormente",0,2025,4,"2025-T4",195290.50744877,347,2218.38029058,8,2218.38029058,8,1.1359,100,13434052.8383617,0.0165,347,342,2213.6632144366,338,2408.29926310715
"6130","Produtores e trabalhadores qualificados de exploração agropecuária mista",0,2025,4,"2025-T4",10595.72214068,38,2100.32305009,3,2100.32305009,3,19.8224,100,13434052.8383617,0.0156,38,36,6002.12683645299,36,5997.64695792153
"7523","Operadores de máquinas de lavrar madeira",0,2025,4,"2025-T4",56411.3408068,112,2050.93805598,2,2050.93805598,2,3.6357,100,13434052.8383617,0.0153,112,112,2558.17235126907,109,2768.4535948112
"8189","Operadores de máquinas e de instalações fixas não classificados anteriormente",0,2025,4,"2025-T4",22929.01606226,53,2044.08662416,5,2044.08662416,5,8.9148,100,13434052.8383617,0.0152,53,53,2113.01893059093,53,2252.68490228219
"6221","Trabalhadores da aquicultura",0,2025,4,"2025-T4",17762.64358506,79,2029.71470871,2,2029.71470871,2,11.4269,100,13434052.8383617,0.0151,79,76,3265.47873099159,69,3359.59093363252
"7113","Canteiros, cortadores e gravadores de pedras",0,2025,4,"2025-T4",73311.72436134,136,2009.35815323,1,2009.35815323,1,2.7408,100,13434052.8383617,0.015,136,134,2557.32515598748,131,2699.7422076597
"8141","Operadores de máquinas para fabricar produtos de borracha",0,2025,4,"2025-T4",144529.04506468,317,1848.61660658,8,1848.61660658,8,1.2791,100,13434052.8383617,0.0138,317,308,2350.98764656054,304,2328.55773156178
"3258","Ajudantes de ambulâncias",0,2025,4,"2025-T4",12689.39446873,37,1784.92409882,6,1784.92409882,6,14.0663,100,13434052.8383617,0.0133,37,37,2680.4592090377,37,2751.45979483998
"7316","Redatores de cartazes, pintores decorativos e gravadores",0,2025,4,"2025-T4",11521.48018184,25,1763.17517624,2,1763.17517624,2,15.3034,100,13434052.8383617,0.0131,25,25,2303.87910181322,24,2134.90679289676
"3421","Atletas e esportistas",0,2025,4,"2025-T4",26811.37631008,38,1738.02885659,4,1738.02885659,4,6.4824,100,13434052.8383617,0.0129,38,37,43065.9141205682,37,31547.1379125633
"5169","Trabalhadores de serviços pessoais não classificados anteriormente",0,2025,4,"2025-T4",13517.6164214,19,1616.77316573,3,1616.77316573,3,11.9605,100,13434052.8383617,0.012,19,19,1642.25148417523,19,1623.14854896905
"7125","Vidraceiros",0,2025,4,"2025-T4",80723.5580271,163,1616.30985869,4,1616.30985869,4,2.0023,100,13434052.8383617,0.012,163,162,2464.67825180765,161,2512.94419831451
"9621","Mensageiros, carregadores de bagagens e entregadores de encomendas",0,2025,4,"2025-T4",61505.59250993,117,1599.69743208,2,1599.69743208,2,2.6009,100,13434052.8383617,0.0119,117,116,1795.78049103629,115,1825.26968198844
"8154","Operadores de máquinas de branqueamento, tingimento e limpeza de tecidos",0,2025,4,"2025-T4",48768.24529904,95,1513.42629399,3,1513.42629399,3,3.1033,100,13434052.8383617,0.0113,95,95,2423.83314337248,95,2630.57558592994
"7115","Carpinteiros",0,2025,4,"2025-T4",212431.58113328,517,1448.12093532,7,1448.12093532,7,0.6817,100,13434052.8383617,0.0108,517,513,2227.2012381469,495,2256.1535861298
"3139","Técnicos em controle de processos não classificados anteriormente",0,2025,4,"2025-T4",15879.60399637,19,1441.23366488,3,1441.23366488,3,9.076,100,13434052.8383617,0.0107,19,19,3561.11842190512,19,4402.71102980592
"8152","Operadores de teares e outras máquinas de tecelagem",0,2025,4,"2025-T4",53000.40482991,99,1368.576936,3,1368.576936,3,2.5822,100,13434052.8383617,0.0102,99,98,2223.33791239144,93,2759.67138360173
"3121","Supervisores da mineração",0,2025,4,"2025-T4",9141.55876791,22,1314.59415458,5,1314.59415458,5,14.3804,100,13434052.8383617,0.0098,22,22,4674.20446869746,22,4768.66535043388
"7321","Trabalhadores da pré-impressão gráfica",0,2025,4,"2025-T4",32886.55795017,43,1283.99719748,3,1283.99719748,3,3.9043,100,13434052.8383617,0.0096,43,43,2020.9134765159,42,2022.54438250948
"3154","Controladores de tráfego aéreo",0,2025,4,"2025-T4",2302.53354436,8,1225.51543128,5,1225.51543128,5,53.2247,100,13434052.8383617,0.0091,8,8,5900.4167491042,8,5724.02165616891
"8171","Operadores de instalações para a preparação de pasta de papel e papel",0,2025,4,"2025-T4",24963.35584289,52,1220.29035862,6,1220.29035862,6,4.8883,100,13434052.8383617,0.0091,52,52,3734.41013834039,50,4133.19225817123
"8172","Operadores de instalações para processamento de madeira",0,2025,4,"2025-T4",83434.80233956,236,1219.10368059,3,1219.10368059,3,1.4611,100,13434052.8383617,0.0091,236,234,2329.76137595355,221,2380.78567023047
"9129","Outros trabalhadores de limpeza",0,2025,4,"2025-T4",27187.42355962,56,1182.99321868,2,1182.99321868,2,4.3513,100,13434052.8383617,0.0088,56,55,2011.493138167,55,2075.42719563886
"4131","Operadores de máquinas de processamento de texto e mecanógrafos",0,2025,4,"2025-T4",1148.68026254,4,1148.68026254,4,1148.68026254,4,100,100,13434052.8383617,0.0086,4,4,6739.49293962594,4,6739.49293962594
"8112","Operadores de instalações de processamento de minerais e rochas",0,2025,4,"2025-T4",18346.78674668,44,1120.78854711,2,1120.78854711,2,6.1089,100,13434052.8383617,0.0083,44,44,2812.14560157431,44,3029.24872924465
"7214","Montadores de estruturas metálicas",0,2025,4,"2025-T4",114801.49628609,234,1056.20875868,3,1056.20875868,3,0.92,100,13434052.8383617,0.0079,234,234,2872.31307414393,230,3077.45995080928
"7221","Ferreiros e forjadores",0,2025,4,"2025-T4",7151.01620587,19,1055.12157888,1,1055.12157888,1,14.7548,100,13434052.8383617,0.0079,19,19,3377.79142481248,18,3383.24915548674
"3135","Controladores de processos de produção de metais",0,2025,4,"2025-T4",8883.52799732,16,1033.728584,1,1033.728584,1,11.6365,100,13434052.8383617,0.0077,16,16,3434.73025105186,16,3970.40215104526
"9510","Trabalhadores ambulantes dos serviços e afins",0,2025,4,"2025-T4",44933.89802776,93,1001.42857838,3,1001.42857838,3,2.2287,100,13434052.8383617,0.0075,93,92,1438.91371565179,90,1470.24623495887
"5151","Supervisores de manutenção e limpeza de edifícios em escritórios, hotéis e estabelecimentos",0,2025,4,"2025-T4",19335.50879375,42,992.46998886,4,992.46998886,4,5.1329,100,13434052.8383617,0.0074,42,41,2491.6279281327,41,2633.52052662747
"3413","Auxiliares leigos de religião",0,2025,4,"2025-T4",3559.74213349,13,979.73119405,4,979.73119405,4,27.5225,100,13434052.8383617,0.0073,13,7,1641.46918493355,7,1757.72011364459
"1312","Dirigentes de produção da aquicultura e pesca",0,2025,4,"2025-T4",1906.2913582,8,953.11753829,3,953.11753829,3,49.9985,100,13434052.8383617,0.0071,8,8,4599.87724127507,7,4512.16041961153
"9215","Trabalhadores florestais elementares",0,2025,4,"2025-T4",195922.8616221,692,924.02586331,2,924.02586331,2,0.4716,100,13434052.8383617,0.0069,692,660,1166.9073204619,612,1214.9945051489
"8181","Operadores de instalações de vidraria e cerâmica",0,2025,4,"2025-T4",50720.94699246,111,917.25866755,3,917.25866755,3,1.8084,100,13434052.8383617,0.0068,111,111,2321.31916491406,111,2427.25456597615
"3222","Profissionais de nível médio de partos",0,2025,4,"2025-T4",5042.06171567,6,905.81109655,2,905.81109655,2,17.9651,100,13434052.8383617,0.0067,6,6,2166.15212887546,6,2665.09691807181
"3151","Oficiais maquinistas em navegação",0,2025,4,"2025-T4",2691.45445497,6,868.82768653,2,868.82768653,2,32.281,100,13434052.8383617,0.0065,6,6,9908.11517732602,6,9908.11517732602
"7323","Encadernadores e afins",0,2025,4,"2025-T4",16599.95217023,23,836.43139994,1,836.43139994,1,5.0388,100,13434052.8383617,0.0062,23,22,2808.08180465592,22,3030.61680299499
"7123","Gesseiros",0,2025,4,"2025-T4",141432.65954074,271,796.12148431,2,796.12148431,2,0.5629,100,13434052.8383617,0.0059,271,271,2609.14550122363,267,2688.05619663966
"2653","Bailarinos e coreógrafos",0,2025,4,"2025-T4",3101.7493269,7,768.35279285,2,768.35279285,2,24.7716,100,13434052.8383617,0.0057,7,7,4419.1999905742,7,4387.3957476773
"6123","Apicultores, sericicultores e trabalhadores qualificados da apicultura e sericicultura",0,2025,4,"2025-T4",20638.98878139,97,658.27555271,7,658.27555271,7,3.1895,100,13434052.8383617,0.0049,97,88,2032.02097929004,75,3424.80060373503
"8157","Operadores de máquinas de lavar, tingir e passar roupas",0,2025,4,"2025-T4",11016.85225036,25,654.91009359,2,654.91009359,2,5.9446,100,13434052.8383617,0.0049,25,25,2578.36527180985,24,2908.06385015004
"7541","Trabalhadores subaquáticos",0,2025,4,"2025-T4",1094.94964801,4,651.64979987,2,651.64979987,2,59.5141,100,13434052.8383617,0.0049,4,4,13737.1392070082,4,13737.1392070082
"8312","Guarda-freios e agentes de manobras",0,2025,4,"2025-T4",3937.25199809,7,624.1763374,3,624.1763374,3,15.8531,100,13434052.8383617,0.0046,7,7,2682.62859315474,7,2682.62859315474
"8132","Operadores de máquinas para fabricar produtos fotográficos",0,2025,4,"2025-T4",2154.07026713,3,599.17767852,1,599.17767852,1,27.8161,100,13434052.8383617,0.0045,3,3,4781.6119135648,3,4781.6119135648
"3134","Operadores de instalações de refino de petróleo e gás natural",0,2025,4,"2025-T4",7236.48554761,5,562.78444906,1,562.78444906,1,7.777,100,13434052.8383617,0.0042,5,5,6485.80956456979,5,8276.70454648062
"7124","Instaladores de material isolante térmico e acústico",0,2025,4,"2025-T4",14493.47764865,31,552.34561,1,552.34561,1,3.811,100,13434052.8383617,0.0041,31,31,3175.36241331767,31,3364.8015354306
"3354","Agentes de serviços de expedição de licenças e permissões",0,2025,4,"2025-T4",4444.36863946,8,549.43499536,1,549.43499536,1,12.3625,100,13434052.8383617,0.0041,8,8,3800.31495305015,8,3825.24333545048
"8111","Mineiros e operadores de máquinas e de instalações em minas e pedreiras",0,2025,4,"2025-T4",12378.46000999,32,534.65905651,1,534.65905651,1,4.3193,100,13434052.8383617,0.004,32,32,4020.28946310662,32,4328.05360244023
"7532","Trabalhadores qualificados da preparação da confecção de roupas",0,2025,4,"2025-T4",26670.49363861,55,457.28269228,3,457.28269228,3,1.7146,100,13434052.8383617,0.0034,55,55,1982.99541461518,51,2134.21100421484
"3324","Corretores de comercialização",0,2025,4,"2025-T4",8218.19512017,27,440.00863104,3,440.00863104,3,5.3541,100,13434052.8383617,0.0033,27,27,5748.97458384618,26,5907.80802390273
"7133","Limpadores de fachadas",0,2025,4,"2025-T4",4066.59854277,11,425.97808736,1,425.97808736,1,10.475,100,13434052.8383617,0.0032,11,11,3002.01198375896,11,2987.87067101595
"2659","Artistas criativos e interpretativos não classificados anteriormente",0,2025,4,"2025-T4",1762.04589171,7,380.27179186,1,380.27179186,1,21.5813,100,13434052.8383617,0.0028,7,5,4332.89415871998,5,4153.99127836127
"7312","Confeccionadores e afinadores de instrumentos musicais",0,2025,4,"2025-T4",3050.91322291,8,374.3213325,2,374.3213325,2,12.2692,100,13434052.8383617,0.0028,8,8,2502.71569801848,8,2095.95940834291
"3143","Técnicos florestais",0,2025,4,"2025-T4",2762.94876554,9,261.17639883,1,261.17639883,1,9.4528,100,13434052.8383617,0.0019,9,9,2610.56009487481,9,2773.18592958597
"7315","Cortadores, polidores, jateadores e gravadores de vidros e afins",0,2025,4,"2025-T4",4408.03302991,6,246.29628848,1,246.29628848,1,5.5874,100,13434052.8383617,0.0018,6,6,2157.25684821118,6,2455.66510634459
"5241","Modelos de moda, arte e publicidade",0,2025,4,"2025-T4",3724.52326321,8,243.5003028,1,243.5003028,1,6.5378,100,13434052.8383617,0.0018,8,8,1781.33390871451,8,1781.33390871451
"9216","Trabalhadores elementares da pesca e aquicultura",0,2025,4,"2025-T4",19873.31797444,54,234.92980904,1,234.92980904,1,1.1821,100,13434052.8383617,0.0017,54,47,1202.7217096024,45,1212.23871493802
"7234","Reparadores de bicicletas e afins",0,2025,4,"2025-T4",40036.57858822,80,234.73103601,1,234.73103601,1,0.5863,100,13434052.8383617,0.0017,80,79,2520.18263158854,78,2530.08572750131
"7121","Telhadores",0,2025,4,"2025-T4",47629.53697326,76,215.55313667,1,215.55313667,1,0.4526,100,13434052.8383617,0.0016,76,76,2847.3377638542,76,2538.75620095525
"7549","Outros trabalhadores qualificados e operários da indústria e do artesanato não classificados anteriormente",0,2025,4,"2025-T4",7898.63074725,11,194.38002354,1,194.38002354,1,2.4609,100,13434052.8383617,0.0014,11,11,4169.38757632768,11,4207.0109930869
"7516","Trabalhadores qualificados da preparação do fumo e seus produtos",0,2025,4,"2025-T4",15438.8282225,38,128.17090752,1,128.17090752,1,0.8302,100,13434052.8383617,0.001,38,35,992.392505357488,30,973.181960387881
"7514","Trabalhadores da conservação de frutas, legumes e similares",0,2025,4,"2025-T4",31455.04528713,114,79.37013142,1,79.37013142,1,0.2523,100,13434052.8383617,6e-04,114,101,1051.50527408452,93,1159.7456081614
"9213","Trabalhadores elementares da agropecuária",0,2025,4,"2025-T4",10578.29016825,54,63.4565807,1,63.4565807,1,0.5999,100,13434052.8383617,5e-04,54,52,1141.54584881918,48,1286.75267370758
"6114","Agricultores e trabalhadores qualificados de cultivos mistos",0,2025,4,"2025-T4",24480.02304529,91,57.32933232,1,57.32933232,1,0.2342,100,13434052.8383617,4e-04,91,85,1618.88278780379,78,1646.67060701128
"8151","Operadores de máquinas de preparação de fibras, fiação e bobinamento de fios",0,2025,4,"2025-T4",14447.14561678,39,42.7397261,1,42.7397261,1,0.2958,100,13434052.8383617,3e-04,39,39,2350.65122294986,39,2942.92873802141
"0110","Oficiais das forças armadas",1,2025,4,"2025-T4",70639.99104169,147,53400.34181399,126,0,0,0,0,13434052.8383617,0,147,147,12045.0026997916,147,12790.0671034009
"0411","Oficiais de polícia militar",1,2025,4,"2025-T4",35434.89873228,85,32013.10682161,76,0,0,0,0,13434052.8383617,0,85,85,16004.513956338,85,16742.6981225179
"0511","Oficiais de bombeiro militar",1,2025,4,"2025-T4",15778.72065893,40,13722.06780033,34,0,0,0,0,13434052.8383617,0,40,40,15791.3961511333,40,16718.946425087
"1223","Dirigentes de pesquisa e desenvolvimento",1,2025,4,"2025-T4",38327.80638102,53,33933.60100306,49,0,0,0,0,13434052.8383617,0,53,53,13172.6064954868,53,13689.4313703955
"1330","Dirigentes de serviços de tecnologia da informação e comunicações",1,2025,4,"2025-T4",137881.73517297,203,114816.40778955,167,0,0,0,0,13434052.8383617,0,203,203,13478.0485416478,202,14229.0209749449
"1342","Dirigentes de serviços de saúde",1,2025,4,"2025-T4",62520.8936508,154,46158.88806225,112,0,0,0,0,13434052.8383617,0,154,154,8983.59360568376,151,9225.39880833864
"1344","Dirigentes de serviços de bem-estar social",1,2025,4,"2025-T4",1363.18758412,2,1363.18758412,2,0,0,0,0,13434052.8383617,0,2,2,3899.67397301723,2,3899.67397301723
"1345","Dirigentes de serviços de educação",1,2025,4,"2025-T4",151275.73636418,361,138992.99699162,331,0,0,0,0,13434052.8383617,0,361,361,7437.77887331369,360,7838.67223889834
"1349","Dirigentes e gerentes de serviços profissionais não classificados anteriormente",1,2025,4,"2025-T4",62176.57399668,129,44855.10952897,90,0,0,0,0,13434052.8383617,0,129,129,11915.5863450626,127,12223.6007512528
"2111","Físicos e astrônomos",1,2025,4,"2025-T4",2682.47829672,6,2682.47829672,6,0,0,0,0,13434052.8383617,0,6,6,9134.88202513042,6,9748.4689965861
"2112","Meteorologistas",1,2025,4,"2025-T4",647.8163734,2,647.8163734,2,0,0,0,0,13434052.8383617,0,2,2,6209.16162249943,2,6209.16162249943
"2113","Químicos",1,2025,4,"2025-T4",30559.03281014,43,30559.03281014,43,0,0,0,0,13434052.8383617,0,43,43,6429.49007248555,43,7011.55191604337
"2114","Geólogos e geofísicos",1,2025,4,"2025-T4",13325.39412278,29,13325.39412278,29,0,0,0,0,13434052.8383617,0,29,29,12766.818263453,29,13552.3738864821
"2120","Matemáticos, atuários e estatísticos",1,2025,4,"2025-T4",14101.97767854,19,14101.97767854,19,0,0,0,0,13434052.8383617,0,19,19,9987.32785074158,19,10734.7969208555
"2131","Biólogos, botânicos, zoólogos e afins",1,2025,4,"2025-T4",75690.17600306,152,75690.17600306,152,0,0,0,0,13434052.8383617,0,152,152,5635.56588285945,152,5904.25427688568
"2132","Agrônomos e afins",1,2025,4,"2025-T4",64633.37270878,156,64633.37270878,156,0,0,0,0,13434052.8383617,0,156,156,8183.61176584985,156,8337.37510557045
"2133","Profissionais da proteção do meio ambiente",1,2025,4,"2025-T4",38250.83855292,83,34723.20317492,73,0,0,0,0,13434052.8383617,0,83,83,7615.6845892458,83,8378.69607721394
"2141","Engenheiros industriais e de produção",1,2025,4,"2025-T4",40447.1851334,63,40447.1851334,63,0,0,0,0,13434052.8383617,0,63,63,10484.3729493974,63,11272.2496537859
"2142","Engenheiros civis",1,2025,4,"2025-T4",284202.75004976,601,284202.75004976,601,0,0,0,0,13434052.8383617,0,601,600,9933.47818513078,598,10606.4789867531
"2143","Engenheiros de meio ambiente",1,2025,4,"2025-T4",31538.80677102,70,31538.80677102,70,0,0,0,0,13434052.8383617,0,70,70,8723.4563686084,70,8765.42838723123
"2144","Engenheiros mecânicos",1,2025,4,"2025-T4",107971.63989385,184,107971.63989385,184,0,0,0,0,13434052.8383617,0,184,184,11410.7147076843,184,11962.5623283823
"2145","Engenheiros químicos",1,2025,4,"2025-T4",33396.84982353,55,33396.84982353,55,0,0,0,0,13434052.8383617,0,55,55,10724.9907518529,54,11482.6075260827
"2146","Engenheiros de minas, metalúrgicos e afins",1,2025,4,"2025-T4",3860.05622619,8,3860.05622619,8,0,0,0,0,13434052.8383617,0,8,8,15469.8617065965,8,15761.8438612301
"2149","Engenheiros não classificados anteriormente",1,2025,4,"2025-T4",49485.2330972,89,49485.2330972,89,0,0,0,0,13434052.8383617,0,89,89,10500.1343030886,89,10941.6011396689
"2151","Engenheiros eletricistas",1,2025,4,"2025-T4",72586.67762487,143,72586.67762487,143,0,0,0,0,13434052.8383617,0,143,143,10768.3785322923,143,11387.8341503018
"2152","Engenheiros eletrônicos",1,2025,4,"2025-T4",39966.00302675,62,39966.00302675,62,0,0,0,0,13434052.8383617,0,62,62,11930.2145387397,61,12855.6563435242
"2153","Engenheiros em telecomunicações",1,2025,4,"2025-T4",3384.79875109,5,3384.79875109,5,0,0,0,0,13434052.8383617,0,5,5,16157.7209146328,5,19675.6078129441
"2161","Arquitetos de edificações",1,2025,4,"2025-T4",190864.08318502,382,190864.08318502,382,0,0,0,0,13434052.8383617,0,382,382,6806.92922075015,378,6944.58490987104
"2162","Arquitetos paisagistas",1,2025,4,"2025-T4",3590.77632357,5,3590.77632357,5,0,0,0,0,13434052.8383617,0,5,5,5277.8630412345,5,5277.8630412345
"2163","Desenhistas de produtos e  vestuário",1,2025,4,"2025-T4",39846.1478263,56,39846.1478263,56,0,0,0,0,13434052.8383617,0,56,56,8156.70484967136,56,8280.27263928822
"2164","Urbanistas e engenheiros de trânsito",1,2025,4,"2025-T4",8795.80055081,17,8795.80055081,17,0,0,0,0,13434052.8383617,0,17,17,8731.56860670555,17,10728.3288441683
"2165","Cartógrafos e agrimensores",1,2025,4,"2025-T4",8153.98572484,12,8153.98572484,12,0,0,0,0,13434052.8383617,0,12,12,7324.65241259233,12,7040.33903252905
"2211","Médicos gerais",1,2025,4,"2025-T4",265918.99974448,512,265918.99974448,512,0,0,0,0,13434052.8383617,0,512,512,15391.7029551997,508,15702.1571833408
"2212","Médicos especialistas",1,2025,4,"2025-T4",389730.48894769,766,389730.48894769,766,0,0,0,0,13434052.8383617,0,766,766,22657.7081230377,762,22981.1008257338
"2221","Profissionais de enfermagem",1,2025,4,"2025-T4",570399.28483478,1132,570399.28483478,1132,0,0,0,0,13434052.8383617,0,1132,1130,5666.09267263352,1126,6000.03244504993
"2230","Profissionais da medicina tradicional e alternativa",1,2025,4,"2025-T4",941.14240221,4,941.14240221,4,0,0,0,0,13434052.8383617,0,4,4,4652.90788788399,4,4480.76490117065
"2240","Paramédicos",1,2025,4,"2025-T4",455.94739357,1,455.94739357,1,0,0,0,0,13434052.8383617,0,1,1,31000,1,34500
"2250","Veterinários",1,2025,4,"2025-T4",131282.59988946,271,131282.59988946,271,0,0,0,0,13434052.8383617,0,271,270,5924.21577802155,270,5927.14703600417
"2261","Dentistas",1,2025,4,"2025-T4",376485.14681335,695,376485.14681335,695,0,0,0,0,13434052.8383617,0,695,695,7872.46234904806,689,7875.95450224603
"2262","Farmacêuticos",1,2025,4,"2025-T4",213070.50623234,400,213070.50623234,400,0,0,0,0,13434052.8383617,0,400,400,5794.66721831769,397,6161.65392123776
"2263","Profissionais da saúde e da higiene laboral e ambiental",1,2025,4,"2025-T4",5110.61539687,10,5110.61539687,10,0,0,0,0,13434052.8383617,0,10,10,11530.416826376,10,11530.416826376
"2264","Fisioterapeutas",1,2025,4,"2025-T4",304285.26652533,588,304285.26652533,588,0,0,0,0,13434052.8383617,0,588,587,5019.05884981653,586,5163.41502254167
"2265","Dietistas e nutricionistas",1,2025,4,"2025-T4",158464.87931919,330,158464.87931919,330,0,0,0,0,13434052.8383617,0,330,330,5509.02683512095,327,5661.50363775372
"2266","Fonoaudiólogos e logopedistas",1,2025,4,"2025-T4",40984.04993016,91,40984.04993016,91,0,0,0,0,13434052.8383617,0,91,91,8150.96901753651,91,8268.74207617645
"2267","Optometristas",1,2025,4,"2025-T4",4093.07996998,8,4093.07996998,8,0,0,0,0,13434052.8383617,0,8,8,4691.89336413792,8,4727.83043446365
"2269","Profissionais da saúde não classificados anteriormente",1,2025,4,"2025-T4",84547.5391626,152,50727.36573958,91,0,0,0,0,13434052.8383617,0,152,151,5783.02443186406,150,5952.34102623712
"2310","Professores de universidades e do ensino superior",1,2025,4,"2025-T4",322803.01198903,750,322803.01198903,750,0,0,0,0,13434052.8383617,0,750,750,12749.948915639,749,13455.8875546007
"2320","Professores de formação profissional",1,2025,4,"2025-T4",116932.26441614,196,76921.68099902,123,0,0,0,0,13434052.8383617,0,196,196,4732.02500230204,193,4856.42015220176
"2330","Professores do ensino médio",1,2025,4,"2025-T4",718574.97829994,1610,689563.77954939,1552,0,0,0,0,13434052.8383617,0,1610,1609,5936.82541722665,1606,6219.33661833742
