"Ano","Trimestre","unidade_da_federacao","nivel_instrucao_mais_elevado_alcancado_5_anos_ou_mais_de_idade","peso","total_ponderado","percentual"
2014,4,"Roraima","Médio incompleto ou equivalente",32280.67956818,418901.55768085,7.706
2014,4,"Roraima","Superior incompleto ou equivalente",25635.48688867,418901.55768085,6.1197
2014,4,"Santa Catarina","Fundamental incompleto ou equivalente",2340908.31221515,6359951.91940083,36.807
2014,4,"Santa Catarina","Médio completo ou equivalente",1459708.76752307,6359951.91940083,22.9516
2014,4,"Santa Catarina","Fundamental completo ou equivalente",864415.35215804,6359951.91940083,13.5915
2014,4,"Santa Catarina","Superior completo",664920.24556198,6359951.91940083,10.4548
2014,4,"Santa Catarina","Médio incompleto ou equivalente",377636.26499858,6359951.91940083,5.9377
2014,4,"Santa Catarina","Sem instrução e menos de 1 ano de estudo",345261.6423978,6359951.91940083,5.4287
2014,4,"Santa Catarina","Superior incompleto ou equivalente",307101.33454621,6359951.91940083,4.8287
2014,4,"São Paulo","Fundamental incompleto ou equivalente",13261389.3914155,41203269.4175078,32.1853
2014,4,"São Paulo","Médio completo ou equivalente",11041940.0981959,41203269.4175078,26.7987
2014,4,"São Paulo","Superior completo",5856104.23632553,41203269.4175078,14.2127
2014,4,"São Paulo","Fundamental completo ou equivalente",4031746.02681133,41203269.4175078,9.785
2014,4,"São Paulo","Médio incompleto ou equivalente",2648714.73138282,41203269.4175078,6.4284
2014,4,"São Paulo","Sem instrução e menos de 1 ano de estudo",2432899.87296711,41203269.4175078,5.9046
2014,4,"São Paulo","Superior incompleto ou equivalente",1930475.06040967,41203269.4175078,4.6852
2014,4,"Sergipe","Fundamental incompleto ou equivalente",920186.65170976,1997225.53408518,46.0732
2014,4,"Sergipe","Médio completo ou equivalente",352420.99174907,1997225.53408518,17.6455
2014,4,"Sergipe","Sem instrução e menos de 1 ano de estudo",210805.59098502,1997225.53408518,10.5549
2014,4,"Sergipe","Fundamental completo ou equivalente",170063.84956347,1997225.53408518,8.515
2014,4,"Sergipe","Superior completo",147046.08400163,1997225.53408518,7.3625
2014,4,"Sergipe","Médio incompleto ou equivalente",121350.20103161,1997225.53408518,6.0759
2014,4,"Sergipe","Superior incompleto ou equivalente",75352.16504462,1997225.53408518,3.7728
2014,4,"Tocantins","Fundamental incompleto ou equivalente",522815.05173226,1315408.31573172,39.7455
2014,4,"Tocantins","Médio completo ou equivalente",291185.4681897,1315408.31573172,22.1365
2014,4,"Tocantins","Sem instrução e menos de 1 ano de estudo",149721.56443408,1315408.31573172,11.3821
2014,4,"Tocantins","Fundamental completo ou equivalente",109511.76052911,1315408.31573172,8.3253
2014,4,"Tocantins","Superior completo",99307.86747652,1315408.31573172,7.5496
2014,4,"Tocantins","Médio incompleto ou equivalente",95938.32989518,1315408.31573172,7.2934
2014,4,"Tocantins","Superior incompleto ou equivalente",46928.27347487,1315408.31573172,3.5676
2015,4,"Acre","Fundamental incompleto ou equivalente",305699.81166853,732883.0953076,41.7119
2015,4,"Acre","Médio completo ou equivalente",129955.37447041,732883.0953076,17.7321
2015,4,"Acre","Sem instrução e menos de 1 ano de estudo",101886.37305148,732883.0953076,13.9021
2015,4,"Acre","Fundamental completo ou equivalente",63703.82245904,732883.0953076,8.6922
2015,4,"Acre","Superior completo",54619.08645187,732883.0953076,7.4526
2015,4,"Acre","Médio incompleto ou equivalente",48725.03832113,732883.0953076,6.6484
2015,4,"Acre","Superior incompleto ou equivalente",28293.58888514,732883.0953076,3.8606
2015,4,"Alagoas","Fundamental incompleto ou equivalente",1287343.54589661,2911765.17262183,44.2118
2015,4,"Alagoas","Médio completo ou equivalente",490646.92034507,2911765.17262183,16.8505
2015,4,"Alagoas","Sem instrução e menos de 1 ano de estudo",489460.98517708,2911765.17262183,16.8098
2015,4,"Alagoas","Fundamental completo ou equivalente",203732.46533896,2911765.17262183,6.9969
2015,4,"Alagoas","Médio incompleto ou equivalente",181061.03306483,2911765.17262183,6.2183
2015,4,"Alagoas","Superior completo",173768.6695785,2911765.17262183,5.9678
2015,4,"Alagoas","Superior incompleto ou equivalente",85751.55322078,2911765.17262183,2.945
2015,4,"Amapá","Fundamental incompleto ou equivalente",249428.61503467,666712.47368933,37.4117
2015,4,"Amapá","Médio completo ou equivalente",157780.93205476,666712.47368933,23.6655
2015,4,"Amapá","Sem instrução e menos de 1 ano de estudo",67647.16726533,666712.47368933,10.1464
2015,4,"Amapá","Superior completo",64533.39878924,666712.47368933,9.6793
2015,4,"Amapá","Fundamental completo ou equivalente",49021.16888166,666712.47368933,7.3527
2015,4,"Amapá","Médio incompleto ou equivalente",45070.06139258,666712.47368933,6.76
2015,4,"Amapá","Superior incompleto ou equivalente",33231.13027109,666712.47368933,4.9843
2015,4,"Amazonas","Fundamental incompleto ou equivalente",1287098.31599497,3364471.53536425,38.2556
2015,4,"Amazonas","Médio completo ou equivalente",824527.91609903,3364471.53536425,24.5069
2015,4,"Amazonas","Sem instrução e menos de 1 ano de estudo",376565.89088486,3364471.53536425,11.1924
2015,4,"Amazonas","Fundamental completo ou equivalente",267819.54462844,3364471.53536425,7.9602
2015,4,"Amazonas","Superior completo",248859.789639,3364471.53536425,7.3967
2015,4,"Amazonas","Médio incompleto ou equivalente",220710.88817727,3364471.53536425,6.56
2015,4,"Amazonas","Superior incompleto ou equivalente",138889.18994068,3364471.53536425,4.1281
2015,4,"Bahia","Fundamental incompleto ou equivalente",5631850.72893893,13373128.6937148,42.1132
2015,4,"Bahia","Médio completo ou equivalente",2947560.57885898,13373128.6937148,22.0409
2015,4,"Bahia","Sem instrução e menos de 1 ano de estudo",1841753.9922553,13373128.6937148,13.7721
2015,4,"Bahia","Fundamental completo ou equivalente",866170.52310314,13373128.6937148,6.4769
2015,4,"Bahia","Médio incompleto ou equivalente",864296.42179146,13373128.6937148,6.4629
2015,4,"Bahia","Superior completo",813776.39427123,13373128.6937148,6.0852
2015,4,"Bahia","Superior incompleto ou equivalente",407720.05449574,13373128.6937148,3.0488
2015,4,"Ceará","Fundamental incompleto ou equivalente",3253143.84560268,8145734.77089449,39.9368
2015,4,"Ceará","Médio completo ou equivalente",1677251.6376744,8145734.77089449,20.5906
2015,4,"Ceará","Sem instrução e menos de 1 ano de estudo",1208144.22232293,8145734.77089449,14.8316
2015,4,"Ceará","Fundamental completo ou equivalente",736843.0895293,8145734.77089449,9.0458
2015,4,"Ceará","Médio incompleto ou equivalente",560538.10897559,8145734.77089449,6.8814
2015,4,"Ceará","Superior completo",463218.5843235,8145734.77089449,5.6866
2015,4,"Ceará","Superior incompleto ou equivalente",246595.28246609,8145734.77089449,3.0273
2015,4,"Distrito Federal","Fundamental incompleto ou equivalente",727315.37768812,2604566.47854945,27.9246
2015,4,"Distrito Federal","Médio completo ou equivalente",655748.51710176,2604566.47854945,25.1769
2015,4,"Distrito Federal","Superior completo",544258.91073589,2604566.47854945,20.8963
2015,4,"Distrito Federal","Fundamental completo ou equivalente",204217.58521934,2604566.47854945,7.8408
2015,4,"Distrito Federal","Sem instrução e menos de 1 ano de estudo",179994.48111418,2604566.47854945,6.9107
2015,4,"Distrito Federal","Superior incompleto ou equivalente",151346.55926802,2604566.47854945,5.8108
2015,4,"Distrito Federal","Médio incompleto ou equivalente",141685.04742214,2604566.47854945,5.4399
2015,4,"Espírito Santo","Fundamental incompleto ou equivalente",1340760.51525814,3574157.71877038,37.5126
2015,4,"Espírito Santo","Médio completo ou equivalente",910040.26822186,3574157.71877038,25.4617
2015,4,"Espírito Santo","Superior completo",345900.28055433,3574157.71877038,9.6778
2015,4,"Espírito Santo","Fundamental completo ou equivalente",343735.39526916,3574157.71877038,9.6172
2015,4,"Espírito Santo","Sem instrução e menos de 1 ano de estudo",295511.59656629,3574157.71877038,8.268
2015,4,"Espírito Santo","Médio incompleto ou equivalente",212536.41751764,3574157.71877038,5.9465
2015,4,"Espírito Santo","Superior incompleto ou equivalente",125673.24538296,3574157.71877038,3.5162
2015,4,"Goiás","Fundamental incompleto ou equivalente",2322479.30728022,6160579.17998248,37.699
2015,4,"Goiás","Médio completo ou equivalente",1367920.73615995,6160579.17998248,22.2044
2015,4,"Goiás","Sem instrução e menos de 1 ano de estudo",591571.81423869,6160579.17998248,9.6025
2015,4,"Goiás","Superior completo",580783.52854006,6160579.17998248,9.4274
2015,4,"Goiás","Fundamental completo ou equivalente",520920.68671447,6160579.17998248,8.4557
2015,4,"Goiás","Médio incompleto ou equivalente",490633.69591984,6160579.17998248,7.9641
2015,4,"Goiás","Superior incompleto ou equivalente",286269.41112925,6160579.17998248,4.6468
2015,4,"Maranhão","Fundamental incompleto ou equivalente",2720732.81795121,6195606.76316616,43.9139
2015,4,"Maranhão","Médio completo ou equivalente",1203521.20932904,6195606.76316616,19.4254
2015,4,"Maranhão","Sem instrução e menos de 1 ano de estudo",960036.8313753,6195606.76316616,15.4954
2015,4,"Maranhão","Fundamental completo ou equivalente",492929.7511308,6195606.76316616,7.9561
2015,4,"Maranhão","Médio incompleto ou equivalente",425966.83831382,6195606.76316616,6.8753
2015,4,"Maranhão","Superior completo",249027.94960689,6195606.76316616,4.0194
2015,4,"Maranhão","Superior incompleto ou equivalente",143391.3654591,6195606.76316616,2.3144
2015,4,"Mato Grosso","Fundamental incompleto ou equivalente",1132346.55858773,3018348.66085099,37.5154
2015,4,"Mato Grosso","Médio completo ou equivalente",658721.12249648,3018348.66085099,21.8239
2015,4,"Mato Grosso","Fundamental completo ou equivalente",321111.29430556,3018348.66085099,10.6386
2015,4,"Mato Grosso","Sem instrução e menos de 1 ano de estudo",303041.31687454,3018348.66085099,10.04
2015,4,"Mato Grosso","Superior completo",267052.8872277,3018348.66085099,8.8476
2015,4,"Mato Grosso","Médio incompleto ou equivalente",215536.29474331,3018348.66085099,7.1409
2015,4,"Mato Grosso","Superior incompleto ou equivalente",120539.18661567,3018348.66085099,3.9935
2015,4,"Mato Grosso do Sul","Fundamental incompleto ou equivalente",1045009.43020762,2373968.13869834,44.0195
2015,4,"Mato Grosso do Sul","Médio completo ou equivalente",430184.9338115,2373968.13869834,18.1209
2015,4,"Mato Grosso do Sul","Superior completo",231232.78901639,2373968.13869834,9.7403
2015,4,"Mato Grosso do Sul","Sem instrução e menos de 1 ano de estudo",196115.24921071,2373968.13869834,8.2611
2015,4,"Mato Grosso do Sul","Fundamental completo ou equivalente",194776.54421249,2373968.13869834,8.2047
2015,4,"Mato Grosso do Sul","Médio incompleto ou equivalente",170785.03779712,2373968.13869834,7.1941
2015,4,"Mato Grosso do Sul","Superior incompleto ou equivalente",105864.15444251,2373968.13869834,4.4594
2015,4,"Minas Gerais","Fundamental incompleto ou equivalente",7946851.80271666,19116646.5937937,41.5703
2015,4,"Minas Gerais","Médio completo ou equivalente",4127538.61696356,19116646.5937937,21.5913
2015,4,"Minas Gerais","Superior completo",1883154.00456968,19116646.5937937,9.8509
2015,4,"Minas Gerais","Fundamental completo ou equivalente",1775074.73890575,19116646.5937937,9.2855
2015,4,"Minas Gerais","Sem instrução e menos de 1 ano de estudo",1349744.8967,19116646.5937937,7.0606
2015,4,"Minas Gerais","Médio incompleto ou equivalente",1240989.75032519,19116646.5937937,6.4917
2015,4,"Minas Gerais","Superior incompleto ou equivalente",793292.78361283,19116646.5937937,4.1497
2015,4,"Pará","Fundamental incompleto ou equivalente",3466148.78658172,7383374.47548828,46.9453
2015,4,"Pará","Médio completo ou equivalente",1447770.53469893,7383374.47548828,19.6085
2015,4,"Pará","Sem instrução e menos de 1 ano de estudo",760566.46300427,7383374.47548828,10.3011
2015,4,"Pará","Médio incompleto ou equivalente",596469.89083617,7383374.47548828,8.0786
2015,4,"Pará","Fundamental completo ou equivalente",559457.63447655,7383374.47548828,7.5773
2015,4,"Pará","Superior completo",367488.95475527,7383374.47548828,4.9772
2015,4,"Pará","Superior incompleto ou equivalente",185472.21113537,7383374.47548828,2.512
2015,4,"Paraíba","Fundamental incompleto ou equivalente",1639433.21643924,3622159.87725806,45.2612
2015,4,"Paraíba","Médio completo ou equivalente",670142.08673954,3622159.87725806,18.5012
2015,4,"Paraíba","Sem instrução e menos de 1 ano de estudo",486876.3356497,3622159.87725806,13.4416
2015,4,"Paraíba","Superior completo",252705.80366324,3622159.87725806,6.9767
2015,4,"Paraíba","Médio incompleto ou equivalente",228260.49682809,3622159.87725806,6.3018
2015,4,"Paraíba","Fundamental completo ou equivalente",211541.7818341,3622159.87725806,5.8402
2015,4,"Paraíba","Superior incompleto ou equivalente",133200.15610415,3622159.87725806,3.6774
2015,4,"Paraná","Fundamental incompleto ou equivalente",3909581.54621565,10354958.2550793,37.7556
2015,4,"Paraná","Médio completo ou equivalente",2335098.58544175,10354958.2550793,22.5505
2015,4,"Paraná","Superior completo",1297565.04492715,10354958.2550793,12.5309
2015,4,"Paraná","Fundamental completo ou equivalente",1031359.65009788,10354958.2550793,9.9601
2015,4,"Paraná","Sem instrução e menos de 1 ano de estudo",775323.2423338,10354958.2550793,7.4875
2015,4,"Paraná","Médio incompleto ou equivalente",627107.6370702,10354958.2550793,6.0561
2015,4,"Paraná","Superior incompleto ou equivalente",378922.54899292,10354958.2550793,3.6593
2015,4,"Pernambuco","Fundamental incompleto ou equivalente",3500998.92245458,8503262.29052271,41.1724
2015,4,"Pernambuco","Médio completo ou equivalente",1894966.79252876,8503262.29052271,22.2852
2015,4,"Pernambuco","Sem instrução e menos de 1 ano de estudo",1035465.03032295,8503262.29052271,12.1773
2015,4,"Pernambuco","Superior completo",688398.91449605,8503262.29052271,8.0957
2015,4,"Pernambuco","Fundamental completo ou equivalente",619648.10344948,8503262.29052271,7.2872
2015,4,"Pernambuco","Médio incompleto ou equivalente",499304.08830747,8503262.29052271,5.8719
2015,4,"Pernambuco","Superior incompleto ou equivalente",264480.43896342,8503262.29052271,3.1103
2015,4,"Piauí","Fundamental incompleto ou equivalente",1347330.16430196,3017110.41841288,44.6563
2015,4,"Piauí","Médio completo ou equivalente",495102.46818403,3017110.41841288,16.4098
2015,4,"Piauí","Sem instrução e menos de 1 ano de estudo",416069.49616869,3017110.41841288,13.7903
2015,4,"Piauí","Médio incompleto ou equivalente",225697.02087474,3017110.41841288,7.4806
2015,4,"Piauí","Superior completo",217664.89930132,3017110.41841288,7.2143
2015,4,"Piauí","Fundamental completo ou equivalente",214659.11111588,3017110.41841288,7.1147
2015,4,"Piauí","Superior incompleto ou equivalente",100587.25846626,3017110.41841288,3.3339
2015,4,"Rio de Janeiro","Fundamental incompleto ou equivalente",5082466.79225099,15950129.2616208,31.8647
2015,4,"Rio de Janeiro","Médio completo ou equivalente",4588626.90347137,15950129.2616208,28.7686
2015,4,"Rio de Janeiro","Superior completo",1974410.98514278,15950129.2616208,12.3787
2015,4,"Rio de Janeiro","Fundamental completo ou equivalente",1672028.46140068,15950129.2616208,10.4829
2015,4,"Rio de Janeiro","Sem instrução e menos de 1 ano de estudo",984874.80295867,15950129.2616208,6.1747
2015,4,"Rio de Janeiro","Médio incompleto ou equivalente",950247.42546154,15950129.2616208,5.9576
2015,4,"Rio de Janeiro","Superior incompleto ou equivalente",697473.89093474,15950129.2616208,4.3728
2015,4,"Rio Grande do Norte","Fundamental incompleto ou equivalente",1307272.44212195,3076238.45817625,42.4958
2015,4,"Rio Grande do Norte","Médio completo ou equivalente",658309.49376366,3076238.45817625,21.3998
2015,4,"Rio Grande do Norte","Sem instrução e menos de 1 ano de estudo",331545.94207106,3076238.45817625,10.7776
2015,4,"Rio Grande do Norte","Superior completo",244596.81939781,3076238.45817625,7.9512
2015,4,"Rio Grande do Norte","Médio incompleto ou equivalente",224332.53629578,3076238.45817625,7.2924
2015,4,"Rio Grande do Norte","Fundamental completo ou equivalente",194873.0205299,3076238.45817625,6.3348
2015,4,"Rio Grande do Norte","Superior incompleto ou equivalente",115308.20399609,3076238.45817625,3.7484
2015,4,"Rio Grande do Sul","Fundamental incompleto ou equivalente",4111174.0004949,10333748.7419163,39.784
2015,4,"Rio Grande do Sul","Médio completo ou equivalente",2224855.60919405,10333748.7419163,21.53
2015,4,"Rio Grande do Sul","Superior completo",1147916.81211983,10333748.7419163,11.1084
2015,4,"Rio Grande do Sul","Fundamental completo ou equivalente",1055558.06481873,10333748.7419163,10.2147
2015,4,"Rio Grande do Sul","Médio incompleto ou equivalente",665850.64056981,10333748.7419163,6.4435
2015,4,"Rio Grande do Sul","Superior incompleto ou equivalente",567290.41863784,10333748.7419163,5.4897
2015,4,"Rio Grande do Sul","Sem instrução e menos de 1 ano de estudo",561103.19608109,10333748.7419163,5.4298
2015,4,"Rondônia","Fundamental incompleto ou equivalente",668351.2166495,1510603.23164431,44.244
2015,4,"Rondônia","Médio completo ou equivalente",297477.99668691,1510603.23164431,19.6927
2015,4,"Rondônia","Fundamental completo ou equivalente",149884.51123752,1510603.23164431,9.9222
2015,4,"Rondônia","Sem instrução e menos de 1 ano de estudo",143697.95666758,1510603.23164431,9.5126
2015,4,"Rondônia","Médio incompleto ou equivalente",105963.49102591,1510603.23164431,7.0146
2015,4,"Rondônia","Superior completo",93174.33246068,1510603.23164431,6.168
2015,4,"Rondônia","Superior incompleto ou equivalente",52053.72691621,1510603.23164431,3.4459
2015,4,"Roraima","Fundamental incompleto ou equivalente",154585.79175826,432216.28553887,35.7658
2015,4,"Roraima","Médio completo ou equivalente",101367.46262627,432216.28553887,23.4529
2015,4,"Roraima","Superior completo",44758.0690322,432216.28553887,10.3555
2015,4,"Roraima","Sem instrução e menos de 1 ano de estudo",44148.70046675,432216.28553887,10.2145
2015,4,"Roraima","Fundamental completo ou equivalente",32526.16612359,432216.28553887,7.5254
2015,4,"Roraima","Médio incompleto ou equivalente",32497.27981972,432216.28553887,7.5188
2015,4,"Roraima","Superior incompleto ou equivalente",22332.81571208,432216.28553887,5.167
2015,4,"Santa Catarina","Fundamental incompleto ou equivalente",2420462.25452036,6476733.17275626,37.3717
2015,4,"Santa Catarina","Médio completo ou equivalente",1468760.83365352,6476733.17275626,22.6775
2015,4,"Santa Catarina","Fundamental completo ou equivalente",770407.28903207,6476733.17275626,11.895
2015,4,"Santa Catarina","Superior completo",757817.3531517,6476733.17275626,11.7006
2015,4,"Santa Catarina","Médio incompleto ou equivalente",412886.84601676,6476733.17275626,6.3749
2015,4,"Santa Catarina","Sem instrução e menos de 1 ano de estudo",348638.34217229,6476733.17275626,5.3829
2015,4,"Santa Catarina","Superior incompleto ou equivalente",297760.25420956,6476733.17275626,4.5974
2015,4,"São Paulo","Fundamental incompleto ou equivalente",13013635.5329206,41451461.6089266,31.3949
2015,4,"São Paulo","Médio completo ou equivalente",11206082.2104084,41451461.6089266,27.0342
2015,4,"São Paulo","Superior completo",6325706.28125004,41451461.6089266,15.2605
2015,4,"São Paulo","Fundamental completo ou equivalente",3881817.45970574,41451461.6089266,9.3647
2015,4,"São Paulo","Médio incompleto ou equivalente",2698201.50783125,41451461.6089266,6.5093
2015,4,"São Paulo","Sem instrução e menos de 1 ano de estudo",2503768.69956724,41451461.6089266,6.0402
2015,4,"São Paulo","Superior incompleto ou equivalente",1822249.91724324,41451461.6089266,4.3961
2015,4,"Sergipe","Fundamental incompleto ou equivalente",887651.13306702,2022309.6818914,43.8929
2015,4,"Sergipe","Médio completo ou equivalente",371052.26948096,2022309.6818914,18.3479
2015,4,"Sergipe","Sem instrução e menos de 1 ano de estudo",247907.68051431,2022309.6818914,12.2586
2015,4,"Sergipe","Superior completo",151100.05581131,2022309.6818914,7.4717
2015,4,"Sergipe","Fundamental completo ou equivalente",146967.0453181,2022309.6818914,7.2673
2015,4,"Sergipe","Médio incompleto ou equivalente",132696.30168861,2022309.6818914,6.5616
2015,4,"Sergipe","Superior incompleto ou equivalente",84935.19601109,2022309.6818914,4.1999
2015,4,"Tocantins","Fundamental incompleto ou equivalente",526498.6135493,1331983.96545552,39.5274
2015,4,"Tocantins","Médio completo ou equivalente",295788.59117591,1331983.96545552,22.2066
2015,4,"Tocantins","Sem instrução e menos de 1 ano de estudo",162169.74768255,1331983.96545552,12.1751
2015,4,"Tocantins","Superior completo",102797.37054065,1331983.96545552,7.7176
2015,4,"Tocantins","Médio incompleto ou equivalente",99871.68290107,1331983.96545552,7.498
2015,4,"Tocantins","Fundamental completo ou equivalente",98697.17861261,1331983.96545552,7.4098
2015,4,"Tocantins","Superior incompleto ou equivalente",46160.78099343,1331983.96545552,3.4656
2016,4,"Acre","Fundamental incompleto ou equivalente",296285.34612375,744120.13348426,39.8169
2016,4,"Acre","Médio completo ou equivalente",142098.49811795,744120.13348426,19.0962
2016,4,"Acre","Sem instrução e menos de 1 ano de estudo",103395.7982047,744120.13348426,13.895
2016,4,"Acre","Fundamental completo ou equivalente",62089.76209324,744120.13348426,8.3441
2016,4,"Acre","Superior completo",58469.185009,744120.13348426,7.8575
2016,4,"Acre","Médio incompleto ou equivalente",49634.78085907,744120.13348426,6.6703
2016,4,"Acre","Superior incompleto ou equivalente",32146.76307655,744120.13348426,4.3201
2016,4,"Alagoas","Fundamental incompleto ou equivalente",1298478.35785661,2942581.10970097,44.1272
2016,4,"Alagoas","Médio completo ou equivalente",513451.19564948,2942581.10970097,17.449
2016,4,"Alagoas","Sem instrução e menos de 1 ano de estudo",461476.62930574,2942581.10970097,15.6827
2016,4,"Alagoas","Fundamental completo ou equivalente",218410.47064554,2942581.10970097,7.4224
2016,4,"Alagoas","Superior completo",183515.40470515,2942581.10970097,6.2365
2016,4,"Alagoas","Médio incompleto ou equivalente",182715.22333561,2942581.10970097,6.2094
2016,4,"Alagoas","Superior incompleto ou equivalente",84533.82820284,2942581.10970097,2.8728
2016,4,"Amapá","Fundamental incompleto ou equivalente",241479.48455134,678825.55408219,35.5731
2016,4,"Amapá","Médio completo ou equivalente",157475.05195717,678825.55408219,23.1982
2016,4,"Amapá","Superior completo",75356.90472629,678825.55408219,11.1011
2016,4,"Amapá","Sem instrução e menos de 1 ano de estudo",67549.40377455,678825.55408219,9.9509
2016,4,"Amapá","Médio incompleto ou equivalente",53464.62284447,678825.55408219,7.876
2016,4,"Amapá","Fundamental completo ou equivalente",46731.24299598,678825.55408219,6.8841
2016,4,"Amapá","Superior incompleto ou equivalente",36768.84323239,678825.55408219,5.4165
2016,4,"Amazonas","Fundamental incompleto ou equivalente",1319776.02932075,3389932.24078002,38.9322
2016,4,"Amazonas","Médio completo ou equivalente",834097.59180815,3389932.24078002,24.6051
2016,4,"Amazonas","Sem instrução e menos de 1 ano de estudo",347227.14173793,3389932.24078002,10.2429
2016,4,"Amazonas","Superior completo",261095.62836456,3389932.24078002,7.7021
2016,4,"Amazonas","Médio incompleto ou equivalente",256652.49914313,3389932.24078002,7.571
2016,4,"Amazonas","Fundamental completo ou equivalente",239082.6696341,3389932.24078002,7.0527
2016,4,"Amazonas","Superior incompleto ou equivalente",132000.6807714,3389932.24078002,3.8939
2016,4,"Bahia","Fundamental incompleto ou equivalente",5662092.03852942,13501360.8010902,41.9372
2016,4,"Bahia","Médio completo ou equivalente",2943549.35629344,13501360.8010902,21.8019
2016,4,"Bahia","Sem instrução e menos de 1 ano de estudo",1869103.77668433,13501360.8010902,13.8438
2016,4,"Bahia","Médio incompleto ou equivalente",988490.26319878,13501360.8010902,7.3214
2016,4,"Bahia","Fundamental completo ou equivalente",824412.35858889,13501360.8010902,6.1061
2016,4,"Bahia","Superior completo",797965.13235561,13501360.8010902,5.9103
2016,4,"Bahia","Superior incompleto ou equivalente",415747.87543976,13501360.8010902,3.0793
2016,4,"Ceará","Fundamental incompleto ou equivalente",3236336.78740742,8240477.60470921,39.2737
2016,4,"Ceará","Médio completo ou equivalente",1738565.91999636,8240477.60470921,21.0979
2016,4,"Ceará","Sem instrução e menos de 1 ano de estudo",1177370.73174043,8240477.60470921,14.2877
2016,4,"Ceará","Fundamental completo ou equivalente",727760.97801219,8240477.60470921,8.8315
2016,4,"Ceará","Médio incompleto ou equivalente",601947.47706243,8240477.60470921,7.3048
2016,4,"Ceará","Superior completo",494832.45525847,8240477.60470921,6.0049
2016,4,"Ceará","Superior incompleto ou equivalente",263663.25523191,8240477.60470921,3.1996
2016,4,"Distrito Federal","Fundamental incompleto ou equivalente",733805.36671021,2630512.92244225,27.8959
2016,4,"Distrito Federal","Médio completo ou equivalente",647376.1521183,2630512.92244225,24.6103
2016,4,"Distrito Federal","Superior completo",579796.93448892,2630512.92244225,22.0412
2016,4,"Distrito Federal","Fundamental completo ou equivalente",195681.79506859,2630512.92244225,7.4389
2016,4,"Distrito Federal","Sem instrução e menos de 1 ano de estudo",163832.38060459,2630512.92244225,6.2282
2016,4,"Distrito Federal","Médio incompleto ou equivalente",162152.17055153,2630512.92244225,6.1643
2016,4,"Distrito Federal","Superior incompleto ou equivalente",147868.12290011,2630512.92244225,5.6213
2016,4,"Espírito Santo","Fundamental incompleto ou equivalente",1356140.47761754,3602193.47384646,37.6476
2016,4,"Espírito Santo","Médio completo ou equivalente",878779.69099914,3602193.47384646,24.3957
2016,4,"Espírito Santo","Superior completo",376460.73922716,3602193.47384646,10.4509
2016,4,"Espírito Santo","Fundamental completo ou equivalente",315074.39512808,3602193.47384646,8.7467
2016,4,"Espírito Santo","Sem instrução e menos de 1 ano de estudo",294669.68867476,3602193.47384646,8.1803
2016,4,"Espírito Santo","Médio incompleto ou equivalente",229429.10144072,3602193.47384646,6.3691
2016,4,"Espírito Santo","Superior incompleto ou equivalente",151639.38075906,3602193.47384646,4.2096
2016,4,"Goiás","Fundamental incompleto ou equivalente",2388118.03024525,6233258.69726302,38.3125
2016,4,"Goiás","Médio completo ou equivalente",1374909.77030233,6233258.69726302,22.0576
2016,4,"Goiás","Superior completo",673636.89521861,6233258.69726302,10.8071
2016,4,"Goiás","Sem instrução e menos de 1 ano de estudo",547194.85366424,6233258.69726302,8.7786
2016,4,"Goiás","Fundamental completo ou equivalente",490178.45508173,6233258.69726302,7.8639
2016,4,"Goiás","Médio incompleto ou equivalente",475410.58841356,6233258.69726302,7.627
2016,4,"Goiás","Superior incompleto ou equivalente",283810.1043373,6233258.69726302,4.5532
2016,4,"Maranhão","Fundamental incompleto ou equivalente",2621640.05051848,6219002.796121,42.1553
2016,4,"Maranhão","Médio completo ou equivalente",1280701.25734915,6219002.796121,20.5934
2016,4,"Maranhão","Sem instrução e menos de 1 ano de estudo",965146.7059503,6219002.796121,15.5193
2016,4,"Maranhão","Fundamental completo ou equivalente",490056.19122035,6219002.796121,7.88
2016,4,"Maranhão","Médio incompleto ou equivalente",467819.10056986,6219002.796121,7.5224
2016,4,"Maranhão","Superior completo",255362.7934928,6219002.796121,4.1062
2016,4,"Maranhão","Superior incompleto ou equivalente",138276.69702006,6219002.796121,2.2235
2016,4,"Mato Grosso","Fundamental incompleto ou equivalente",1183351.03085333,3088727.23503869,38.3119
2016,4,"Mato Grosso","Médio completo ou equivalente",643410.33407924,3088727.23503869,20.8309
2016,4,"Mato Grosso","Sem instrução e menos de 1 ano de estudo",296342.69133625,3088727.23503869,9.5943
2016,4,"Mato Grosso","Superior completo",296114.17708541,3088727.23503869,9.5869
2016,4,"Mato Grosso","Fundamental completo ou equivalente",272671.05438281,3088727.23503869,8.8279
2016,4,"Mato Grosso","Médio incompleto ou equivalente",268864.40421432,3088727.23503869,8.7047
2016,4,"Mato Grosso","Superior incompleto ou equivalente",127973.54308733,3088727.23503869,4.1432
2016,4,"Mato Grosso do Sul","Fundamental incompleto ou equivalente",1007512.81961706,2423249.59213267,41.5769
2016,4,"Mato Grosso do Sul","Médio completo ou equivalente",466372.54843634,2423249.59213267,19.2457
2016,4,"Mato Grosso do Sul","Superior completo",261517.67072033,2423249.59213267,10.792
2016,4,"Mato Grosso do Sul","Fundamental completo ou equivalente",195632.31136315,2423249.59213267,8.0731
