"Ano","Trimestre","periodo","unidade_da_federacao","peso_ponderado_superior_completo","total_ponderado_superior_completo_periodo","percentual"
2018,1,"2018-T1","TO",143505.71893553,22078677.8095264,0.65
2018,1,"2018-T1","RO",130947.34170232,22078677.8095264,0.5931
2018,1,"2018-T1","AP",74332.65032737,22078677.8095264,0.3367
2018,1,"2018-T1","AC",63937.03512582,22078677.8095264,0.2896
2018,1,"2018-T1","RR",58369.45608824,22078677.8095264,0.2644
2018,2,"2018-T2","SP",6602125.1420365,22249921.8797927,29.6726
2018,2,"2018-T2","RJ",2395609.03782203,22249921.8797927,10.7668
2018,2,"2018-T2","MG",2126453.95753597,22249921.8797927,9.5571
2018,2,"2018-T2","PR",1386546.84863924,22249921.8797927,6.2317
2018,2,"2018-T2","RS",1247498.57090674,22249921.8797927,5.6068
2018,2,"2018-T2","SC",921283.82866281,22249921.8797927,4.1406
2018,2,"2018-T2","BA",906916.85642704,22249921.8797927,4.076
2018,2,"2018-T2","PE",807700.34885538,22249921.8797927,3.6301
2018,2,"2018-T2","GO",678747.4200794,22249921.8797927,3.0506
2018,2,"2018-T2","CE",649485.38287976,22249921.8797927,2.919
2018,2,"2018-T2","DF",647886.50376249,22249921.8797927,2.9119
2018,2,"2018-T2","PA",506823.25280218,22249921.8797927,2.2779
2018,2,"2018-T2","ES",393616.00299132,22249921.8797927,1.7691
2018,2,"2018-T2","MT",357545.73731069,22249921.8797927,1.607
2018,2,"2018-T2","MA",334790.01836433,22249921.8797927,1.5047
2018,2,"2018-T2","AM",315987.03309754,22249921.8797927,1.4202
2018,2,"2018-T2","PB",312893.09746153,22249921.8797927,1.4063
2018,2,"2018-T2","MS",301711.11400835,22249921.8797927,1.356
2018,2,"2018-T2","RN",291350.9725415,22249921.8797927,1.3094
2018,2,"2018-T2","PI",239279.5355115,22249921.8797927,1.0754
2018,2,"2018-T2","AL",196716.02742658,22249921.8797927,0.8841
2018,2,"2018-T2","SE",161095.77858852,22249921.8797927,0.724
2018,2,"2018-T2","TO",140605.27092254,22249921.8797927,0.6319
2018,2,"2018-T2","RO",127362.42155621,22249921.8797927,0.5724
2018,2,"2018-T2","AP",74101.59585625,22249921.8797927,0.333
2018,2,"2018-T2","AC",67560.05694474,22249921.8797927,0.3036
2018,2,"2018-T2","RR",58230.0668016,22249921.8797927,0.2617
2018,3,"2018-T3","SP",6655188.5208422,22671752.3636664,29.3545
2018,3,"2018-T3","RJ",2434305.38925288,22671752.3636664,10.7372
2018,3,"2018-T3","MG",2161758.27892572,22671752.3636664,9.535
2018,3,"2018-T3","PR",1405197.09974272,22671752.3636664,6.198
2018,3,"2018-T3","RS",1285806.028122,22671752.3636664,5.6714
2018,3,"2018-T3","BA",977556.81476268,22671752.3636664,4.3118
2018,3,"2018-T3","SC",964042.39544713,22671752.3636664,4.2522
2018,3,"2018-T3","PE",813219.82422177,22671752.3636664,3.5869
2018,3,"2018-T3","GO",705079.22151986,22671752.3636664,3.1099
2018,3,"2018-T3","CE",680652.24598843,22671752.3636664,3.0022
2018,3,"2018-T3","DF",651316.59368114,22671752.3636664,2.8728
2018,3,"2018-T3","PA",478678.60364064,22671752.3636664,2.1113
2018,3,"2018-T3","ES",415946.96140321,22671752.3636664,1.8346
2018,3,"2018-T3","MT",373314.49076297,22671752.3636664,1.6466
2018,3,"2018-T3","MA",342587.30596865,22671752.3636664,1.5111
2018,3,"2018-T3","AM",327952.51258759,22671752.3636664,1.4465
2018,3,"2018-T3","PB",317019.34360609,22671752.3636664,1.3983
2018,3,"2018-T3","MS",304304.63640622,22671752.3636664,1.3422
2018,3,"2018-T3","RN",297504.80177516,22671752.3636664,1.3122
2018,3,"2018-T3","PI",237799.34756778,22671752.3636664,1.0489
2018,3,"2018-T3","AL",195332.44815805,22671752.3636664,0.8616
2018,3,"2018-T3","SE",167692.8397843,22671752.3636664,0.7397
2018,3,"2018-T3","TO",146249.92047909,22671752.3636664,0.6451
2018,3,"2018-T3","RO",127122.95581948,22671752.3636664,0.5607
2018,3,"2018-T3","AC",74474.98723834,22671752.3636664,0.3285
2018,3,"2018-T3","AP",72265.09519789,22671752.3636664,0.3187
2018,3,"2018-T3","RR",59383.70076446,22671752.3636664,0.2619
2018,4,"2018-T4","SP",6960644.54760386,23253013.1411089,29.9344
2018,4,"2018-T4","RJ",2504950.92720983,23253013.1411089,10.7726
2018,4,"2018-T4","MG",2163801.2995956,23253013.1411089,9.3055
2018,4,"2018-T4","PR",1439297.66155999,23253013.1411089,6.1897
2018,4,"2018-T4","RS",1289386.52615139,23253013.1411089,5.545
2018,4,"2018-T4","BA",972327.55358817,23253013.1411089,4.1815
2018,4,"2018-T4","SC",951119.40990178,23253013.1411089,4.0903
2018,4,"2018-T4","PE",811950.62456666,23253013.1411089,3.4918
2018,4,"2018-T4","GO",744934.76968536,23253013.1411089,3.2036
2018,4,"2018-T4","CE",712411.16267484,23253013.1411089,3.0637
2018,4,"2018-T4","DF",652954.42299793,23253013.1411089,2.808
2018,4,"2018-T4","PA",515267.90852643,23253013.1411089,2.2159
2018,4,"2018-T4","ES",411799.21675778,23253013.1411089,1.7709
2018,4,"2018-T4","MT",393607.57855623,23253013.1411089,1.6927
2018,4,"2018-T4","MA",369909.91179323,23253013.1411089,1.5908
2018,4,"2018-T4","PB",320206.77795171,23253013.1411089,1.3771
2018,4,"2018-T4","AM",315177.633845,23253013.1411089,1.3554
2018,4,"2018-T4","RN",307213.16583944,23253013.1411089,1.3212
2018,4,"2018-T4","MS",304262.88732981,23253013.1411089,1.3085
2018,4,"2018-T4","PI",248674.56495608,23253013.1411089,1.0694
2018,4,"2018-T4","AL",223491.695074,23253013.1411089,0.9611
2018,4,"2018-T4","SE",170122.14689903,23253013.1411089,0.7316
2018,4,"2018-T4","TO",144332.10153219,23253013.1411089,0.6207
2018,4,"2018-T4","RO",121257.83750416,23253013.1411089,0.5215
2018,4,"2018-T4","AC",74714.48868409,23253013.1411089,0.3213
2018,4,"2018-T4","AP",69460.6818409,23253013.1411089,0.2987
2018,4,"2018-T4","RR",59735.6384834,23253013.1411089,0.2569
2019,1,"2019-T1","SP",7225400.71031879,23840648.9762788,30.3071
2019,1,"2019-T1","RJ",2572130.27183042,23840648.9762788,10.7888
2019,1,"2019-T1","MG",2179498.62398253,23840648.9762788,9.1419
2019,1,"2019-T1","PR",1490403.6457507,23840648.9762788,6.2515
2019,1,"2019-T1","RS",1328112.62105514,23840648.9762788,5.5708
2019,1,"2019-T1","BA",1002956.61644208,23840648.9762788,4.2069
2019,1,"2019-T1","SC",951504.91497661,23840648.9762788,3.9911
2019,1,"2019-T1","PE",832661.20143094,23840648.9762788,3.4926
2019,1,"2019-T1","GO",761275.48807071,23840648.9762788,3.1932
2019,1,"2019-T1","CE",696545.5158602,23840648.9762788,2.9217
2019,1,"2019-T1","DF",651798.2473192,23840648.9762788,2.734
2019,1,"2019-T1","PA",534045.01377852,23840648.9762788,2.2401
2019,1,"2019-T1","ES",429353.82855954,23840648.9762788,1.8009
2019,1,"2019-T1","MT",388482.10502157,23840648.9762788,1.6295
2019,1,"2019-T1","MA",364460.68644453,23840648.9762788,1.5287
2019,1,"2019-T1","AM",347840.16695862,23840648.9762788,1.459
2019,1,"2019-T1","PB",329337.62299959,23840648.9762788,1.3814
2019,1,"2019-T1","MS",319822.8756608,23840648.9762788,1.3415
2019,1,"2019-T1","RN",306734.03085149,23840648.9762788,1.2866
2019,1,"2019-T1","PI",256820.5566602,23840648.9762788,1.0772
2019,1,"2019-T1","AL",223260.29161728,23840648.9762788,0.9365
2019,1,"2019-T1","SE",169775.69354965,23840648.9762788,0.7121
2019,1,"2019-T1","TO",144604.78390275,23840648.9762788,0.6065
2019,1,"2019-T1","RO",129179.19806216,23840648.9762788,0.5418
2019,1,"2019-T1","AC",77249.21435887,23840648.9762788,0.324
2019,1,"2019-T1","AP",67334.87268392,23840648.9762788,0.2824
2019,1,"2019-T1","RR",60060.17813196,23840648.9762788,0.2519
2019,2,"2019-T2","SP",7098275.93820903,23763584.174113,29.8704
2019,2,"2019-T2","RJ",2562324.84708324,23763584.174113,10.7826
2019,2,"2019-T2","MG",2180485.60059108,23763584.174113,9.1757
2019,2,"2019-T2","PR",1473455.97360259,23763584.174113,6.2005
2019,2,"2019-T2","RS",1323071.88362918,23763584.174113,5.5676
2019,2,"2019-T2","BA",1015304.21288075,23763584.174113,4.2725
2019,2,"2019-T2","SC",959008.07398522,23763584.174113,4.0356
2019,2,"2019-T2","PE",831719.19259346,23763584.174113,3.5
2019,2,"2019-T2","GO",771263.11532449,23763584.174113,3.2456
2019,2,"2019-T2","CE",693422.17848483,23763584.174113,2.918
2019,2,"2019-T2","DF",647094.17620157,23763584.174113,2.723
2019,2,"2019-T2","PA",526518.81488705,23763584.174113,2.2157
2019,2,"2019-T2","ES",423584.2277991,23763584.174113,1.7825
2019,2,"2019-T2","MT",390731.69727923,23763584.174113,1.6442
2019,2,"2019-T2","MA",361568.93119874,23763584.174113,1.5215
2019,2,"2019-T2","PB",347403.39378587,23763584.174113,1.4619
2019,2,"2019-T2","AM",339538.14165978,23763584.174113,1.4288
2019,2,"2019-T2","RN",338181.60100426,23763584.174113,1.4231
2019,2,"2019-T2","MS",325939.46060465,23763584.174113,1.3716
2019,2,"2019-T2","PI",251278.81177454,23763584.174113,1.0574
2019,2,"2019-T2","AL",234031.71246538,23763584.174113,0.9848
2019,2,"2019-T2","SE",171120.49094113,23763584.174113,0.7201
2019,2,"2019-T2","TO",142230.68880196,23763584.174113,0.5985
2019,2,"2019-T2","RO",137184.8768539,23763584.174113,0.5773
2019,2,"2019-T2","AC",78810.44789937,23763584.174113,0.3316
2019,2,"2019-T2","AP",77927.91485867,23763584.174113,0.3279
2019,2,"2019-T2","RR",62107.76971394,23763584.174113,0.2614
2019,3,"2019-T3","SP",7070292.64184079,23947303.5455083,29.5244
2019,3,"2019-T3","RJ",2612943.60711046,23947303.5455083,10.9112
2019,3,"2019-T3","MG",2194636.44015704,23947303.5455083,9.1644
2019,3,"2019-T3","PR",1484117.82274938,23947303.5455083,6.1974
2019,3,"2019-T3","RS",1329807.13739296,23947303.5455083,5.5531
2019,3,"2019-T3","BA",988280.51681512,23947303.5455083,4.1269
2019,3,"2019-T3","SC",976416.06892297,23947303.5455083,4.0774
2019,3,"2019-T3","PE",807718.27761653,23947303.5455083,3.3729
2019,3,"2019-T3","GO",770256.38496565,23947303.5455083,3.2165
2019,3,"2019-T3","CE",720438.21999718,23947303.5455083,3.0084
2019,3,"2019-T3","DF",652688.87526566,23947303.5455083,2.7255
2019,3,"2019-T3","PA",567921.9522069,23947303.5455083,2.3715
2019,3,"2019-T3","ES",450081.03807563,23947303.5455083,1.8795
2019,3,"2019-T3","MT",384398.60643694,23947303.5455083,1.6052
2019,3,"2019-T3","MA",378886.93825753,23947303.5455083,1.5822
2019,3,"2019-T3","AM",369511.85205549,23947303.5455083,1.543
2019,3,"2019-T3","PB",349471.32862878,23947303.5455083,1.4593
2019,3,"2019-T3","RN",334049.08443943,23947303.5455083,1.3949
2019,3,"2019-T3","MS",319110.59617829,23947303.5455083,1.3326
2019,3,"2019-T3","PI",254073.48762162,23947303.5455083,1.061
2019,3,"2019-T3","AL",232259.18717172,23947303.5455083,0.9699
2019,3,"2019-T3","SE",177155.77650833,23947303.5455083,0.7398
2019,3,"2019-T3","RO",153780.6839096,23947303.5455083,0.6422
2019,3,"2019-T3","TO",152052.2267368,23947303.5455083,0.6349
2019,3,"2019-T3","AC",78806.51631047,23947303.5455083,0.3291
2019,3,"2019-T3","AP",78026.28482871,23947303.5455083,0.3258
2019,3,"2019-T3","RR",60121.99330836,23947303.5455083,0.2511
2019,4,"2019-T4","SP",7140109.96653236,24271883.0757103,29.4172
2019,4,"2019-T4","RJ",2649531.5068139,24271883.0757103,10.9161
2019,4,"2019-T4","MG",2174219.22363484,24271883.0757103,8.9578
2019,4,"2019-T4","PR",1512413.36983822,24271883.0757103,6.2311
2019,4,"2019-T4","RS",1396618.75769166,24271883.0757103,5.7541
2019,4,"2019-T4","SC",994946.32802142,24271883.0757103,4.0992
2019,4,"2019-T4","BA",993240.61303405,24271883.0757103,4.0921
2019,4,"2019-T4","PE",839061.87576475,24271883.0757103,3.4569
2019,4,"2019-T4","GO",787888.70747678,24271883.0757103,3.2461
2019,4,"2019-T4","CE",740093.0784106,24271883.0757103,3.0492
2019,4,"2019-T4","DF",677829.57019379,24271883.0757103,2.7927
2019,4,"2019-T4","PA",563733.42518691,24271883.0757103,2.3226
2019,4,"2019-T4","ES",461284.90204635,24271883.0757103,1.9005
2019,4,"2019-T4","MA",392040.62623481,24271883.0757103,1.6152
2019,4,"2019-T4","MT",383104.3219563,24271883.0757103,1.5784
2019,4,"2019-T4","AM",363182.01194731,24271883.0757103,1.4963
2019,4,"2019-T4","PB",346736.9420639,24271883.0757103,1.4286
2019,4,"2019-T4","RN",333778.4662733,24271883.0757103,1.3752
2019,4,"2019-T4","MS",326085.91644411,24271883.0757103,1.3435
2019,4,"2019-T4","PI",261725.48050262,24271883.0757103,1.0783
2019,4,"2019-T4","AL",228238.16282467,24271883.0757103,0.9403
2019,4,"2019-T4","SE",183811.79709317,24271883.0757103,0.7573
2019,4,"2019-T4","RO",153748.26002691,24271883.0757103,0.6334
2019,4,"2019-T4","TO",152091.62856604,24271883.0757103,0.6266
2019,4,"2019-T4","AC",82500.63093212,24271883.0757103,0.3399
2019,4,"2019-T4","AP",74738.67263483,24271883.0757103,0.3079
2019,4,"2019-T4","RR",59128.8335646,24271883.0757103,0.2436
2020,1,"2020-T1","SP",7358204.61777982,25081393.8638158,29.3373
2020,1,"2020-T1","RJ",2792225.99963697,25081393.8638158,11.1327
2020,1,"2020-T1","MG",2259247.17535005,25081393.8638158,9.0077
2020,1,"2020-T1","PR",1574123.21172833,25081393.8638158,6.2761
2020,1,"2020-T1","RS",1415662.00440577,25081393.8638158,5.6443
2020,1,"2020-T1","BA",1074560.37324265,25081393.8638158,4.2843
2020,1,"2020-T1","SC",1035713.24215855,25081393.8638158,4.1294
2020,1,"2020-T1","PE",877021.39967892,25081393.8638158,3.4967
2020,1,"2020-T1","GO",778549.26439062,25081393.8638158,3.1041
2020,1,"2020-T1","CE",771345.3881316,25081393.8638158,3.0754
2020,1,"2020-T1","DF",691065.56389209,25081393.8638158,2.7553
2020,1,"2020-T1","PA",585111.18255793,25081393.8638158,2.3328
2020,1,"2020-T1","ES",471832.63905119,25081393.8638158,1.8812
2020,1,"2020-T1","MT",394041.7020577,25081393.8638158,1.5711
2020,1,"2020-T1","MA",393725.78233186,25081393.8638158,1.5698
2020,1,"2020-T1","RN",363283.41678657,25081393.8638158,1.4484
2020,1,"2020-T1","AM",357299.22608006,25081393.8638158,1.4246
2020,1,"2020-T1","PB",348424.26647829,25081393.8638158,1.3892
2020,1,"2020-T1","MS",328261.65350056,25081393.8638158,1.3088
2020,1,"2020-T1","PI",275154.38441856,25081393.8638158,1.097
2020,1,"2020-T1","AL",234186.51341036,25081393.8638158,0.9337
2020,1,"2020-T1","SE",177356.42279175,25081393.8638158,0.7071
2020,1,"2020-T1","TO",168226.88275557,25081393.8638158,0.6707
2020,1,"2020-T1","RO",143945.07993425,25081393.8638158,0.5739
2020,1,"2020-T1","AP",77928.57042264,25081393.8638158,0.3107
2020,1,"2020-T1","AC",76609.92941641,25081393.8638158,0.3054
2020,1,"2020-T1","RR",58287.97142672,25081393.8638158,0.2324
2020,2,"2020-T2","SP",7541680.65479718,26318649.4360769,28.6553
2020,2,"2020-T2","RJ",2967393.03431961,26318649.4360769,11.2749
2020,2,"2020-T2","MG",2312161.84239698,26318649.4360769,8.7853
2020,2,"2020-T2","PR",1712622.73853573,26318649.4360769,6.5073
2020,2,"2020-T2","RS",1503043.60824002,26318649.4360769,5.7109
2020,2,"2020-T2","BA",1179491.547804,26318649.4360769,4.4816
2020,2,"2020-T2","SC",1161424.97741845,26318649.4360769,4.4129
2020,2,"2020-T2","PE",846334.88013005,26318649.4360769,3.2157
2020,2,"2020-T2","CE",795523.8460617,26318649.4360769,3.0227
2020,2,"2020-T2","GO",793119.58216503,26318649.4360769,3.0135
2020,2,"2020-T2","DF",723932.79337479,26318649.4360769,2.7506
2020,2,"2020-T2","PA",674892.2926474,26318649.4360769,2.5643
2020,2,"2020-T2","ES",508516.6340203,26318649.4360769,1.9322
2020,2,"2020-T2","MT",447943.22409207,26318649.4360769,1.702
2020,2,"2020-T2","RN",419882.71299902,26318649.4360769,1.5954
2020,2,"2020-T2","MA",408727.40334631,26318649.4360769,1.553
2020,2,"2020-T2","PB",392189.35651307,26318649.4360769,1.4902
2020,2,"2020-T2","AM",377122.99303744,26318649.4360769,1.4329
2020,2,"2020-T2","MS",325352.82708961,26318649.4360769,1.2362
2020,2,"2020-T2","PI",268120.06053439,26318649.4360769,1.0187
2020,2,"2020-T2","AL",222126.47917819,26318649.4360769,0.844
2020,2,"2020-T2","SE",189943.70089482,26318649.4360769,0.7217
2020,2,"2020-T2","TO",163792.86712006,26318649.4360769,0.6223
2020,2,"2020-T2","RO",159053.42236356,26318649.4360769,0.6043
2020,2,"2020-T2","AC",85469.28655892,26318649.4360769,0.3247
2020,2,"2020-T2","AP",77885.82945807,26318649.4360769,0.2959
2020,2,"2020-T2","RR",60900.84098013,26318649.4360769,0.2314
2020,3,"2020-T3","SP",7790616.50261903,26474524.1394883,29.4268
2020,3,"2020-T3","RJ",3007163.24289523,26474524.1394883,11.3587
2020,3,"2020-T3","MG",2378381.55026575,26474524.1394883,8.9837
2020,3,"2020-T3","PR",1711085.66838868,26474524.1394883,6.4631
2020,3,"2020-T3","RS",1527751.47878736,26474524.1394883,5.7706
2020,3,"2020-T3","BA",1164213.29479707,26474524.1394883,4.3975
2020,3,"2020-T3","SC",1150225.91258771,26474524.1394883,4.3447
2020,3,"2020-T3","GO",843458.22808094,26474524.1394883,3.1859
2020,3,"2020-T3","CE",802307.22671719,26474524.1394883,3.0305
2020,3,"2020-T3","PE",768879.7076673,26474524.1394883,2.9042
2020,3,"2020-T3","DF",719231.74253972,26474524.1394883,2.7167
2020,3,"2020-T3","PA",588165.57494061,26474524.1394883,2.2216
2020,3,"2020-T3","ES",486587.59298566,26474524.1394883,1.8379
2020,3,"2020-T3","MT",432040.72149615,26474524.1394883,1.6319
2020,3,"2020-T3","AM",400492.81445771,26474524.1394883,1.5127
2020,3,"2020-T3","MA",393197.40886713,26474524.1394883,1.4852
2020,3,"2020-T3","PB",382156.75835057,26474524.1394883,1.4435
2020,3,"2020-T3","RN",338918.44735541,26474524.1394883,1.2802
2020,3,"2020-T3","MS",331588.52157774,26474524.1394883,1.2525
2020,3,"2020-T3","PI",292795.37120717,26474524.1394883,1.106
2020,3,"2020-T3","AL",211990.80177088,26474524.1394883,0.8007
2020,3,"2020-T3","SE",201878.67286117,26474524.1394883,0.7625
2020,3,"2020-T3","TO",175089.45618229,26474524.1394883,0.6614
2020,3,"2020-T3","RO",139822.41729762,26474524.1394883,0.5281
2020,3,"2020-T3","AC",88643.80985023,26474524.1394883,0.3348
2020,3,"2020-T3","AP",84386.89643112,26474524.1394883,0.3187
2020,3,"2020-T3","RR",63454.31851085,26474524.1394883,0.2397
2020,4,"2020-T4","SP",8202804.79223268,27405016.638926,29.9318
2020,4,"2020-T4","RJ",3111735.21874876,27405016.638926,11.3546
2020,4,"2020-T4","MG",2406964.79974519,27405016.638926,8.7829
2020,4,"2020-T4","PR",1802855.53451557,27405016.638926,6.5786
2020,4,"2020-T4","RS",1598226.08347477,27405016.638926,5.8319
2020,4,"2020-T4","SC",1238860.6149064,27405016.638926,4.5206
2020,4,"2020-T4","BA",1121084.07271393,27405016.638926,4.0908
2020,4,"2020-T4","GO",806906.41338076,27405016.638926,2.9444
2020,4,"2020-T4","PE",786856.46686872,27405016.638926,2.8712
2020,4,"2020-T4","CE",774195.94809967,27405016.638926,2.825
2020,4,"2020-T4","DF",747354.88397379,27405016.638926,2.7271
2020,4,"2020-T4","PA",648682.55902352,27405016.638926,2.367
2020,4,"2020-T4","ES",505817.51020241,27405016.638926,1.8457
2020,4,"2020-T4","MT",453518.84904733,27405016.638926,1.6549
2020,4,"2020-T4","MA",398444.10155638,27405016.638926,1.4539
2020,4,"2020-T4","PB",362765.48913831,27405016.638926,1.3237
2020,4,"2020-T4","RN",359029.19546195,27405016.638926,1.3101
2020,4,"2020-T4","MS",355751.92096175,27405016.638926,1.2981
2020,4,"2020-T4","AM",354396.85035323,27405016.638926,1.2932
2020,4,"2020-T4","PI",297546.86506799,27405016.638926,1.0857
2020,4,"2020-T4","AL",263490.35354499,27405016.638926,0.9615
2020,4,"2020-T4","SE",224024.39544835,27405016.638926,0.8175
2020,4,"2020-T4","TO",187874.98173152,27405016.638926,0.6855
2020,4,"2020-T4","RO",150732.81287718,27405016.638926,0.55
2020,4,"2020-T4","AC",90273.80294577,27405016.638926,0.3294
2020,4,"2020-T4","AP",84176.78821076,27405016.638926,0.3072
2020,4,"2020-T4","RR",70645.33469427,27405016.638926,0.2578
2021,1,"2021-T1","SP",8173470.08938484,27867236.0255255,29.33
2021,1,"2021-T1","RJ",3290871.36047321,27867236.0255255,11.8091
2021,1,"2021-T1","MG",2500510.47956251,27867236.0255255,8.9729
2021,1,"2021-T1","PR",1852649.81416256,27867236.0255255,6.6481
2021,1,"2021-T1","RS",1704221.82287889,27867236.0255255,6.1155
2021,1,"2021-T1","SC",1231215.10657598,27867236.0255255,4.4181
2021,1,"2021-T1","BA",1086695.23348184,27867236.0255255,3.8995
2021,1,"2021-T1","GO",846819.22113266,27867236.0255255,3.0388
2021,1,"2021-T1","PE",791002.10452702,27867236.0255255,2.8385
2021,1,"2021-T1","DF",757407.12952724,27867236.0255255,2.7179
2021,1,"2021-T1","CE",740743.02410897,27867236.0255255,2.6581
2021,1,"2021-T1","PA",674172.44720671,27867236.0255255,2.4192
2021,1,"2021-T1","ES",509127.66518614,27867236.0255255,1.827
2021,1,"2021-T1","MT",454573.07293599,27867236.0255255,1.6312
2021,1,"2021-T1","MA",398375.98874481,27867236.0255255,1.4295
2021,1,"2021-T1","MS",393881.1954493,27867236.0255255,1.4134
2021,1,"2021-T1","RN",368994.1001008,27867236.0255255,1.3241
2021,1,"2021-T1","PB",352472.20536321,27867236.0255255,1.2648
2021,1,"2021-T1","AM",344004.88076971,27867236.0255255,1.2344
2021,1,"2021-T1","PI",310807.62387344,27867236.0255255,1.1153
2021,1,"2021-T1","AL",270266.25048459,27867236.0255255,0.9698
2021,1,"2021-T1","TO",211778.70816686,27867236.0255255,0.76
2021,1,"2021-T1","SE",201010.02526897,27867236.0255255,0.7213
2021,1,"2021-T1","RO",146170.72677138,27867236.0255255,0.5245
2021,1,"2021-T1","AC",102315.30505638,27867236.0255255,0.3672
2021,1,"2021-T1","AP",85945.95453487,27867236.0255255,0.3084
2021,1,"2021-T1","RR",67734.48979664,27867236.0255255,0.2431
2021,2,"2021-T2","SP",8331693.54512944,27504364.5119028,30.2923
2021,2,"2021-T2","RJ",3254976.75780374,27504364.5119028,11.8344
2021,2,"2021-T2","MG",2488872.05093037,27504364.5119028,9.049
2021,2,"2021-T2","RS",1629417.80282583,27504364.5119028,5.9242
2021,2,"2021-T2","PR",1590911.26828835,27504364.5119028,5.7842
2021,2,"2021-T2","SC",1189662.9824815,27504364.5119028,4.3254
2021,2,"2021-T2","BA",1082321.82854376,27504364.5119028,3.9351
2021,2,"2021-T2","GO",897045.31495981,27504364.5119028,3.2615
2021,2,"2021-T2","PE",818017.64170643,27504364.5119028,2.9741
2021,2,"2021-T2","CE",743054.74034643,27504364.5119028,2.7016
2021,2,"2021-T2","DF",716683.80443106,27504364.5119028,2.6057
2021,2,"2021-T2","PA",631924.1392633,27504364.5119028,2.2975
2021,2,"2021-T2","ES",482618.11478892,27504364.5119028,1.7547
2021,2,"2021-T2","MT",438822.17746481,27504364.5119028,1.5955
2021,2,"2021-T2","MA",386183.54010479,27504364.5119028,1.4041
2021,2,"2021-T2","MS",384759.39206531,27504364.5119028,1.3989
2021,2,"2021-T2","AM",366943.75726573,27504364.5119028,1.3341
2021,2,"2021-T2","RN",359876.66315022,27504364.5119028,1.3084
2021,2,"2021-T2","PI",329319.64083596,27504364.5119028,1.1973
2021,2,"2021-T2","PB",326834.11557958,27504364.5119028,1.1883
2021,2,"2021-T2","AL",269329.18368161,27504364.5119028,0.9792
2021,2,"2021-T2","SE",198327.76470282,27504364.5119028,0.7211
2021,2,"2021-T2","TO",179947.45730243,27504364.5119028,0.6543
2021,2,"2021-T2","RO",151792.56647134,27504364.5119028,0.5519
2021,2,"2021-T2","AC",102301.42836028,27504364.5119028,0.3719
2021,2,"2021-T2","AP",85548.44284942,27504364.5119028,0.311
2021,2,"2021-T2","RR",67178.39056957,27504364.5119028,0.2442
2021,3,"2021-T3","SP",7847938.10335731,26329139.6459008,29.807
2021,3,"2021-T3","RJ",2889496.90241845,26329139.6459008,10.9745
2021,3,"2021-T3","MG",2481675.94301328,26329139.6459008,9.4256
2021,3,"2021-T3","RS",1573949.93395111,26329139.6459008,5.978
2021,3,"2021-T3","PR",1522378.20532806,26329139.6459008,5.7821
2021,3,"2021-T3","SC",1093060.65690768,26329139.6459008,4.1515
2021,3,"2021-T3","BA",1011998.87353498,26329139.6459008,3.8436
2021,3,"2021-T3","GO",897018.60068375,26329139.6459008,3.4069
2021,3,"2021-T3","PE",803721.65979077,26329139.6459008,3.0526
2021,3,"2021-T3","CE",728363.41283337,26329139.6459008,2.7664
2021,3,"2021-T3","DF",686289.93357956,26329139.6459008,2.6066
2021,3,"2021-T3","PA",638004.11479843,26329139.6459008,2.4232
2021,3,"2021-T3","ES",516268.46318129,26329139.6459008,1.9608
2021,3,"2021-T3","MT",439846.62334123,26329139.6459008,1.6706
2021,3,"2021-T3","MA",413377.23913466,26329139.6459008,1.57
2021,3,"2021-T3","AM",370135.55173716,26329139.6459008,1.4058
2021,3,"2021-T3","MS",358607.66331469,26329139.6459008,1.362
2021,3,"2021-T3","RN",339429.70790354,26329139.6459008,1.2892
2021,3,"2021-T3","PB",331837.36402559,26329139.6459008,1.2603
2021,3,"2021-T3","PI",304010.16781397,26329139.6459008,1.1547
2021,3,"2021-T3","AL",257478.56325395,26329139.6459008,0.9779
2021,3,"2021-T3","SE",210102.98941772,26329139.6459008,0.798
2021,3,"2021-T3","TO",187508.32529102,26329139.6459008,0.7122
2021,3,"2021-T3","RO",170745.31070666,26329139.6459008,0.6485
2021,3,"2021-T3","AC",97000.26525584,26329139.6459008,0.3684
2021,3,"2021-T3","AP",91208.84135525,26329139.6459008,0.3464
2021,3,"2021-T3","RR",67686.2299715,26329139.6459008,0.2571
2021,4,"2021-T4","SP",7935521.68684297,26358466.3415936,30.1062
2021,4,"2021-T4","RJ",2844663.10004186,26358466.3415936,10.7922
2021,4,"2021-T4","MG",2465386.94330155,26358466.3415936,9.3533
2021,4,"2021-T4","RS",1597815.45660658,26358466.3415936,6.0619
2021,4,"2021-T4","PR",1539977.52881791,26358466.3415936,5.8424
2021,4,"2021-T4","SC",1106525.31662254,26358466.3415936,4.198
2021,4,"2021-T4","BA",1051620.53340664,26358466.3415936,3.9897
2021,4,"2021-T4","GO",846385.80285975,26358466.3415936,3.2111
2021,4,"2021-T4","PE",763490.79939073,26358466.3415936,2.8966
2021,4,"2021-T4","CE",756487.17959756,26358466.3415936,2.87
2021,4,"2021-T4","DF",705533.4206273,26358466.3415936,2.6767
2021,4,"2021-T4","PA",644217.6586746,26358466.3415936,2.4441
2021,4,"2021-T4","ES",511338.69823329,26358466.3415936,1.9399
2021,4,"2021-T4","MT",432386.23351581,26358466.3415936,1.6404
