"Ano","Trimestre","periodo","unidade_da_federacao","peso_ponderado_superior_completo","total_ponderado_superior_completo_periodo","percentual"
2021,4,"2021-T4","MA",414670.74870746,26358466.3415936,1.5732
2021,4,"2021-T4","AM",370095.79351062,26358466.3415936,1.4041
2021,4,"2021-T4","MS",360817.27160113,26358466.3415936,1.3689
2021,4,"2021-T4","PI",318243.19420423,26358466.3415936,1.2074
2021,4,"2021-T4","RN",317901.08197844,26358466.3415936,1.2061
2021,4,"2021-T4","PB",311506.10202563,26358466.3415936,1.1818
2021,4,"2021-T4","AL",257386.14142253,26358466.3415936,0.9765
2021,4,"2021-T4","SE",200446.39555839,26358466.3415936,0.7605
2021,4,"2021-T4","RO",179226.58386977,26358466.3415936,0.68
2021,4,"2021-T4","TO",167755.785515,26358466.3415936,0.6364
2021,4,"2021-T4","AP",97517.04454953,26358466.3415936,0.37
2021,4,"2021-T4","AC",93903.57220557,26358466.3415936,0.3563
2021,4,"2021-T4","RR",67646.26790622,26358466.3415936,0.2566
2022,1,"2022-T1","SP",7970718.14553841,26768637.4027694,29.7763
2022,1,"2022-T1","RJ",2895935.78808159,26768637.4027694,10.8184
2022,1,"2022-T1","MG",2479907.75308603,26768637.4027694,9.2642
2022,1,"2022-T1","PR",1582641.09343979,26768637.4027694,5.9123
2022,1,"2022-T1","RS",1574499.26360827,26768637.4027694,5.8819
2022,1,"2022-T1","BA",1146368.86160936,26768637.4027694,4.2825
2022,1,"2022-T1","SC",1105959.35849095,26768637.4027694,4.1315
2022,1,"2022-T1","GO",871726.00070963,26768637.4027694,3.2565
2022,1,"2022-T1","CE",782702.94825151,26768637.4027694,2.924
2022,1,"2022-T1","PE",773360.92121969,26768637.4027694,2.8891
2022,1,"2022-T1","DF",726609.53282717,26768637.4027694,2.7144
2022,1,"2022-T1","PA",645963.11899822,26768637.4027694,2.4131
2022,1,"2022-T1","ES",509814.47694175,26768637.4027694,1.9045
2022,1,"2022-T1","MA",437164.71517606,26768637.4027694,1.6331
2022,1,"2022-T1","MT",429687.49722836,26768637.4027694,1.6052
2022,1,"2022-T1","MS",380209.60400801,26768637.4027694,1.4204
2022,1,"2022-T1","AM",374784.77553331,26768637.4027694,1.4001
2022,1,"2022-T1","RN",346961.95837217,26768637.4027694,1.2962
2022,1,"2022-T1","PB",332697.70610514,26768637.4027694,1.2429
2022,1,"2022-T1","PI",330550.41483482,26768637.4027694,1.2348
2022,1,"2022-T1","AL",251261.67565397,26768637.4027694,0.9386
2022,1,"2022-T1","SE",196898.76869809,26768637.4027694,0.7356
2022,1,"2022-T1","RO",185881.37620848,26768637.4027694,0.6944
2022,1,"2022-T1","TO",178301.39547076,26768637.4027694,0.6661
2022,1,"2022-T1","AP",98086.16572065,26768637.4027694,0.3664
2022,1,"2022-T1","AC",96176.34208351,26768637.4027694,0.3593
2022,1,"2022-T1","RR",63767.74487374,26768637.4027694,0.2382
2022,2,"2022-T2","SP",8042147.46567492,26957148.8549917,29.8331
2022,2,"2022-T2","RJ",2969596.51079277,26957148.8549917,11.016
2022,2,"2022-T2","MG",2526362.93323221,26957148.8549917,9.3718
2022,2,"2022-T2","PR",1598089.77679813,26957148.8549917,5.9283
2022,2,"2022-T2","RS",1542614.33723422,26957148.8549917,5.7225
2022,2,"2022-T2","SC",1113868.87051691,26957148.8549917,4.132
2022,2,"2022-T2","BA",1104031.65678013,26957148.8549917,4.0955
2022,2,"2022-T2","GO",882559.12360251,26957148.8549917,3.2739
2022,2,"2022-T2","PE",801167.10066885,26957148.8549917,2.972
2022,2,"2022-T2","CE",770590.14996117,26957148.8549917,2.8586
2022,2,"2022-T2","DF",706359.85398931,26957148.8549917,2.6203
2022,2,"2022-T2","PA",651043.90396572,26957148.8549917,2.4151
2022,2,"2022-T2","ES",497008.47592474,26957148.8549917,1.8437
2022,2,"2022-T2","MA",476295.03916545,26957148.8549917,1.7669
2022,2,"2022-T2","MT",415228.05656321,26957148.8549917,1.5403
2022,2,"2022-T2","AM",386968.53151604,26957148.8549917,1.4355
2022,2,"2022-T2","MS",381282.83958108,26957148.8549917,1.4144
2022,2,"2022-T2","PI",345054.45798996,26957148.8549917,1.28
2022,2,"2022-T2","PB",338843.72766173,26957148.8549917,1.257
2022,2,"2022-T2","RN",334182.17960602,26957148.8549917,1.2397
2022,2,"2022-T2","AL",256985.96893349,26957148.8549917,0.9533
2022,2,"2022-T2","TO",187891.10487277,26957148.8549917,0.697
2022,2,"2022-T2","SE",182975.50020078,26957148.8549917,0.6788
2022,2,"2022-T2","RO",182108.36929086,26957148.8549917,0.6755
2022,2,"2022-T2","AP",99419.70091288,26957148.8549917,0.3688
2022,2,"2022-T2","AC",99165.04176811,26957148.8549917,0.3679
2022,2,"2022-T2","RR",65308.17778778,26957148.8549917,0.2423
2022,3,"2022-T3","SP",7981901.5985281,27175304.5279605,29.3719
2022,3,"2022-T3","RJ",2953822.94694639,27175304.5279605,10.8695
2022,3,"2022-T3","MG",2514213.98031517,27175304.5279605,9.2518
2022,3,"2022-T3","PR",1615059.0530409,27175304.5279605,5.9431
2022,3,"2022-T3","RS",1549206.49206109,27175304.5279605,5.7008
2022,3,"2022-T3","BA",1140086.61756627,27175304.5279605,4.1953
2022,3,"2022-T3","SC",1119478.88096943,27175304.5279605,4.1195
2022,3,"2022-T3","GO",892486.25073354,27175304.5279605,3.2842
2022,3,"2022-T3","PE",850577.35182942,27175304.5279605,3.13
2022,3,"2022-T3","CE",758482.61535757,27175304.5279605,2.7911
2022,3,"2022-T3","DF",749592.96807751,27175304.5279605,2.7584
2022,3,"2022-T3","PA",710803.44757803,27175304.5279605,2.6156
2022,3,"2022-T3","ES",524179.46628941,27175304.5279605,1.9289
2022,3,"2022-T3","MA",486096.18135315,27175304.5279605,1.7887
2022,3,"2022-T3","MT",422356.28996334,27175304.5279605,1.5542
2022,3,"2022-T3","AM",396767.72344239,27175304.5279605,1.46
2022,3,"2022-T3","MS",389601.81566283,27175304.5279605,1.4337
2022,3,"2022-T3","PI",363901.42623254,27175304.5279605,1.3391
2022,3,"2022-T3","PB",353601.15720821,27175304.5279605,1.3012
2022,3,"2022-T3","RN",328831.06306922,27175304.5279605,1.21
2022,3,"2022-T3","AL",251756.53717513,27175304.5279605,0.9264
2022,3,"2022-T3","TO",190676.91253268,27175304.5279605,0.7017
2022,3,"2022-T3","SE",187356.8203718,27175304.5279605,0.6894
2022,3,"2022-T3","RO",184884.60431206,27175304.5279605,0.6803
2022,3,"2022-T3","AP",98751.24257577,27175304.5279605,0.3634
2022,3,"2022-T3","AC",95403.27167788,27175304.5279605,0.3511
2022,3,"2022-T3","RR",65427.81309063,27175304.5279605,0.2408
2022,4,"2022-T4","SP",8099564.08562789,27702248.4930664,29.2379
2022,4,"2022-T4","RJ",3038041.14926037,27702248.4930664,10.9668
2022,4,"2022-T4","MG",2520081.83464617,27702248.4930664,9.097
2022,4,"2022-T4","PR",1632451.8861715,27702248.4930664,5.8928
2022,4,"2022-T4","RS",1544061.44861738,27702248.4930664,5.5738
2022,4,"2022-T4","BA",1210017.60539098,27702248.4930664,4.3679
2022,4,"2022-T4","SC",1107683.04910995,27702248.4930664,3.9985
2022,4,"2022-T4","PE",917329.93446924,27702248.4930664,3.3114
2022,4,"2022-T4","GO",906289.31331366,27702248.4930664,3.2715
2022,4,"2022-T4","DF",766928.26189134,27702248.4930664,2.7685
2022,4,"2022-T4","CE",763677.89000057,27702248.4930664,2.7567
2022,4,"2022-T4","PA",707525.42133259,27702248.4930664,2.554
2022,4,"2022-T4","ES",533357.45867886,27702248.4930664,1.9253
2022,4,"2022-T4","MA",507503.55869714,27702248.4930664,1.832
2022,4,"2022-T4","MT",434155.27269569,27702248.4930664,1.5672
2022,4,"2022-T4","AM",412802.78469655,27702248.4930664,1.4901
2022,4,"2022-T4","MS",412226.24214922,27702248.4930664,1.4881
2022,4,"2022-T4","PI",376387.57753427,27702248.4930664,1.3587
2022,4,"2022-T4","RN",367416.52047024,27702248.4930664,1.3263
2022,4,"2022-T4","PB",360805.59173346,27702248.4930664,1.3024
2022,4,"2022-T4","AL",252210.40019235,27702248.4930664,0.9104
2022,4,"2022-T4","SE",201899.39984129,27702248.4930664,0.7288
2022,4,"2022-T4","TO",184848.15598504,27702248.4930664,0.6673
2022,4,"2022-T4","RO",182126.2562443,27702248.4930664,0.6574
2022,4,"2022-T4","AP",101200.64761742,27702248.4930664,0.3653
2022,4,"2022-T4","AC",92052.40754552,27702248.4930664,0.3323
2022,4,"2022-T4","RR",69604.33915343,27702248.4930664,0.2513
2023,1,"2023-T1","SP",8048148.71488047,27796623.7073221,28.9537
2023,1,"2023-T1","RJ",3045714.62636826,27796623.7073221,10.9571
2023,1,"2023-T1","MG",2586266.93901654,27796623.7073221,9.3042
2023,1,"2023-T1","PR",1654530.5631622,27796623.7073221,5.9523
2023,1,"2023-T1","RS",1537378.80931621,27796623.7073221,5.5308
2023,1,"2023-T1","BA",1144715.01275758,27796623.7073221,4.1182
2023,1,"2023-T1","SC",1101027.1620465,27796623.7073221,3.961
2023,1,"2023-T1","GO",941583.68198829,27796623.7073221,3.3874
2023,1,"2023-T1","PE",914968.51546313,27796623.7073221,3.2917
2023,1,"2023-T1","CE",812825.13874045,27796623.7073221,2.9242
2023,1,"2023-T1","DF",779065.0273279,27796623.7073221,2.8027
2023,1,"2023-T1","PA",719093.89593041,27796623.7073221,2.587
2023,1,"2023-T1","ES",544513.99311449,27796623.7073221,1.9589
2023,1,"2023-T1","MA",516265.17512751,27796623.7073221,1.8573
2023,1,"2023-T1","MT",445415.43193931,27796623.7073221,1.6024
2023,1,"2023-T1","MS",410301.49231257,27796623.7073221,1.4761
2023,1,"2023-T1","AM",399831.60513909,27796623.7073221,1.4384
2023,1,"2023-T1","PB",372424.84332735,27796623.7073221,1.3398
2023,1,"2023-T1","PI",370222.75800348,27796623.7073221,1.3319
2023,1,"2023-T1","RN",348609.25192284,27796623.7073221,1.2541
2023,1,"2023-T1","AL",257738.49184594,27796623.7073221,0.9272
2023,1,"2023-T1","SE",206073.0418475,27796623.7073221,0.7414
2023,1,"2023-T1","TO",191182.73046177,27796623.7073221,0.6878
2023,1,"2023-T1","RO",177517.72065001,27796623.7073221,0.6386
2023,1,"2023-T1","AP",107103.66673491,27796623.7073221,0.3853
2023,1,"2023-T1","AC",87892.00014219,27796623.7073221,0.3162
2023,1,"2023-T1","RR",76213.41775523,27796623.7073221,0.2742
2023,2,"2023-T2","SP",8121262.31446917,27979520.5353405,29.0257
2023,2,"2023-T2","RJ",3075601.45278587,27979520.5353405,10.9923
2023,2,"2023-T2","MG",2613609.21961413,27979520.5353405,9.3412
2023,2,"2023-T2","PR",1660677.52941509,27979520.5353405,5.9353
2023,2,"2023-T2","RS",1497191.22220077,27979520.5353405,5.351
2023,2,"2023-T2","SC",1146722.87898526,27979520.5353405,4.0984
2023,2,"2023-T2","BA",1144754.36320089,27979520.5353405,4.0914
2023,2,"2023-T2","GO",990517.16583998,27979520.5353405,3.5402
2023,2,"2023-T2","PE",908263.32073414,27979520.5353405,3.2462
2023,2,"2023-T2","CE",808309.81020604,27979520.5353405,2.8889
2023,2,"2023-T2","DF",786028.44637622,27979520.5353405,2.8093
2023,2,"2023-T2","PA",703302.52144515,27979520.5353405,2.5136
2023,2,"2023-T2","ES",540975.2346173,27979520.5353405,1.9335
2023,2,"2023-T2","MA",516843.51187415,27979520.5353405,1.8472
2023,2,"2023-T2","MT",457208.05372517,27979520.5353405,1.6341
2023,2,"2023-T2","MS",432361.69520043,27979520.5353405,1.5453
2023,2,"2023-T2","AM",404650.19926152,27979520.5353405,1.4462
2023,2,"2023-T2","PB",368187.15762121,27979520.5353405,1.3159
2023,2,"2023-T2","RN",347291.93727832,27979520.5353405,1.2412
2023,2,"2023-T2","PI",346790.9124058,27979520.5353405,1.2394
2023,2,"2023-T2","AL",259743.15942441,27979520.5353405,0.9283
2023,2,"2023-T2","SE",215938.96688095,27979520.5353405,0.7718
2023,2,"2023-T2","TO",190142.34404355,27979520.5353405,0.6796
2023,2,"2023-T2","RO",175219.37080084,27979520.5353405,0.6262
2023,2,"2023-T2","AP",111923.26375981,27979520.5353405,0.4
2023,2,"2023-T2","AC",85188.78750511,27979520.5353405,0.3045
2023,2,"2023-T2","RR",70815.69566918,27979520.5353405,0.2531
2023,3,"2023-T3","SP",8244532.34713965,28437131.1085184,28.9921
2023,3,"2023-T3","RJ",3075606.76772116,28437131.1085184,10.8155
2023,3,"2023-T3","MG",2650228.57645202,28437131.1085184,9.3196
2023,3,"2023-T3","PR",1701474.48425763,28437131.1085184,5.9833
2023,3,"2023-T3","RS",1544521.46782957,28437131.1085184,5.4314
2023,3,"2023-T3","BA",1208689.79541531,28437131.1085184,4.2504
2023,3,"2023-T3","SC",1192842.79353239,28437131.1085184,4.1947
2023,3,"2023-T3","GO",981794.53634721,28437131.1085184,3.4525
2023,3,"2023-T3","PE",919091.72633627,28437131.1085184,3.232
2023,3,"2023-T3","CE",811154.87704119,28437131.1085184,2.8524
2023,3,"2023-T3","DF",782883.32502538,28437131.1085184,2.753
2023,3,"2023-T3","PA",726822.0276945,28437131.1085184,2.5559
2023,3,"2023-T3","ES",537902.6530392,28437131.1085184,1.8916
2023,3,"2023-T3","MA",515919.078214,28437131.1085184,1.8142
2023,3,"2023-T3","MT",468455.17160653,28437131.1085184,1.6473
2023,3,"2023-T3","MS",422601.46059371,28437131.1085184,1.4861
2023,3,"2023-T3","AM",415932.64064811,28437131.1085184,1.4626
2023,3,"2023-T3","PB",379312.04206233,28437131.1085184,1.3339
2023,3,"2023-T3","RN",362549.28990965,28437131.1085184,1.2749
2023,3,"2023-T3","PI",347794.73751642,28437131.1085184,1.223
2023,3,"2023-T3","AL",278016.7269038,28437131.1085184,0.9777
2023,3,"2023-T3","SE",219516.71167214,28437131.1085184,0.7719
2023,3,"2023-T3","TO",196355.29600657,28437131.1085184,0.6905
2023,3,"2023-T3","RO",178191.31153401,28437131.1085184,0.6266
2023,3,"2023-T3","AP",116258.24494723,28437131.1085184,0.4088
2023,3,"2023-T3","AC",86146.96876367,28437131.1085184,0.3029
2023,3,"2023-T3","RR",72536.05030877,28437131.1085184,0.2551
2023,4,"2023-T4","SP",8381938.51192043,28881794.593182,29.0215
2023,4,"2023-T4","RJ",3069801.35283162,28881794.593182,10.6288
2023,4,"2023-T4","MG",2688657.55542099,28881794.593182,9.3092
2023,4,"2023-T4","PR",1739314.35524934,28881794.593182,6.0222
2023,4,"2023-T4","RS",1588804.65283382,28881794.593182,5.5011
2023,4,"2023-T4","BA",1223351.35264746,28881794.593182,4.2357
2023,4,"2023-T4","SC",1197623.53969797,28881794.593182,4.1466
2023,4,"2023-T4","GO",1010608.74590757,28881794.593182,3.4991
2023,4,"2023-T4","PE",901620.80519352,28881794.593182,3.1218
2023,4,"2023-T4","CE",850308.9671231,28881794.593182,2.9441
2023,4,"2023-T4","DF",810432.15903096,28881794.593182,2.806
2023,4,"2023-T4","PA",732606.14340702,28881794.593182,2.5366
2023,4,"2023-T4","ES",552362.58654469,28881794.593182,1.9125
2023,4,"2023-T4","MA",514727.27417678,28881794.593182,1.7822
2023,4,"2023-T4","MT",480286.45138918,28881794.593182,1.6629
2023,4,"2023-T4","AM",445305.34359655,28881794.593182,1.5418
2023,4,"2023-T4","MS",432580.51646183,28881794.593182,1.4978
2023,4,"2023-T4","PB",399385.61735838,28881794.593182,1.3828
2023,4,"2023-T4","RN",387243.53947594,28881794.593182,1.3408
2023,4,"2023-T4","PI",329556.04396159,28881794.593182,1.1411
2023,4,"2023-T4","AL",279981.32820023,28881794.593182,0.9694
2023,4,"2023-T4","SE",216500.47119759,28881794.593182,0.7496
2023,4,"2023-T4","TO",188558.37617873,28881794.593182,0.6529
2023,4,"2023-T4","RO",179327.30778479,28881794.593182,0.6209
2023,4,"2023-T4","AP",118699.33797625,28881794.593182,0.411
2023,4,"2023-T4","AC",86487.55011361,28881794.593182,0.2995
2023,4,"2023-T4","RR",75724.70750204,28881794.593182,0.2622
2024,1,"2024-T1","SP",8531602.00712897,29375924.5266556,29.0428
2024,1,"2024-T1","RJ",3114443.56561648,29375924.5266556,10.602
2024,1,"2024-T1","MG",2752997.00365234,29375924.5266556,9.3716
2024,1,"2024-T1","PR",1756897.31494564,29375924.5266556,5.9807
2024,1,"2024-T1","RS",1603934.28577348,29375924.5266556,5.46
2024,1,"2024-T1","BA",1298080.9343823,29375924.5266556,4.4189
2024,1,"2024-T1","SC",1214744.61218269,29375924.5266556,4.1352
2024,1,"2024-T1","GO",1020725.04844407,29375924.5266556,3.4747
2024,1,"2024-T1","PE",877109.64290593,29375924.5266556,2.9858
2024,1,"2024-T1","CE",841781.51627218,29375924.5266556,2.8655
2024,1,"2024-T1","DF",808173.21198986,29375924.5266556,2.7511
2024,1,"2024-T1","PA",753632.50400233,29375924.5266556,2.5655
2024,1,"2024-T1","ES",569968.22297756,29375924.5266556,1.9403
2024,1,"2024-T1","MA",534339.75101273,29375924.5266556,1.819
2024,1,"2024-T1","MT",521987.61691093,29375924.5266556,1.7769
2024,1,"2024-T1","AM",432272.29421477,29375924.5266556,1.4715
2024,1,"2024-T1","MS",432214.80315226,29375924.5266556,1.4713
2024,1,"2024-T1","PB",421737.93028028,29375924.5266556,1.4357
2024,1,"2024-T1","RN",381898.3906669,29375924.5266556,1.3
2024,1,"2024-T1","PI",335817.35069264,29375924.5266556,1.1432
2024,1,"2024-T1","AL",281172.43029323,29375924.5266556,0.9572
2024,1,"2024-T1","SE",226472.71717791,29375924.5266556,0.7709
2024,1,"2024-T1","TO",197990.25601725,29375924.5266556,0.674
2024,1,"2024-T1","RO",184659.51411603,29375924.5266556,0.6286
2024,1,"2024-T1","AP",115992.75439938,29375924.5266556,0.3949
2024,1,"2024-T1","AC",87923.33468382,29375924.5266556,0.2993
2024,1,"2024-T1","RR",77355.51276367,29375924.5266556,0.2633
2024,2,"2024-T2","SP",8523612.40647223,29581666.7472501,28.8138
2024,2,"2024-T2","RJ",3163461.38072703,29581666.7472501,10.694
2024,2,"2024-T2","MG",2807784.67038539,29581666.7472501,9.4916
2024,2,"2024-T2","PR",1708781.05689415,29581666.7472501,5.7765
2024,2,"2024-T2","RS",1642055.26476864,29581666.7472501,5.5509
2024,2,"2024-T2","BA",1314123.86551972,29581666.7472501,4.4424
2024,2,"2024-T2","SC",1255316.54544676,29581666.7472501,4.2436
2024,2,"2024-T2","GO",1018742.53514798,29581666.7472501,3.4438
2024,2,"2024-T2","PE",933682.88192599,29581666.7472501,3.1563
2024,2,"2024-T2","CE",854515.32629899,29581666.7472501,2.8887
2024,2,"2024-T2","DF",793256.72027207,29581666.7472501,2.6816
2024,2,"2024-T2","PA",752040.69837102,29581666.7472501,2.5423
2024,2,"2024-T2","ES",559480.1050007,29581666.7472501,1.8913
2024,2,"2024-T2","MA",540119.96932203,29581666.7472501,1.8259
2024,2,"2024-T2","MT",516301.78707843,29581666.7472501,1.7453
2024,2,"2024-T2","AM",434938.66560299,29581666.7472501,1.4703
2024,2,"2024-T2","MS",426153.39204025,29581666.7472501,1.4406
2024,2,"2024-T2","PB",416059.18885522,29581666.7472501,1.4065
2024,2,"2024-T2","RN",395898.17562181,29581666.7472501,1.3383
2024,2,"2024-T2","PI",342073.01974722,29581666.7472501,1.1564
2024,2,"2024-T2","AL",284954.89399816,29581666.7472501,0.9633
2024,2,"2024-T2","SE",228150.84426853,29581666.7472501,0.7713
2024,2,"2024-T2","RO",196735.12942632,29581666.7472501,0.6651
2024,2,"2024-T2","TO",195424.15807127,29581666.7472501,0.6606
2024,2,"2024-T2","AP",111709.36594245,29581666.7472501,0.3776
2024,2,"2024-T2","AC",92872.24025499,29581666.7472501,0.314
2024,2,"2024-T2","RR",73422.4597898,29581666.7472501,0.2482
2024,3,"2024-T3","SP",8463952.01265141,29668757.9938857,28.5282
2024,3,"2024-T3","RJ",3162421.00163907,29668757.9938857,10.6591
2024,3,"2024-T3","MG",2798989.46079067,29668757.9938857,9.4341
2024,3,"2024-T3","PR",1793158.44857542,29668757.9938857,6.0439
2024,3,"2024-T3","RS",1657515.70040783,29668757.9938857,5.5867
2024,3,"2024-T3","BA",1305390.14890523,29668757.9938857,4.3999
2024,3,"2024-T3","SC",1268367.35999954,29668757.9938857,4.2751
2024,3,"2024-T3","GO",1018420.81866144,29668757.9938857,3.4326
2024,3,"2024-T3","PE",967229.33870946,29668757.9938857,3.2601
2024,3,"2024-T3","CE",800782.47680353,29668757.9938857,2.6991
2024,3,"2024-T3","DF",777693.26980224,29668757.9938857,2.6213
2024,3,"2024-T3","PA",755740.54679363,29668757.9938857,2.5473
2024,3,"2024-T3","ES",576467.37630131,29668757.9938857,1.943
2024,3,"2024-T3","MA",561725.32229232,29668757.9938857,1.8933
2024,3,"2024-T3","MT",513831.42394753,29668757.9938857,1.7319
2024,3,"2024-T3","AM",470478.90995256,29668757.9938857,1.5858
2024,3,"2024-T3","PB",428544.04898957,29668757.9938857,1.4444
2024,3,"2024-T3","MS",411467.86935231,29668757.9938857,1.3869
2024,3,"2024-T3","RN",394903.74024837,29668757.9938857,1.331
2024,3,"2024-T3","PI",336323.11958347,29668757.9938857,1.1336
2024,3,"2024-T3","AL",283008.46797865,29668757.9938857,0.9539
2024,3,"2024-T3","SE",232922.52021633,29668757.9938857,0.7851
2024,3,"2024-T3","TO",212679.58003668,29668757.9938857,0.7168
2024,3,"2024-T3","RO",201553.45799719,29668757.9938857,0.6793
2024,3,"2024-T3","AP",106708.92224878,29668757.9938857,0.3597
2024,3,"2024-T3","AC",91096.64398508,29668757.9938857,0.307
2024,3,"2024-T3","RR",77386.00701612,29668757.9938857,0.2608
2024,4,"2024-T4","SP",8782355.42205764,30331075.002069,28.955
2024,4,"2024-T4","RJ",3178550.39737475,30331075.002069,10.4795
2024,4,"2024-T4","MG",2826567.52962898,30331075.002069,9.319
2024,4,"2024-T4","PR",1829092.72017802,30331075.002069,6.0304
2024,4,"2024-T4","RS",1659441.86915441,30331075.002069,5.4711
2024,4,"2024-T4","BA",1347353.63189259,30331075.002069,4.4422
2024,4,"2024-T4","SC",1297375.06295826,30331075.002069,4.2774
2024,4,"2024-T4","GO",1052504.23383813,30331075.002069,3.4701
2024,4,"2024-T4","PE",1007975.08657612,30331075.002069,3.3232
2024,4,"2024-T4","CE",818005.80612963,30331075.002069,2.6969
2024,4,"2024-T4","DF",810058.92466412,30331075.002069,2.6707
2024,4,"2024-T4","PA",749227.0189834,30331075.002069,2.4702
2024,4,"2024-T4","ES",602761.44781131,30331075.002069,1.9873
2024,4,"2024-T4","MA",579532.05670475,30331075.002069,1.9107
2024,4,"2024-T4","MT",532342.97223322,30331075.002069,1.7551
2024,4,"2024-T4","AM",476456.53684955,30331075.002069,1.5709
2024,4,"2024-T4","PB",427749.50164599,30331075.002069,1.4103
2024,4,"2024-T4","MS",425018.10431271,30331075.002069,1.4013
2024,4,"2024-T4","RN",387000.34729902,30331075.002069,1.2759
2024,4,"2024-T4","PI",332820.95281735,30331075.002069,1.0973
2024,4,"2024-T4","AL",287788.69293888,30331075.002069,0.9488
2024,4,"2024-T4","SE",236569.53698977,30331075.002069,0.78
2024,4,"2024-T4","TO",212522.93580034,30331075.002069,0.7007
2024,4,"2024-T4","RO",187871.85014424,30331075.002069,0.6194
2024,4,"2024-T4","AP",108142.8791033,30331075.002069,0.3565
2024,4,"2024-T4","AC",96834.49311961,30331075.002069,0.3193
2024,4,"2024-T4","RR",79154.99086293,30331075.002069,0.261
2025,1,"2025-T1","SP",8965553.00765261,30990093.1052188,28.9304
2025,1,"2025-T1","RJ",3261780.97057046,30990093.1052188,10.5252
2025,1,"2025-T1","MG",2856531.97183132,30990093.1052188,9.2176
2025,1,"2025-T1","PR",1917541.3207915,30990093.1052188,6.1876
2025,1,"2025-T1","RS",1712346.03849021,30990093.1052188,5.5255
2025,1,"2025-T1","SC",1390495.79951764,30990093.1052188,4.4869
2025,1,"2025-T1","BA",1346919.2769133,30990093.1052188,4.3463
2025,1,"2025-T1","GO",1057432.99797771,30990093.1052188,3.4122
2025,1,"2025-T1","PE",1040960.92440372,30990093.1052188,3.359
2025,1,"2025-T1","CE",831311.68730609,30990093.1052188,2.6825
2025,1,"2025-T1","DF",805338.01423672,30990093.1052188,2.5987
2025,1,"2025-T1","PA",750874.27466256,30990093.1052188,2.4229
2025,1,"2025-T1","ES",621619.34225306,30990093.1052188,2.0059
2025,1,"2025-T1","MA",571242.93804072,30990093.1052188,1.8433
2025,1,"2025-T1","MT",534050.7350407,30990093.1052188,1.7233
2025,1,"2025-T1","AM",467546.92628511,30990093.1052188,1.5087
2025,1,"2025-T1","MS",446059.20020797,30990093.1052188,1.4394
2025,1,"2025-T1","PB",423783.74617456,30990093.1052188,1.3675
2025,1,"2025-T1","RN",403934.82731966,30990093.1052188,1.3034
2025,1,"2025-T1","PI",343192.522651,30990093.1052188,1.1074
2025,1,"2025-T1","AL",291385.25697708,30990093.1052188,0.9403
2025,1,"2025-T1","SE",241265.58251849,30990093.1052188,0.7785
2025,1,"2025-T1","TO",220862.38210619,30990093.1052188,0.7127
2025,1,"2025-T1","RO",193566.35889902,30990093.1052188,0.6246
2025,1,"2025-T1","AP",112006.43253461,30990093.1052188,0.3614
2025,1,"2025-T1","AC",96444.75380385,30990093.1052188,0.3112
2025,1,"2025-T1","RR",86045.81605295,30990093.1052188,0.2777
2025,2,"2025-T2","SP",8939324.52340321,31333777.2159234,28.5294
2025,2,"2025-T2","RJ",3386804.18234127,31333777.2159234,10.8088
2025,2,"2025-T2","MG",2936900.31407312,31333777.2159234,9.373
2025,2,"2025-T2","PR",1930621.24401249,31333777.2159234,6.1615
2025,2,"2025-T2","RS",1737893.9416324,31333777.2159234,5.5464
2025,2,"2025-T2","SC",1411320.56825808,31333777.2159234,4.5042
2025,2,"2025-T2","BA",1329266.2498098,31333777.2159234,4.2423
2025,2,"2025-T2","GO",1096747.01303566,31333777.2159234,3.5002
2025,2,"2025-T2","PE",1071592.38942523,31333777.2159234,3.4199
2025,2,"2025-T2","CE",868323.05994338,31333777.2159234,2.7712
2025,2,"2025-T2","DF",841226.70051013,31333777.2159234,2.6847
2025,2,"2025-T2","PA",760092.15551297,31333777.2159234,2.4258
2025,2,"2025-T2","ES",608509.80324842,31333777.2159234,1.942
2025,2,"2025-T2","MA",560638.23992823,31333777.2159234,1.7892
2025,2,"2025-T2","MT",521893.29225321,31333777.2159234,1.6656
2025,2,"2025-T2","AM",455560.42249032,31333777.2159234,1.4539
2025,2,"2025-T2","RN",444320.19183066,31333777.2159234,1.418
2025,2,"2025-T2","MS",438697.40151703,31333777.2159234,1.4001
2025,2,"2025-T2","PB",405238.92911478,31333777.2159234,1.2933
2025,2,"2025-T2","PI",356923.81904351,31333777.2159234,1.1391
2025,2,"2025-T2","AL",290477.94132001,31333777.2159234,0.927
2025,2,"2025-T2","SE",233431.03790501,31333777.2159234,0.745
2025,2,"2025-T2","TO",215144.8087,31333777.2159234,0.6866
2025,2,"2025-T2","RO",188986.36805698,31333777.2159234,0.6031
2025,2,"2025-T2","AP",115624.86025333,31333777.2159234,0.369
2025,2,"2025-T2","AC",96153.29236572,31333777.2159234,0.3069
2025,2,"2025-T2","RR",92064.46593841,31333777.2159234,0.2938
2025,3,"2025-T3","SP",9038969.09508242,31666936.2508065,28.5439
2025,3,"2025-T3","RJ",3300149.48229148,31666936.2508065,10.4214
2025,3,"2025-T3","MG",2973391.18300246,31666936.2508065,9.3896
2025,3,"2025-T3","PR",2034658.86561593,31666936.2508065,6.4252
2025,3,"2025-T3","RS",1754910.28746671,31666936.2508065,5.5418
2025,3,"2025-T3","SC",1453659.85076773,31666936.2508065,4.5905
