"Ano","Trimestre","periodo","nivel_instrucao","peso","total_ponderado","percentual"
2025,2,"2025-T2","Superior completo",31333777.2159234,200042037.001232,15.6636
2025,2,"2025-T2","Fundamental completo ou equivalente",14234131.8992514,200042037.001232,7.1156
2025,2,"2025-T2","Medio incompleto ou equivalente",14006283.0440894,200042037.001232,7.0017
2025,2,"2025-T2","Sem instrucao e menos de 1 ano de estudo",13683211.1593368,200042037.001232,6.8402
2025,2,"2025-T2","Superior incompleto ou equivalente",9552082.77601247,200042037.001232,4.775
2025,3,"2025-T3","Fundamental incompleto ou equivalente",61027193.9772552,200326529.008601,30.4639
2025,3,"2025-T3","Medio completo ou equivalente",56114291.9615027,200326529.008601,28.0114
2025,3,"2025-T3","Superior completo",31666936.2508065,200326529.008601,15.8077
2025,3,"2025-T3","Sem instrucao e menos de 1 ano de estudo",14049991.8933806,200326529.008601,7.0135
2025,3,"2025-T3","Fundamental completo ou equivalente",14032182.8463407,200326529.008601,7.0047
2025,3,"2025-T3","Medio incompleto ou equivalente",13963386.5054396,200326529.008601,6.9703
2025,3,"2025-T3","Superior incompleto ou equivalente",9472545.57387531,200326529.008601,4.7286
2025,4,"2025-T4","Fundamental incompleto ou equivalente",60901473.1355037,200601138.000002,30.3595
2025,4,"2025-T4","Medio completo ou equivalente",56225177.3724463,200601138.000002,28.0283
2025,4,"2025-T4","Superior completo",32325029.0762135,200601138.000002,16.1141
2025,4,"2025-T4","Sem instrucao e menos de 1 ano de estudo",14303149.0942161,200601138.000002,7.1301
2025,4,"2025-T4","Fundamental completo ou equivalente",13706404.5737745,200601138.000002,6.8327
2025,4,"2025-T4","Medio incompleto ou equivalente",13531066.7709638,200601138.000002,6.7453
2025,4,"2025-T4","Superior incompleto ou equivalente",9608837.97688458,200601138.000002,4.79
2026,1,"2026-T1","Fundamental incompleto ou equivalente",60661141.6926085,200872544.000953,30.1988
2026,1,"2026-T1","Medio completo ou equivalente",57000495.8721586,200872544.000953,28.3764
2026,1,"2026-T1","Superior completo",32574066.4632431,200872544.000953,16.2163
2026,1,"2026-T1","Fundamental completo ou equivalente",14014901.0473651,200872544.000953,6.977
2026,1,"2026-T1","Medio incompleto ou equivalente",13988117.4533629,200872544.000953,6.9637
2026,1,"2026-T1","Sem instrucao e menos de 1 ano de estudo",12591036.2779715,200872544.000953,6.2682
2026,1,"2026-T1","Superior incompleto ou equivalente",10042785.1942437,200872544.000953,4.9996
