"Ano","Trimestre","periodo","ocupacao_codigo","ocupacao_nome","ocupacao_nivel_superior","peso_total_ocupados_ocupacao","registros_total_ocupados_ocupacao","peso_universo_superior_completo_classificado_ocupacao","registros_universo_superior_completo_classificado_ocupacao","peso_sobreeducados","registros_sobreeducados","percentual_sobreeducados_no_total_ocupados_ocupacao","percentual_sobreeducados_entre_superior_completo_classificado_ocupacao","peso_sobreeducados_total_periodo","participacao_da_ocupacao_no_total_sobreeducados_periodo"
2014,4,"2014-T4","8332","Condutores de caminhões pesados",0,1675095.62952487,4362,24539.32418256,57,24539.32418256,57,1.465,100,4419489.50291715,0.5553
2014,4,"2014-T4","4221","Trabalhadores de agências de viagem",0,65193.09995585,132,24372.25265434,52,24372.25265434,52,37.3847,100,4419489.50291715,0.5515
2014,4,"2014-T4","6121","Criadores de gado e trabalhadores qualificados da criação de gado",0,1399647.14035159,7680,23024.76470525,98,23024.76470525,98,1.645,100,4419489.50291715,0.521
2014,4,"2014-T4","5312","Ajudantes de professores",0,165958.75014644,394,21036.21572081,57,21036.21572081,57,12.6756,100,4419489.50291715,0.476
2014,4,"2014-T4","3112","Técnicos em engenharia civil",0,145834.84375578,385,20615.21959537,57,20615.21959537,57,14.136,100,4419489.50291715,0.4665
2014,4,"2014-T4","3312","Agentes de empréstimos e financiamento",0,47852.45504885,100,19116.65726104,28,19116.65726104,28,39.9492,100,4419489.50291715,0.4326
2014,4,"2014-T4","3211","Técnicos em aparelhos de diagnóstico e tratamento médico",0,62862.01852404,121,18716.45368039,39,18716.45368039,39,29.7739,100,4419489.50291715,0.4235
2014,4,"2014-T4","3432","Desenhistas e decoradores de interiores",0,71194.41477299,160,18705.29908496,39,18705.29908496,39,26.2735,100,4419489.50291715,0.4232
2014,4,"2014-T4","4225","Trabalhadores dos serviços de informações",0,74002.41026404,138,18378.66360549,31,18378.66360549,31,24.8352,100,4419489.50291715,0.4159
2014,4,"2014-T4","7531","Alfaiates, modistas, chapeleiros e peleteiros",0,801681.85009294,2095,18255.99566897,53,18255.99566897,53,2.2772,100,4419489.50291715,0.4131
2014,4,"2014-T4","3116","Técnicos em química industrial",0,51978.12950522,100,17558.18203852,25,17558.18203852,25,33.7799,100,4419489.50291715,0.3973
2014,4,"2014-T4","7231","Mecânicos e reparadores de veículos a motor",0,1035068.87788065,2697,17356.75056759,30,17356.75056759,30,1.6769,100,4419489.50291715,0.3927
2014,4,"2014-T4","3115","Técnicos em engenharia mecânica",0,255951.9835312,609,17177.41448131,37,17177.41448131,37,6.7112,100,4419489.50291715,0.3887
2014,4,"2014-T4","5321","Trabalhadores de cuidados pessoais em instituições",0,254057.00968436,599,16462.86443068,37,16462.86443068,37,6.48,100,4419489.50291715,0.3725
2014,4,"2014-T4","3118","Desenhistas e projetistas técnicos",0,112461.33646385,222,16393.91789808,32,16393.91789808,32,14.5774,100,4419489.50291715,0.3709
2014,4,"2014-T4","0512","Graduados e praças do corpo de bombeiros",0,48854.01404664,145,16039.56322246,50,16039.56322246,50,32.8316,100,4419489.50291715,0.3629
2014,4,"2014-T4","5153","Porteiros e zeladores",0,925685.75934964,2486,15412.39950323,46,15412.39950323,46,1.665,100,4419489.50291715,0.3487
2014,4,"2014-T4","3113","Eletrotécnicos",0,314476.24305721,846,15348.06727147,44,15348.06727147,44,4.8805,100,4419489.50291715,0.3473
2014,4,"2014-T4","7233","Mecânicos e reparadores de máquinas agrícolas e industriais",0,453373.66730542,1061,13980.48783594,30,13980.48783594,30,3.0837,100,4419489.50291715,0.3163
2014,4,"2014-T4","3141","Técnicos e profissionais de nível médio em ciências biológicas (exclusive da medicina)",0,29143.21437871,61,13065.40949859,23,13065.40949859,23,44.8317,100,4419489.50291715,0.2956
2014,4,"2014-T4","7223","Reguladores e operadores de máquinas-ferramentas",0,390387.51175153,787,12569.8176584,26,12569.8176584,26,3.2198,100,4419489.50291715,0.2844
2014,4,"2014-T4","9111","Trabalhadores dos serviços domésticos em geral",0,4793212.32729447,13338,12004.41614943,39,12004.41614943,39,0.2504,100,4419489.50291715,0.2716
2014,4,"2014-T4","9333","Carregadores",0,890305.39338853,2343,11912.85670179,31,11912.85670179,31,1.3381,100,4419489.50291715,0.2696
2014,4,"2014-T4","3522","Técnicos de engenharia de telecomunicações",0,86558.33232442,183,11887.85129546,25,11887.85129546,25,13.7339,100,4419489.50291715,0.269
2014,4,"2014-T4","3122","Supervisores de indústrias de transformação",0,193666.83026244,420,11733.52564919,26,11733.52564919,26,6.0586,100,4419489.50291715,0.2655
2014,4,"2014-T4","4323","Trabalhadores de serviços de transporte",0,43357.46420983,80,11494.2324898,21,11494.2324898,21,26.5104,100,4419489.50291715,0.2601
2014,4,"2014-T4","3212","Técnicos de laboratórios médicos",0,45135.05631224,113,11399.78021701,26,11399.78021701,26,25.257,100,4419489.50291715,0.2579
2014,4,"2014-T4","8331","Condutores de ônibus e bondes",0,505668.14568291,1288,11277.83544,19,11277.83544,19,2.2303,100,4419489.50291715,0.2552
2014,4,"2014-T4","3142","Técnicos agropecuários",0,61980.24410111,232,11093.15000403,31,11093.15000403,31,17.8979,100,4419489.50291715,0.251
2014,4,"2014-T4","3434","Chefes de cozinha",0,72762.56437695,177,11015.62900278,18,11015.62900278,18,15.1391,100,4419489.50291715,0.2493
2014,4,"2014-T4","8153","Operadores de máquinas de costura",0,693488.07426656,1753,10517.24655799,25,10517.24655799,25,1.5166,100,4419489.50291715,0.238
2014,4,"2014-T4","7412","Mecânicos e ajustadores eletricistas",0,355687.05067782,784,10291.90377627,20,10291.90377627,20,2.8935,100,4419489.50291715,0.2329
2014,4,"2014-T4","4412","Trabalhadores de serviços de correios",0,95224.31041806,181,10255.68101436,26,10255.68101436,26,10.77,100,4419489.50291715,0.2321
2014,4,"2014-T4","3114","Técnicos em eletrônica",0,209529.93229915,438,10208.43979506,26,10208.43979506,26,4.8721,100,4419489.50291715,0.231
2014,4,"2014-T4","3512","Técnicos em assistência ao usuário de tecnologia da informação e das comunicações",0,52516.74715583,95,10198.58751941,19,10198.58751941,19,19.4197,100,4419489.50291715,0.2308
2014,4,"2014-T4","4415","Trabalhadores de arquivos",0,72197.17523973,161,10080.36177204,22,10080.36177204,22,13.9623,100,4419489.50291715,0.2281
2014,4,"2014-T4","5249","Vendedores não classificados anteriormente",0,65740.27383288,177,9844.51533377,15,9844.51533377,15,14.9749,100,4419489.50291715,0.2228
2014,4,"2014-T4","5211","Vendedores de quiosques e postos de mercados",0,423706.13523671,1309,9292.93504155,27,9292.93504155,27,2.1933,100,4419489.50291715,0.2103
2014,4,"2014-T4","4132","Operadores de entrada de dados",0,63532.56550171,187,9290.21020821,30,9290.21020821,30,14.6228,100,4419489.50291715,0.2102
2014,4,"2014-T4","4223","Telefonistas",0,97979.007065,243,9137.08636765,22,9137.08636765,22,9.3256,100,4419489.50291715,0.2067
2014,4,"2014-T4","3314","Profissionais de nível médio de serviços estatísticos, matemáticos e afins",0,110938.36614634,256,8792.76241253,14,8792.76241253,14,7.9258,100,4419489.50291715,0.199
2014,4,"2014-T4","3511","Técnicos em operações de tecnologia da informação e das comunicações",0,77930.15248988,167,8791.40677395,20,8791.40677395,20,11.2811,100,4419489.50291715,0.1989
2014,4,"2014-T4","9412","Ajudantes de cozinha",0,621344.3199471,1496,8684.5161654,17,8684.5161654,17,1.3977,100,4419489.50291715,0.1965
2014,4,"2014-T4","5131","Garçons",0,544418.82867126,1275,8609.82789872,15,8609.82789872,15,1.5815,100,4419489.50291715,0.1948
2014,4,"2014-T4","5151","Supervisores de manutenção e limpeza de edifícios em escritórios, hotéis e estabelecimentos",0,26115.50737244,62,8301.06800781,18,8301.06800781,18,31.786,100,4419489.50291715,0.1878
2014,4,"2014-T4","3344","Secretários de medicina",0,109591.86364033,267,8139.62945001,21,8139.62945001,21,7.4272,100,4419489.50291715,0.1842
2014,4,"2014-T4","7411","Eletricistas de obras e afins",0,312795.00728609,717,7981.91518501,17,7981.91518501,17,2.5518,100,4419489.50291715,0.1806
2014,4,"2014-T4","4214","Cobradores e afins",0,81173.36239948,202,7926.51107717,15,7926.51107717,15,9.7649,100,4419489.50291715,0.1794
2014,4,"2014-T4","3255","Técnicos e assistentes fisioterapeutas",0,55403.04812469,132,7895.64369265,22,7895.64369265,22,14.2513,100,4419489.50291715,0.1787
2014,4,"2014-T4","4416","Trabalhadores do serviço de pessoal",0,45056.76937473,97,7862.02822299,13,7862.02822299,13,17.4492,100,4419489.50291715,0.1779
2014,4,"2014-T4","9313","Trabalhadores elementares da construção de edifícios",0,2102208.76369141,6001,7586.40735736,16,7586.40735736,16,0.3609,100,4419489.50291715,0.1717
2014,4,"2014-T4","3412","Trabalhadores e assistentes sociais de nível médio",0,49948.80051685,150,7514.8829056,23,7514.8829056,23,15.0452,100,4419489.50291715,0.17
2014,4,"2014-T4","3353","Agentes de serviços de seguridade social",0,9839.42799061,24,7343.76459808,15,7343.76459808,15,74.6361,100,4419489.50291715,0.1662
2014,4,"2014-T4","4224","Recepcionistas de hotéis",0,81948.76287141,198,7333.44380253,20,7333.44380253,20,8.9488,100,4419489.50291715,0.1659
2014,4,"2014-T4","9621","Mensageiros, carregadores de bagagens e entregadores de encomendas",0,324849.70019144,867,7200.4024048,16,7200.4024048,16,2.2165,100,4419489.50291715,0.1629
2014,4,"2014-T4","4227","Entrevistadores de pesquisas de mercado",0,18041.87982031,46,7163.76607869,15,7163.76607869,15,39.7063,100,4419489.50291715,0.1621
2014,4,"2014-T4","5132","atendentes de bar",0,332963.13610597,888,7062.83285962,18,7062.83285962,18,2.1212,100,4419489.50291715,0.1598
2014,4,"2014-T4","6130","Produtores e trabalhadores qualificados de exploração agropecuária mista",0,126260.80259605,658,7045.88404474,21,7045.88404474,21,5.5804,100,4419489.50291715,0.1594
2014,4,"2014-T4","3123","Supervisores da construção",0,96489.61922152,217,6998.04885027,10,6998.04885027,10,7.2526,100,4419489.50291715,0.1583
2014,4,"2014-T4","5419","Trabalhadores dos serviços de proteção e segurança não classificados anteriormente",0,60439.24693157,151,6871.93506805,19,6871.93506805,19,11.37,100,4419489.50291715,0.1555
2014,4,"2014-T4","8131","Operadores de instalações e máquinas de produtos químicos",0,65055.9024611,116,6479.33407593,8,6479.33407593,8,9.9596,100,4419489.50291715,0.1466
2014,4,"2014-T4","8211","Mecânicos montadores de maquinaria mecânica",0,165014.26126708,316,6458.77913746,11,6458.77913746,11,3.9141,100,4419489.50291715,0.1461
2014,4,"2014-T4","5111","Auxiliares de serviço de bordo",0,21135.5667977,27,6397.42389344,8,6397.42389344,8,30.2685,100,4419489.50291715,0.1448
2014,4,"2014-T4","3117","Técnicos em engenharia de minas e metalurgia",0,44843.52178207,104,6366.66654599,11,6366.66654599,11,14.1975,100,4419489.50291715,0.1441
2014,4,"2014-T4","4322","Trabalhadores de serviços de apoio à produção",0,182865.04049436,400,6341.46436018,9,6341.46436018,9,3.4678,100,4419489.50291715,0.1435
2014,4,"2014-T4","9334","Repositores de prateleiras",0,434552.62465993,1021,6249.92571468,17,6249.92571468,17,1.4382,100,4419489.50291715,0.1414
2014,4,"2014-T4","3331","Despachantes aduaneiros",0,10813.25891775,27,6071.71876958,10,6071.71876958,10,56.1507,100,4419489.50291715,0.1374
2014,4,"2014-T4","9321","empacotadores manuais",0,261663.92204864,632,5972.97411302,11,5972.97411302,11,2.2827,100,4419489.50291715,0.1352
2014,4,"2014-T4","8212","Montadores de equipamentos elétricos e eletrônicos",0,161797.93529282,341,5842.52574058,10,5842.52574058,10,3.611,100,4419489.50291715,0.1322
2014,4,"2014-T4","3413","Auxiliares leigos de religião",0,26731.45632117,82,5734.97212515,16,5734.97212515,16,21.454,100,4419489.50291715,0.1298
2014,4,"2014-T4","8344","Operadores de empilhadeiras",0,220405.3583208,421,5730.06340242,12,5730.06340242,12,2.5998,100,4419489.50291715,0.1297
2014,4,"2014-T4","5322","Trabalhadores de cuidados pessoais a domicílios",0,350526.96416411,807,5277.05435781,13,5277.05435781,13,1.5055,100,4419489.50291715,0.1194
2014,4,"2014-T4","9211","Trabalhadores elementares da agricultura",0,2633317.97698655,11824,5197.43285969,30,5197.43285969,30,0.1974,100,4419489.50291715,0.1176
2014,4,"2014-T4","3230","Profissionais de nível médio de medicina tradicional e alternativa",0,12087.94593321,26,5018.92484583,12,5018.92484583,12,41.5201,100,4419489.50291715,0.1136
2014,4,"2014-T4","5244","Vendedores por telefone",0,38665.08621199,81,4990.98278319,14,4990.98278319,14,12.9082,100,4419489.50291715,0.1129
2014,4,"2014-T4","3521","Técnicos de radiodifusão e gravação audiovisual",0,67252.26745563,156,4943.81971092,11,4943.81971092,11,7.3512,100,4419489.50291715,0.1119
2014,4,"2014-T4","7317","Artesãos de pedra, madeira, vime e materiais semelhantes",0,101087.27073009,297,4886.41640583,13,4886.41640583,13,4.8339,100,4419489.50291715,0.1106
2014,4,"2014-T4","4229","Trabalhadores de serviços de informação ao cliente não classificados anteriormente",0,63895.39004878,145,4668.66735571,15,4668.66735571,15,7.3067,100,4419489.50291715,0.1056
2014,4,"2014-T4","7522","Marceneiros e afins",0,393386.83504559,977,4662.96428896,15,4662.96428896,15,1.1853,100,4419489.50291715,0.1055
2014,4,"2014-T4","3213","Técnicos e assistentes farmacêuticos",0,22869.02390058,51,4598.9525108,12,4598.9525108,12,20.11,100,4419489.50291715,0.1041
2014,4,"2014-T4","8321","Condutores de motocicletas",0,472736.3179413,1260,4584.72471148,10,4584.72471148,10,0.9698,100,4419489.50291715,0.1037
2014,4,"2014-T4","3111","Técnicos em ciências físicas e químicas",0,25963.83758365,68,4352.04496129,13,4352.04496129,13,16.7619,100,4419489.50291715,0.0985
2014,4,"2014-T4","3256","assistentes de medicina",0,34902.63636313,75,4349.58634336,8,4349.58634336,8,12.4621,100,4419489.50291715,0.0984
2014,4,"2014-T4","7132","Lustradores",0,218998.02048642,503,4245.01267286,10,4245.01267286,10,1.9384,100,4419489.50291715,0.0961
2014,4,"2014-T4","8343","Operadores de guindastes, gruas, aparatos de elevação e afins",0,103870.40801467,209,4139.28421554,4,4139.28421554,4,3.985,100,4419489.50291715,0.0937
2014,4,"2014-T4","5329","Trabalhadores de cuidados pessoais nos serviços de saúde não classificados anteriormente",0,40052.85166709,109,4022.08411709,12,4022.08411709,12,10.0419,100,4419489.50291715,0.091
2014,4,"2014-T4","7126","Bombeiros e encanadores",0,194816.75923142,486,3973.17089335,8,3973.17089335,8,2.0394,100,4419489.50291715,0.0899
2014,4,"2014-T4","7131","Pintores e empapeladores",0,662995.26498222,1639,3777.06212832,11,3777.06212832,11,0.5697,100,4419489.50291715,0.0855
2014,4,"2014-T4","5246","Balconistas dos serviços de alimentação",0,176163.7667642,405,3764.41555372,10,3764.41555372,10,2.1369,100,4419489.50291715,0.0852
2014,4,"2014-T4","7533","Costureiros, bordadeiros e afins",0,97393.65184041,328,3755.63740049,10,3755.63740049,10,3.8561,100,4419489.50291715,0.085
2014,4,"2014-T4","5165","Instrutores de autoescola",0,53647.54539898,145,3447.50707974,12,3447.50707974,12,6.4262,100,4419489.50291715,0.078
2014,4,"2014-T4","8341","Operadores de máquinas agrícolas e florestais móveis",0,313580.83156243,1182,3444.79567942,8,3444.79567942,8,1.0985,100,4419489.50291715,0.0779
2014,4,"2014-T4","5242","Demonstradores de lojas",0,36403.49624098,67,3432.52827482,6,3432.52827482,6,9.4291,100,4419489.50291715,0.0777
2014,4,"2014-T4","5113","Guias de turismo",0,16428.4922553,45,3356.73248721,9,3356.73248721,9,20.4324,100,4419489.50291715,0.076
2014,4,"2014-T4","8182","Operadores de máquinas de vapor e caldeiras",0,66545.80127984,145,3282.63262103,4,3282.63262103,4,4.9329,100,4419489.50291715,0.0743
2014,4,"2014-T4","3154","Controladores de tráfego aéreo",0,6291.29947222,14,3277.07828085,7,3277.07828085,7,52.0891,100,4419489.50291715,0.0742
2014,4,"2014-T4","4411","Trabalhadores de bibliotecas",0,19948.18450568,53,3135.41626165,10,3135.41626165,10,15.7178,100,4419489.50291715,0.0709
2014,4,"2014-T4","9629","Outras ocupações elementares não classificadas anteriormente",0,76344.90491284,172,3022.09254092,3,3022.09254092,3,3.9585,100,4419489.50291715,0.0684
2014,4,"2014-T4","3514","Técnicos da web",0,8918.42270956,18,3004.76320921,3,3004.76320921,3,33.6916,100,4419489.50291715,0.068
2014,4,"2014-T4","7511","Magarefes e afins",0,497270.30286863,1365,2961.37498087,11,2961.37498087,11,0.5955,100,4419489.50291715,0.067
2014,4,"2014-T4","7313","Joalheiros e lapidadores de gemas, artesãos de metais preciosos e semipreciosos",0,39034.66512328,73,2935.42681011,5,2935.42681011,5,7.5201,100,4419489.50291715,0.0664
2014,4,"2014-T4","7234","Reparadores de bicicletas e afins",0,54942.92619854,149,2910.26317618,4,2910.26317618,4,5.2969,100,4419489.50291715,0.0659
2014,4,"2014-T4","8142","Operadores de máquinas para fabricar produtos de material plástico",0,158288.6405421,272,2899.9557227,2,2899.9557227,2,1.8321,100,4419489.50291715,0.0656
2014,4,"2014-T4","3214","Técnicos de próteses médicas e dentárias",0,43275.04563818,96,2727.25960278,11,2727.25960278,11,6.3022,100,4419489.50291715,0.0617
2014,4,"2014-T4","3251","Dentistas auxiliares e ajudantes de odontologia",0,17810.57150415,43,2715.61970591,6,2715.61970591,6,15.2472,100,4419489.50291715,0.0614
2014,4,"2014-T4","5245","Frentistas de posto de gasolina",0,278185.95670855,681,2686.28287644,9,2686.28287644,9,0.9656,100,4419489.50291715,0.0608
2014,4,"2014-T4","3433","Técnicos em galerias de arte, museus e bibliotecas",0,16765.3068012,44,2676.38326833,4,2676.38326833,4,15.9638,100,4419489.50291715,0.0606
2014,4,"2014-T4","7523","Operadores de máquinas de lavrar madeira",0,69071.94078587,213,2666.60962982,3,2666.60962982,3,3.8606,100,4419489.50291715,0.0603
2014,4,"2014-T4","8132","Operadores de máquinas para fabricar produtos fotográficos",0,16622.25970941,30,2643.70549576,5,2643.70549576,5,15.9046,100,4419489.50291715,0.0598
2014,4,"2014-T4","9329","Trabalhadores elementares da indústria de transformação não classificados anteriormente",0,181146.07170327,452,2558.01479512,5,2558.01479512,5,1.4121,100,4419489.50291715,0.0579
2014,4,"2014-T4","8183","Operadores de máquinas de embalagem, engarrafamento e etiquetagem",0,101551.61312929,199,2522.51253546,6,2522.51253546,6,2.484,100,4419489.50291715,0.0571
2014,4,"2014-T4","6112","Agricultores e trabalhadores qualificados no cultivo de hortas, viveiros e jardins",0,207033.98227693,779,2501.41499462,12,2501.41499462,12,1.2082,100,4419489.50291715,0.0566
2014,4,"2014-T4","3333","Agentes de emprego e agenciadores de mão de obra",0,5536.38654988,11,2461.21670431,3,2461.21670431,3,44.4553,100,4419489.50291715,0.0557
2014,4,"2014-T4","7322","Impressores",0,81403.70674413,166,2348.54397604,6,2348.54397604,6,2.8851,100,4419489.50291715,0.0531
2014,4,"2014-T4","9212","Trabalhadores elementares da pecuária",0,574958.41837777,2886,2335.71166766,12,2335.71166766,12,0.4062,100,4419489.50291715,0.0529
2014,4,"2014-T4","7318","Artesãos de tecidos, couros e materiais semelhantes",0,141653.3299994,476,2318.70265386,8,2318.70265386,8,1.6369,100,4419489.50291715,0.0525
2014,4,"2014-T4","7212","Soldadores e oxicortadores",0,378768.03483187,873,2263.41302496,6,2263.41302496,6,0.5976,100,4419489.50291715,0.0512
2014,4,"2014-T4","8141","Operadores de máquinas para fabricar produtos de borracha",0,150061.88426413,381,2234.38415813,3,2234.38415813,3,1.489,100,4419489.50291715,0.0506
2014,4,"2014-T4","7536","Sapateiros e afins",0,183740.36734012,397,2233.01479642,4,2233.01479642,4,1.2153,100,4419489.50291715,0.0505
2014,4,"2014-T4","8113","Perfuradores e sondadores de poços e afins",0,21437.10197838,52,2216.82758151,1,2216.82758151,1,10.3411,100,4419489.50291715,0.0502
2014,4,"2014-T4","5411","Bombeiros",0,23174.43987189,52,2189.90501324,10,2189.90501324,10,9.4497,100,4419489.50291715,0.0496
2014,4,"2014-T4","7413","Instaladores e reparadores de linhas elétricas",0,45997.10929383,122,2156.98882962,9,2156.98882962,9,4.6894,100,4419489.50291715,0.0488
2014,4,"2014-T4","8350","Marinheiros de coberta e afins",0,24729.71153273,87,2128.84811822,5,2128.84811822,5,8.6085,100,4419489.50291715,0.0482
2014,4,"2014-T4","5112","Fiscais e cobradores de transportes públicos",0,184849.79123783,456,2096.39075644,7,2096.39075644,7,1.1341,100,4419489.50291715,0.0474
2014,4,"2014-T4","7534","Tapeceiros, colchoeiros e afins",0,99277.97754564,245,2071.94636686,6,2071.94636686,6,2.087,100,4419489.50291715,0.0469
2014,4,"2014-T4","7115","Carpinteiros",0,268765.64614395,835,2063.62817918,6,2063.62817918,6,0.7678,100,4419489.50291715,0.0467
2014,4,"2014-T4","7122","Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",0,72151.62777528,141,2035.99084379,4,2035.99084379,4,2.8218,100,4419489.50291715,0.0461
2014,4,"2014-T4","7514","Trabalhadores da conservação de frutas, legumes e similares",0,122884.01355906,349,2029.08878928,4,2029.08878928,4,1.6512,100,4419489.50291715,0.0459
2014,4,"2014-T4","4313","Trabalhadores encarregados de folha de pagamento",0,3502.9359558,9,2028.58595577,4,2028.58595577,4,57.911,100,4419489.50291715,0.0459
2014,4,"2014-T4","3240","Técnicos e assistentes veterinários",0,13783.84787534,42,2019.14370173,5,2019.14370173,5,14.6486,100,4419489.50291715,0.0457
2014,4,"2014-T4","3132","Operadores de incineradores, instalações de tratamento de água e afins",0,38587.12739482,85,1940.54536077,4,1940.54536077,4,5.029,100,4419489.50291715,0.0439
2014,4,"2014-T4","8121","Operadores de instalações de processamento de metais",0,114481.96635035,195,1864.3618324,2,1864.3618324,2,1.6285,100,4419489.50291715,0.0422
2014,4,"2014-T4","3131","Operadores de instalações de produção de energia",0,9268.67183907,28,1790.17112406,4,1790.17112406,4,19.3142,100,4419489.50291715,0.0405
2014,4,"2014-T4","9122","Lavadores de veículos",0,254166.4098919,640,1789.82556335,6,1789.82556335,6,0.7042,100,4419489.50291715,0.0405
2014,4,"2014-T4","8160","Operadores de máquinas para elaborar alimentos e produtos afins",0,278823.61728807,1049,1701.341542,7,1701.341542,7,0.6102,100,4419489.50291715,0.0385
2014,4,"2014-T4","7213","Chapistas e caldeireiros",0,497177.80031174,1134,1664.07982115,4,1664.07982115,4,0.3347,100,4419489.50291715,0.0377
2014,4,"2014-T4","9612","Classificadores de resíduos",0,195793.44619242,465,1654.54983998,5,1654.54983998,5,0.845,100,4419489.50291715,0.0374
2014,4,"2014-T4","9121","Lavadeiros de roupas e passadeiros manuais",0,115391.63652581,303,1638.31716069,5,1638.31716069,5,1.4198,100,4419489.50291715,0.0371
2014,4,"2014-T4","9622","Pessoas que realizam várias tarefas",0,4374.86378955,5,1637.10506218,2,1637.10506218,2,37.4207,100,4419489.50291715,0.037
2014,4,"2014-T4","8342","Operadores de máquinas de movimentação de terras e afins",0,155426.16963827,428,1629.86228169,6,1629.86228169,6,1.0486,100,4419489.50291715,0.0369
2014,4,"2014-T4","8311","Maquinistas de locomotivas",0,15193.68063185,29,1603.90556097,4,1603.90556097,4,10.5564,100,4419489.50291715,0.0363
2014,4,"2014-T4","3259","Profissionais de nível médio da saúde não classificados anteriormente",0,21090.90241149,42,1598.76100929,3,1598.76100929,3,7.5803,100,4419489.50291715,0.0362
2014,4,"2014-T4","7127","Mecânicos-instaladores de sistemas de refrigeração e climatização",0,42833.35705787,94,1440.96408432,3,1440.96408432,3,3.3641,100,4419489.50291715,0.0326
2014,4,"2014-T4","3354","Agentes de serviços de expedição de licenças e permissões",0,3848.14118061,10,1432.10201457,3,1432.10201457,3,37.2154,100,4419489.50291715,0.0324
2014,4,"2014-T4","7123","Gesseiros",0,128085.95300507,295,1383.3733052,2,1383.3733052,2,1.08,100,4419489.50291715,0.0313
2014,4,"2014-T4","8143","Operadores de máquinas para fabricar produtos de papel",0,25526.69625873,45,1330.8456744,1,1330.8456744,1,5.2135,100,4419489.50291715,0.0301
2014,4,"2014-T4","7222","Ferramenteiros e afins",0,58800.43698983,111,1299.32596244,2,1299.32596244,2,2.2097,100,4419489.50291715,0.0294
2014,4,"2014-T4","7513","Trabalhadores da pasteurização do leite e fabricação de laticínios e afins",0,67009.18115219,328,1288.32202694,5,1288.32202694,5,1.9226,100,4419489.50291715,0.0292
2014,4,"2014-T4","5241","Modelos de moda, arte e publicidade",0,3606.27638518,10,1279.10609728,2,1279.10609728,2,35.4689,100,4419489.50291715,0.0289
2014,4,"2014-T4","7312","Confeccionadores e afinadores de instrumentos musicais",0,6171.87774262,10,1260.59804185,1,1260.59804185,1,20.4249,100,4419489.50291715,0.0285
2014,4,"2014-T4","8171","Operadores de instalações para a preparação de pasta de papel e papel",0,37381.92326085,76,1254.40804749,4,1254.40804749,4,3.3557,100,4419489.50291715,0.0284
2014,4,"2014-T4","7321","Trabalhadores da pré-impressão gráfica",0,29947.24516429,53,1243.35136181,3,1243.35136181,3,4.1518,100,4419489.50291715,0.0281
2014,4,"2014-T4","6122","Avicultores e trabalhadores qualificados da avicultura",0,112610.2741309,595,1217.99773586,7,1217.99773586,7,1.0816,100,4419489.50291715,0.0276
2014,4,"2014-T4","9411","Preparadores de comidas rápidas",0,105271.82950613,306,1177.71845128,5,1177.71845128,5,1.1187,100,4419489.50291715,0.0266
2014,4,"2014-T4","6123","Apicultores, sericicultores e trabalhadores qualificados da apicultura e sericicultura",0,12096.67735301,56,1113.88252051,2,1113.88252051,2,9.2082,100,4419489.50291715,0.0252
2014,4,"2014-T4","7232","Mecânicos e reparadores de motores de avião",0,14941.83351642,28,1113.70416653,2,1113.70416653,2,7.4536,100,4419489.50291715,0.0252
2014,4,"2014-T4","8156","Operadores de máquinas para fabricação de calçados e afins",0,148766.5854415,265,1036.28519446,2,1036.28519446,2,0.6966,100,4419489.50291715,0.0234
2014,4,"2014-T4","4212","Coletores de apostas e de jogos",0,47807.10918495,134,1012.3463563,3,1012.3463563,3,2.1176,100,4419489.50291715,0.0229
2014,4,"2014-T4","8172","Operadores de instalações para processamento de madeira",0,89087.43737546,301,874.65820759,4,874.65820759,4,0.9818,100,4419489.50291715,0.0198
2014,4,"2014-T4","7214","Montadores de estruturas metálicas",0,126469.12585819,283,838.63711168,3,838.63711168,3,0.6631,100,4419489.50291715,0.019
2014,4,"2014-T4","8154","Operadores de máquinas de branqueamento, tingimento e limpeza de tecidos",0,72079.71661708,177,838.45211814,1,838.45211814,1,1.1632,100,4419489.50291715,0.019
2014,4,"2014-T4","8219","Montadores não classificados anteriormente",0,208319.22581857,469,792.21254221,3,792.21254221,3,0.3803,100,4419489.50291715,0.0179
2014,4,"2014-T4","3133","Controladores de instalações de processamento de produtos químicos",0,9344.67538016,16,787.44279378,1,787.44279378,1,8.4266,100,4419489.50291715,0.0178
2014,4,"2014-T4","7211","Moldadores de metal e macheiros",0,26121.60645162,50,719.51801663,1,719.51801663,1,2.7545,100,4419489.50291715,0.0163
2014,4,"2014-T4","3143","Técnicos florestais",0,4866.3913779,13,698.39383883,1,698.39383883,1,14.3514,100,4419489.50291715,0.0158
2014,4,"2014-T4","3155","Técnicos em segurança aeronáutica",0,1607.93029308,8,670.21044899,4,670.21044899,4,41.6816,100,4419489.50291715,0.0152
2014,4,"2014-T4","3121","Supervisores da mineração",0,3202.92508096,11,668.82962239,1,668.82962239,1,20.8818,100,4419489.50291715,0.0151
2014,4,"2014-T4","9611","Coletores de lixo e material reciclável",0,269050.03204786,741,661.68199557,4,661.68199557,4,0.2459,100,4419489.50291715,0.015
2014,4,"2014-T4","3435","Outros profissionais de nível médio em atividades culturais e artísticas",0,16679.71620603,26,658.52515277,1,658.52515277,1,3.9481,100,4419489.50291715,0.0149
