"Ano","Trimestre","periodo","ocupacao_codigo","ocupacao_nome","ocupacao_nivel_superior","peso_total_ocupados_ocupacao","registros_total_ocupados_ocupacao","peso_universo_superior_completo_classificado_ocupacao","registros_universo_superior_completo_classificado_ocupacao","peso_sobreeducados","registros_sobreeducados","percentual_sobreeducados_no_total_ocupados_ocupacao","percentual_sobreeducados_entre_superior_completo_classificado_ocupacao","peso_sobreeducados_total_periodo","participacao_da_ocupacao_no_total_sobreeducados_periodo"
2012,4,"2012-T4","4110","Escriturários gerais",0,3179983.34161371,7845,745105.97190767,1850,745105.97190767,1850,23.4311,100,3964726.30059182,18.7934
2012,4,"2012-T4","5223","Balconistas e vendedores de lojas",0,4489169.4513627,11126,244545.14090157,525,244545.14090157,525,5.4474,100,3964726.30059182,6.168
2012,4,"2012-T4","5221","Comerciantes de lojas",0,1539433.93612603,4256,170156.34482835,375,170156.34482835,375,11.0532,100,3964726.30059182,4.2918
2012,4,"2012-T4","3411","Profissionais de nível médio do direito e serviços legais e afins",0,281315.89308647,709,138769.14861683,372,138769.14861683,372,49.3286,100,3964726.30059182,3.5001
2012,4,"2012-T4","3341","Supervisores de secretaria",0,464431.84575069,1038,126577.38215793,279,126577.38215793,279,27.2542,100,3964726.30059182,3.1926
2012,4,"2012-T4","4120","Secretários (geral)",0,536876.66692185,1343,108811.86600406,277,108811.86600406,277,20.2676,100,3964726.30059182,2.7445
2012,4,"2012-T4","3334","Agentes imobiliários",0,281463.45587523,630,79809.95699044,153,79809.95699044,153,28.3554,100,3964726.30059182,2.013
2012,4,"2012-T4","3322","Representantes comerciais",0,383916.25820246,919,78134.3849671,149,78134.3849671,149,20.3519,100,3964726.30059182,1.9707
2012,4,"2012-T4","4226","Recepcionistas em geral",0,856926.35583809,1972,71597.64835059,169,71597.64835059,169,8.3552,100,3964726.30059182,1.8059
2012,4,"2012-T4","3221","Profissionais de nível médio de enfermagem",0,553569.25404778,1444,68408.90455473,191,68408.90455473,191,12.3578,100,3964726.30059182,1.7254
2012,4,"2012-T4","3342","Secretários jurídicos",0,102304.84833799,216,53851.53345087,104,53851.53345087,104,52.6383,100,3964726.30059182,1.3583
2012,4,"2012-T4","4321","Trabalhadores de controle de abastecimento e estoques",0,893195.45581346,1946,52792.84209561,100,52792.84209561,100,5.9106,100,3964726.30059182,1.3316
2012,4,"2012-T4","8322","Condutores de automóveis, taxis e caminhonetes",0,1431196.1133128,3659,51310.95951692,121,51310.95951692,121,3.5852,100,3964726.30059182,1.2942
2012,4,"2012-T4","4311","Trabalhadores de contabilidade e cálculo de custos",0,344697.87392444,715,48791.63219488,106,48791.63219488,106,14.1549,100,3964726.30059182,1.2306
2012,4,"2012-T4","3513","Técnicos de redes e sistemas de computadores",0,278074.78049761,581,47609.88981374,100,47609.88981374,100,17.1213,100,3964726.30059182,1.2008
2012,4,"2012-T4","3253","Trabalhadores comunitários da saúde",0,427459.70695706,1406,47546.8845261,127,47546.8845261,127,11.1231,100,3964726.30059182,1.1992
2012,4,"2012-T4","5414","Guardas de segurança",0,1461151.25905763,3792,43461.10489406,95,43461.10489406,95,2.9744,100,3964726.30059182,1.0962
2012,4,"2012-T4","4211","Caixas de banco e afins",0,97844.59286636,211,40421.26954379,77,40421.26954379,77,41.3117,100,3964726.30059182,1.0195
2012,4,"2012-T4","9112","Trabalhadores de limpeza de interior de edifícios, escritórios, hotéis e outros estabelecimentos",0,2436360.11655527,6590,40164.57119593,120,40164.57119593,120,1.6485,100,3964726.30059182,1.013
2012,4,"2012-T4","7112","Pedreiros",0,3471687.63234386,9314,39778.84452034,88,39778.84452034,88,1.1458,100,3964726.30059182,1.0033
2012,4,"2012-T4","5311","Cuidadores de crianças",0,843476.44493327,2078,39449.81121568,81,39449.81121568,81,4.677,100,3964726.30059182,0.995
2012,4,"2012-T4","5243","Vendedores a domicilio",0,500852.00679684,1331,38950.45505666,70,38950.45505666,70,7.7768,100,3964726.30059182,0.9824
2012,4,"2012-T4","5230","Caixas e expedidores de bilhetes",0,947641.97946701,2242,36038.71435556,101,36038.71435556,101,3.803,100,3964726.30059182,0.909
2012,4,"2012-T4","3321","Agentes de seguros",0,114197.73346381,234,35847.70967435,67,35847.70967435,67,31.3909,100,3964726.30059182,0.9042
2012,4,"2012-T4","7543","Classificadores e provadores de produtos (exceto de bebidas e alimentos)",0,233591.42462694,491,35349.86865603,55,35349.86865603,55,15.1332,100,3964726.30059182,0.8916
2012,4,"2012-T4","3119","Técnicos em ciências físicas e da engenharia não classificados anteriormente",0,182695.90003655,393,34721.32608271,62,34721.32608271,62,19.005,100,3964726.30059182,0.8758
2012,4,"2012-T4","0412","Graduados e praças da polícia militar",0,153005.47967321,415,34146.59551611,95,34146.59551611,95,22.3172,100,3964726.30059182,0.8613
2012,4,"2012-T4","3431","Fotógrafos",0,131709.47010437,277,33187.44236226,50,33187.44236226,50,25.1975,100,3964726.30059182,0.8371
2012,4,"2012-T4","5142","Especialistas em tratamento de beleza e afins",0,743212.68087283,1788,33121.39829279,73,33121.39829279,73,4.4565,100,3964726.30059182,0.8354
2012,4,"2012-T4","4312","Trabalhadores de serviços estatísticos, financeiros e de seguros",0,68324.91221699,140,32245.77261557,63,32245.77261557,63,47.1948,100,3964726.30059182,0.8133
2012,4,"2012-T4","3339","Agentes de serviços comerciais não classificados anteriormente",0,110937.12344855,255,31430.65952176,62,31430.65952176,62,28.332,100,3964726.30059182,0.7928
2012,4,"2012-T4","3313","Contabilistas e guarda livros",0,163706.95292133,362,31332.1351076,76,31332.1351076,76,19.1392,100,3964726.30059182,0.7903
2012,4,"2012-T4","8153","Operadores de máquinas de costura",0,1449169.56372206,3821,30384.1228962,75,30384.1228962,75,2.0967,100,3964726.30059182,0.7664
2012,4,"2012-T4","6111","Agricultores e trabalhadores qualificados em atividades da agricultura (exclusive hortas, viveiros e jardins)",0,2537022.16707922,12338,29646.43876961,92,29646.43876961,92,1.1686,100,3964726.30059182,0.7478
2012,4,"2012-T4","5141","Cabeleireiros",0,914528.82173481,2216,28447.85318068,71,28447.85318068,71,3.1107,100,3964726.30059182,0.7175
2012,4,"2012-T4","3323","Agentes de compras",0,78238.57336348,156,27365.24899738,49,27365.24899738,49,34.9767,100,3964726.30059182,0.6902
2012,4,"2012-T4","5321","Trabalhadores de cuidados pessoais em instituições",0,326663.75839537,766,26620.0398265,46,26620.0398265,46,8.1491,100,3964726.30059182,0.6714
2012,4,"2012-T4","9520","Vendedores ambulantes (exclusive de serviços de alimentação)",0,757394.93416963,2102,26579.74675506,57,26579.74675506,57,3.5094,100,3964726.30059182,0.6704
2012,4,"2012-T4","5222","Supervisores de lojas",0,188112.15559232,405,26565.628567,56,26565.628567,56,14.1222,100,3964726.30059182,0.67
2012,4,"2012-T4","5120","Cozinheiros",0,1132925.36897114,3211,26535.36679673,73,26535.36679673,73,2.3422,100,3964726.30059182,0.6693
2012,4,"2012-T4","4221","Trabalhadores de agências de viagem",0,63985.3544397,129,25008.07763985,47,25008.07763985,47,39.0841,100,3964726.30059182,0.6308
2012,4,"2012-T4","4222","Trabalhadores de centrais de atendimento",0,453153.84062032,797,24264.15570657,47,24264.15570657,47,5.3545,100,3964726.30059182,0.612
2012,4,"2012-T4","7512","Padeiros, confeiteiros e afins",0,632406.27742442,1568,23238.39183068,45,23238.39183068,45,3.6746,100,3964726.30059182,0.5861
2012,4,"2012-T4","3432","Desenhistas e decoradores de interiores",0,58858.9308611,127,21414.17527043,29,21414.17527043,29,36.3822,100,3964726.30059182,0.5401
2012,4,"2012-T4","3114","Técnicos em eletrônica",0,202253.62904788,480,20433.42441143,43,20433.42441143,43,10.1029,100,3964726.30059182,0.5154
2012,4,"2012-T4","0210","Graduados e praças das forças armadas",0,228819.02350185,623,19933.79318837,50,19933.79318837,50,8.7116,100,3964726.30059182,0.5028
2012,4,"2012-T4","5312","Ajudantes de professores",0,104403.89519681,171,19921.37117696,25,19921.37117696,25,19.0811,100,3964726.30059182,0.5025
2012,4,"2012-T4","6121","Criadores de gado e trabalhadores qualificados da criação de gado",0,1356695.29834278,6319,19629.13279773,80,19629.13279773,80,1.4468,100,3964726.30059182,0.4951
2012,4,"2012-T4","7233","Mecânicos e reparadores de máquinas agrícolas e industriais",0,446244.86520299,1006,19253.58328805,31,19253.58328805,31,4.3146,100,3964726.30059182,0.4856
2012,4,"2012-T4","3118","Desenhistas e projetistas técnicos",0,141871.62763931,252,19056.18301908,27,19056.18301908,27,13.432,100,3964726.30059182,0.4806
2012,4,"2012-T4","9111","Trabalhadores dos serviços domésticos em geral",0,5088956.86907141,13796,19030.65325319,49,19030.65325319,49,0.374,100,3964726.30059182,0.48
2012,4,"2012-T4","3113","Eletrotécnicos",0,261714.59477457,659,16964.51367394,37,16964.51367394,37,6.4821,100,3964726.30059182,0.4279
2012,4,"2012-T4","3522","Técnicos de engenharia de telecomunicações",0,87626.53649367,198,16408.47152135,32,16408.47152135,32,18.7255,100,3964726.30059182,0.4139
2012,4,"2012-T4","8332","Condutores de caminhões pesados",0,1700496.6711776,4124,16251.09320266,48,16251.09320266,48,0.9557,100,3964726.30059182,0.4099
2012,4,"2012-T4","7231","Mecânicos e reparadores de veículos a motor",0,984411.22425943,2461,15536.97450728,34,15536.97450728,34,1.5783,100,3964726.30059182,0.3919
2012,4,"2012-T4","5153","Porteiros e zeladores",0,844341.68699184,2089,15048.06017609,37,15048.06017609,37,1.7822,100,3964726.30059182,0.3795
2012,4,"2012-T4","3312","Agentes de empréstimos e financiamento",0,54395.37785478,119,14840.03072688,26,14840.03072688,26,27.2818,100,3964726.30059182,0.3743
2012,4,"2012-T4","3112","Técnicos em engenharia civil",0,134570.85062358,352,14800.9420274,34,14800.9420274,34,10.9986,100,3964726.30059182,0.3733
2012,4,"2012-T4","3115","Técnicos em engenharia mecânica",0,166658.37425728,373,14518.93837717,34,14518.93837717,34,8.7118,100,3964726.30059182,0.3662
2012,4,"2012-T4","3122","Supervisores de indústrias de transformação",0,170415.48594853,400,13531.75633775,29,13531.75633775,29,7.9404,100,3964726.30059182,0.3413
2012,4,"2012-T4","8331","Condutores de ônibus e bondes",0,576606.1360583,1396,13200.98223793,33,13200.98223793,33,2.2894,100,3964726.30059182,0.333
2012,4,"2012-T4","7223","Reguladores e operadores de máquinas-ferramentas",0,418035.78101899,856,12807.89352327,21,12807.89352327,21,3.0638,100,3964726.30059182,0.323
2012,4,"2012-T4","3142","Técnicos agropecuários",0,101106.19980732,614,12416.38652808,39,12416.38652808,39,12.2805,100,3964726.30059182,0.3132
2012,4,"2012-T4","4223","Telefonistas",0,111597.99643953,260,12270.5002199,35,12270.5002199,35,10.9953,100,3964726.30059182,0.3095
2012,4,"2012-T4","5211","Vendedores de quiosques e postos de mercados",0,406157.58899074,1128,12039.62991903,28,12039.62991903,28,2.9643,100,3964726.30059182,0.3037
2012,4,"2012-T4","3434","Chefes de cozinha",0,87407.75787304,204,11898.99123017,22,11898.99123017,22,13.6132,100,3964726.30059182,0.3001
2012,4,"2012-T4","3212","Técnicos de laboratórios médicos",0,45830.88196222,138,11545.68643366,31,11545.68643366,31,25.1919,100,3964726.30059182,0.2912
2012,4,"2012-T4","5131","Garçons",0,488046.43170798,1228,11522.61692615,12,11522.61692615,12,2.361,100,3964726.30059182,0.2906
2012,4,"2012-T4","7412","Mecânicos e ajustadores eletricistas",0,426834.22839862,933,11506.27031621,22,11506.27031621,22,2.6957,100,3964726.30059182,0.2902
2012,4,"2012-T4","4225","Trabalhadores dos serviços de informações",0,71895.6317003,157,11406.25239624,24,11406.25239624,24,15.865,100,3964726.30059182,0.2877
2012,4,"2012-T4","3116","Técnicos em química industrial",0,62273.89650807,129,10997.48481262,22,10997.48481262,22,17.6599,100,3964726.30059182,0.2774
2012,4,"2012-T4","3255","Técnicos e assistentes fisioterapeutas",0,30356.67966754,66,10671.81001134,21,10671.81001134,21,35.1547,100,3964726.30059182,0.2692
2012,4,"2012-T4","0512","Graduados e praças do corpo de bombeiros",0,37225.11440485,102,10608.18986729,28,10608.18986729,28,28.4974,100,3964726.30059182,0.2676
2012,4,"2012-T4","9313","Trabalhadores elementares da construção de edifícios",0,2107024.97948286,5962,10452.97220504,30,10452.97220504,30,0.4961,100,3964726.30059182,0.2636
2012,4,"2012-T4","3211","Técnicos em aparelhos de diagnóstico e tratamento médico",0,44874.127396,101,10173.38908179,21,10173.38908179,21,22.6709,100,3964726.30059182,0.2566
2012,4,"2012-T4","9211","Trabalhadores elementares da agricultura",0,2827910.07205353,11754,9889.8104147,30,9889.8104147,30,0.3497,100,3964726.30059182,0.2494
2012,4,"2012-T4","4412","Trabalhadores de serviços de correios",0,73301.15575996,156,9070.45370945,20,9070.45370945,20,12.3742,100,3964726.30059182,0.2288
2012,4,"2012-T4","9333","Carregadores",0,936378.99374567,2387,9061.95824828,25,9061.95824828,25,0.9678,100,3964726.30059182,0.2286
2012,4,"2012-T4","5419","Trabalhadores dos serviços de proteção e segurança não classificados anteriormente",0,53971.34324483,128,9030.59776814,22,9030.59776814,22,16.7322,100,3964726.30059182,0.2278
2012,4,"2012-T4","3331","Despachantes aduaneiros",0,13629.50777755,23,8850.31991103,11,8850.31991103,11,64.935,100,3964726.30059182,0.2232
2012,4,"2012-T4","4132","Operadores de entrada de dados",0,63793.35794315,170,8805.10435664,23,8805.10435664,23,13.8025,100,3964726.30059182,0.2221
2012,4,"2012-T4","3344","Secretários de medicina",0,78521.1639916,211,8689.87600527,21,8689.87600527,21,11.0669,100,3964726.30059182,0.2192
2012,4,"2012-T4","7522","Marceneiros e afins",0,380134.85420241,980,8500.03555168,22,8500.03555168,22,2.2361,100,3964726.30059182,0.2144
2012,4,"2012-T4","4322","Trabalhadores de serviços de apoio à produção",0,121920.95418201,261,8468.1835325,13,8468.1835325,13,6.9456,100,3964726.30059182,0.2136
2012,4,"2012-T4","8344","Operadores de empilhadeiras",0,197741.75988651,389,8381.7679724,10,8381.7679724,10,4.2387,100,3964726.30059182,0.2114
2012,4,"2012-T4","3521","Técnicos de radiodifusão e gravação audiovisual",0,70211.00952939,153,8085.82892767,16,8085.82892767,16,11.5165,100,3964726.30059182,0.2039
2012,4,"2012-T4","5132","atendentes de bar",0,285448.67519831,728,7909.23223623,12,7909.23223623,12,2.7708,100,3964726.30059182,0.1995
2012,4,"2012-T4","8212","Montadores de equipamentos elétricos e eletrônicos",0,162740.85353185,362,7274.18579653,12,7274.18579653,12,4.4698,100,3964726.30059182,0.1835
2012,4,"2012-T4","5151","Supervisores de manutenção e limpeza de edifícios em escritórios, hotéis e estabelecimentos",0,26718.84897754,53,7231.67041973,11,7231.67041973,11,27.0658,100,3964726.30059182,0.1824
2012,4,"2012-T4","8211","Mecânicos montadores de maquinaria mecânica",0,190491.55227619,366,7215.70439798,9,7215.70439798,9,3.7879,100,3964726.30059182,0.182
2012,4,"2012-T4","3117","Técnicos em engenharia de minas e metalurgia",0,46352.88783527,102,7128.54111464,14,7128.54111464,14,15.3789,100,3964726.30059182,0.1798
2012,4,"2012-T4","7411","Eletricistas de obras e afins",0,234727.39131966,635,6991.58288427,17,6991.58288427,17,2.9786,100,3964726.30059182,0.1763
2012,4,"2012-T4","4416","Trabalhadores do serviço de pessoal",0,58088.06907941,146,6915.12460287,19,6915.12460287,19,11.9046,100,3964726.30059182,0.1744
2012,4,"2012-T4","3512","Técnicos em assistência ao usuário de tecnologia da informação e das comunicações",0,54202.32198693,123,6612.85241982,20,6612.85241982,20,12.2003,100,3964726.30059182,0.1668
2012,4,"2012-T4","3213","Técnicos e assistentes farmacêuticos",0,29357.03616531,52,6483.47279194,12,6483.47279194,12,22.0849,100,3964726.30059182,0.1635
2012,4,"2012-T4","3511","Técnicos em operações de tecnologia da informação e das comunicações",0,57627.5346615,126,6254.30821816,10,6254.30821816,10,10.853,100,3964726.30059182,0.1577
2012,4,"2012-T4","8321","Condutores de motocicletas",0,500695.75363729,1303,6179.44510022,14,6179.44510022,14,1.2342,100,3964726.30059182,0.1559
2012,4,"2012-T4","3333","Agentes de emprego e agenciadores de mão de obra",0,37439.4328885,96,6016.99958161,11,6016.99958161,11,16.0713,100,3964726.30059182,0.1518
2012,4,"2012-T4","7131","Pintores e empapeladores",0,648625.11375048,1642,5920.41239067,15,5920.41239067,15,0.9128,100,3964726.30059182,0.1493
2012,4,"2012-T4","5111","Auxiliares de serviço de bordo",0,14944.01420876,24,5703.33654739,7,5703.33654739,7,38.1647,100,3964726.30059182,0.1439
2012,4,"2012-T4","9334","Repositores de prateleiras",0,379634.46589538,973,5634.33653392,10,5634.33653392,10,1.4841,100,3964726.30059182,0.1421
2012,4,"2012-T4","3314","Profissionais de nível médio de serviços estatísticos, matemáticos e afins",0,55933.21054854,113,5519.54550652,11,5519.54550652,11,9.8681,100,3964726.30059182,0.1392
2012,4,"2012-T4","9212","Trabalhadores elementares da pecuária",0,839893.44763719,3700,5416.95710936,19,5416.95710936,19,0.645,100,3964726.30059182,0.1366
2012,4,"2012-T4","5249","Vendedores não classificados anteriormente",0,78148.6842809,219,5361.5473615,11,5361.5473615,11,6.8607,100,3964726.30059182,0.1352
2012,4,"2012-T4","7511","Magarefes e afins",0,433293.71218877,1230,5314.12406383,18,5314.12406383,18,1.2264,100,3964726.30059182,0.134
2012,4,"2012-T4","3240","Técnicos e assistentes veterinários",0,10348.19976827,27,5227.76867828,9,5227.76867828,9,50.5186,100,3964726.30059182,0.1319
2012,4,"2012-T4","7322","Impressores",0,88406.25878336,188,5170.19212034,8,5170.19212034,8,5.8482,100,3964726.30059182,0.1304
2012,4,"2012-T4","5165","Instrutores de autoescola",0,43878.57290243,112,5101.47554082,15,5101.47554082,15,11.6263,100,3964726.30059182,0.1287
2012,4,"2012-T4","4323","Trabalhadores de serviços de transporte",0,41584.15933008,66,5080.37055142,7,5080.37055142,7,12.2171,100,3964726.30059182,0.1281
2012,4,"2012-T4","9329","Trabalhadores elementares da indústria de transformação não classificados anteriormente",0,243785.19252959,592,5060.88477462,17,5060.88477462,17,2.076,100,3964726.30059182,0.1276
2012,4,"2012-T4","7421","Mecânicos e reparadores em eletrônica",0,38539.46832777,88,4970.67038962,6,4970.67038962,6,12.8976,100,3964726.30059182,0.1254
2012,4,"2012-T4","3230","Profissionais de nível médio de medicina tradicional e alternativa",0,10172.51578017,20,4855.14449761,9,4855.14449761,9,47.7281,100,3964726.30059182,0.1225
2012,4,"2012-T4","6130","Produtores e trabalhadores qualificados de exploração agropecuária mista",0,152512.9420991,812,4756.07398998,20,4756.07398998,20,3.1185,100,3964726.30059182,0.12
2012,4,"2012-T4","4415","Trabalhadores de arquivos",0,57660.86886536,127,4654.93908073,11,4654.93908073,11,8.073,100,3964726.30059182,0.1174
2012,4,"2012-T4","4224","Recepcionistas de hotéis",0,62961.41935604,152,4524.26405672,7,4524.26405672,7,7.1858,100,3964726.30059182,0.1141
2012,4,"2012-T4","4229","Trabalhadores de serviços de informação ao cliente não classificados anteriormente",0,51777.3724513,110,4511.73157574,7,4511.73157574,7,8.7137,100,3964726.30059182,0.1138
2012,4,"2012-T4","3141","Técnicos e profissionais de nível médio em ciências biológicas (exclusive da medicina)",0,15952.12407204,42,4486.57110436,16,4486.57110436,16,28.1252,100,3964726.30059182,0.1132
2012,4,"2012-T4","5112","Fiscais e cobradores de transportes públicos",0,215215.7288552,529,4399.12532764,12,4399.12532764,12,2.0441,100,3964726.30059182,0.111
2012,4,"2012-T4","7213","Chapistas e caldeireiros",0,525508.94499141,1160,4354.01776366,10,4354.01776366,10,0.8285,100,3964726.30059182,0.1098
2012,4,"2012-T4","7212","Soldadores e oxicortadores",0,375234.43659841,835,4318.52158836,9,4318.52158836,9,1.1509,100,3964726.30059182,0.1089
2012,4,"2012-T4","3123","Supervisores da construção",0,150922.22538866,374,4143.33406959,11,4143.33406959,11,2.7453,100,3964726.30059182,0.1045
2012,4,"2012-T4","5246","Balconistas dos serviços de alimentação",0,191246.57358649,432,4088.84153997,7,4088.84153997,7,2.138,100,3964726.30059182,0.1031
2012,4,"2012-T4","5322","Trabalhadores de cuidados pessoais a domicílios",0,281818.08163209,649,4027.85136435,10,4027.85136435,10,1.4292,100,3964726.30059182,0.1016
2012,4,"2012-T4","9412","Ajudantes de cozinha",0,611617.27463319,1429,4009.0124279,10,4009.0124279,10,0.6555,100,3964726.30059182,0.1011
2012,4,"2012-T4","5245","Frentistas de posto de gasolina",0,260029.89066882,611,3928.89245106,5,3928.89245106,5,1.5109,100,3964726.30059182,0.0991
2012,4,"2012-T4","9621","Mensageiros, carregadores de bagagens e entregadores de encomendas",0,318014.87852457,738,3774.18084299,8,3774.18084299,8,1.1868,100,3964726.30059182,0.0952
2012,4,"2012-T4","5113","Guias de turismo",0,13925.43599877,36,3763.4292982,7,3763.4292982,7,27.0256,100,3964726.30059182,0.0949
2012,4,"2012-T4","5244","Vendedores por telefone",0,31610.01472423,66,3530.13922509,9,3530.13922509,9,11.1678,100,3964726.30059182,0.089
2012,4,"2012-T4","7211","Moldadores de metal e macheiros",0,39493.78929124,78,3498.83943125,3,3498.83943125,3,8.8592,100,3964726.30059182,0.0882
2012,4,"2012-T4","3256","assistentes de medicina",0,29798.74097205,71,3428.09895785,7,3428.09895785,7,11.5042,100,3964726.30059182,0.0865
2012,4,"2012-T4","4212","Coletores de apostas e de jogos",0,64956.28460202,162,3366.015669,10,3366.015669,10,5.182,100,3964726.30059182,0.0849
2012,4,"2012-T4","3111","Técnicos em ciências físicas e químicas",0,24685.62720378,68,3275.67758424,11,3275.67758424,11,13.2696,100,3964726.30059182,0.0826
2012,4,"2012-T4","7532","Trabalhadores qualificados da preparação da confecção de roupas",0,201448.40981872,527,3216.98956442,7,3216.98956442,7,1.5969,100,3964726.30059182,0.0811
2012,4,"2012-T4","8311","Maquinistas de locomotivas",0,19183.52927021,25,3202.05716444,4,3202.05716444,4,16.6917,100,3964726.30059182,0.0808
2012,4,"2012-T4","7317","Artesãos de pedra, madeira, vime e materiais semelhantes",0,97166.1335143,313,3111.76141533,10,3111.76141533,10,3.2025,100,3964726.30059182,0.0785
2012,4,"2012-T4","4214","Cobradores e afins",0,91313.22108428,228,3080.70206501,6,3080.70206501,6,3.3738,100,3964726.30059182,0.0777
2012,4,"2012-T4","9311","Trabalhadores elementares de minas e pedreiras",0,49440.63710579,149,3036.56770596,4,3036.56770596,4,6.1418,100,3964726.30059182,0.0766
2012,4,"2012-T4","3413","Auxiliares leigos de religião",0,17724.75093228,51,3027.70071198,7,3027.70071198,7,17.0818,100,3964726.30059182,0.0764
2012,4,"2012-T4","5242","Demonstradores de lojas",0,82475.97087722,217,3017.75135911,8,3017.75135911,8,3.6589,100,3964726.30059182,0.0761
2012,4,"2012-T4","5329","Trabalhadores de cuidados pessoais nos serviços de saúde não classificados anteriormente",0,34864.28809986,91,2967.26567022,4,2967.26567022,4,8.5109,100,3964726.30059182,0.0748
2012,4,"2012-T4","7214","Montadores de estruturas metálicas",0,126429.69565154,324,2851.93346078,5,2851.93346078,5,2.2557,100,3964726.30059182,0.0719
2012,4,"2012-T4","3433","Técnicos em galerias de arte, museus e bibliotecas",0,8286.75548056,27,2763.7492177,7,2763.7492177,7,33.3514,100,3964726.30059182,0.0697
2012,4,"2012-T4","7321","Trabalhadores da pré-impressão gráfica",0,37493.82166776,71,2698.67873509,5,2698.67873509,5,7.1977,100,3964726.30059182,0.0681
2012,4,"2012-T4","8160","Operadores de máquinas para elaborar alimentos e produtos afins",0,235679.1331082,740,2687.43818212,9,2687.43818212,9,1.1403,100,3964726.30059182,0.0678
2012,4,"2012-T4","8182","Operadores de máquinas de vapor e caldeiras",0,65901.33359958,156,2609.0304478,4,2609.0304478,4,3.959,100,3964726.30059182,0.0658
2012,4,"2012-T4","3353","Agentes de serviços de seguridade social",0,5992.97894814,15,2538.96095975,7,2538.96095975,7,42.3656,100,3964726.30059182,0.064
2012,4,"2012-T4","7132","Lustradores",0,242781.11931328,503,2507.07022198,9,2507.07022198,9,1.0326,100,3964726.30059182,0.0632
2012,4,"2012-T4","3214","Técnicos de próteses médicas e dentárias",0,47476.24180041,111,2470.22217713,6,2470.22217713,6,5.2031,100,3964726.30059182,0.0623
2012,4,"2012-T4","7232","Mecânicos e reparadores de motores de avião",0,10327.31641983,27,2458.43397128,6,2458.43397128,6,23.8052,100,3964726.30059182,0.062
2012,4,"2012-T4","3139","Técnicos em controle de processos não classificados anteriormente",0,14265.0511288,25,2452.9120545,4,2452.9120545,4,17.1953,100,3964726.30059182,0.0619
2012,4,"2012-T4","6210","Trabalhadores florestais qualificados e afins",0,90173.0048013,328,2380.22607365,8,2380.22607365,8,2.6396,100,3964726.30059182,0.06
2012,4,"2012-T4","9611","Coletores de lixo e material reciclável",0,255681.07502641,692,2357.70135329,8,2357.70135329,8,0.9221,100,3964726.30059182,0.0595
2012,4,"2012-T4","8121","Operadores de instalações de processamento de metais",0,112065.02913464,208,2297.74264678,4,2297.74264678,4,2.0504,100,3964726.30059182,0.058
2012,4,"2012-T4","3514","Técnicos da web",0,5401.79753372,15,2262.59711286,6,2262.59711286,6,41.886,100,3964726.30059182,0.0571
2012,4,"2012-T4","7115","Carpinteiros",0,295961.08545416,875,2199.13535719,7,2199.13535719,7,0.743,100,3964726.30059182,0.0555
2012,4,"2012-T4","3222","Profissionais de nível médio de partos",0,3742.98587921,13,2180.48471384,7,2180.48471384,7,58.2552,100,3964726.30059182,0.055
2012,4,"2012-T4","3132","Operadores de incineradores, instalações de tratamento de água e afins",0,23113.30011936,65,2164.66193138,3,2164.66193138,3,9.3654,100,3964726.30059182,0.0546
2012,4,"2012-T4","7126","Bombeiros e encanadores",0,171119.44463834,418,2113.77214723,7,2113.77214723,7,1.2353,100,3964726.30059182,0.0533
2012,4,"2012-T4","7222","Ferramenteiros e afins",0,53573.27600285,107,2090.70103525,3,2090.70103525,3,3.9025,100,3964726.30059182,0.0527
2012,4,"2012-T4","3324","Corretores de comercialização",0,7046.88379758,15,2054.20711018,4,2054.20711018,4,29.1506,100,3964726.30059182,0.0518
2012,4,"2012-T4","9622","Pessoas que realizam várias tarefas",0,49602.4383455,143,2000.91865249,2,2000.91865249,2,4.0339,100,3964726.30059182,0.0505
2012,4,"2012-T4","7123","Gesseiros",0,121516.10920514,268,1997.35240367,4,1997.35240367,4,1.6437,100,3964726.30059182,0.0504
2012,4,"2012-T4","7111","Construtores de casas",0,18070.47556486,53,1980.29655886,5,1980.29655886,5,10.9587,100,3964726.30059182,0.0499
2012,4,"2012-T4","6122","Avicultores e trabalhadores qualificados da avicultura",0,120248.99940363,532,1936.31289477,6,1936.31289477,6,1.6103,100,3964726.30059182,0.0488
2012,4,"2012-T4","9411","Preparadores de comidas rápidas",0,90979.30993006,236,1882.6055269,5,1882.6055269,5,2.0693,100,3964726.30059182,0.0475
2012,4,"2012-T4","7533","Costureiros, bordadeiros e afins",0,102072.53728986,285,1874.44040744,6,1874.44040744,6,1.8364,100,3964726.30059182,0.0473
2012,4,"2012-T4","8219","Montadores não classificados anteriormente",0,186799.12897686,445,1796.44400726,6,1796.44400726,6,0.9617,100,3964726.30059182,0.0453
2012,4,"2012-T4","8181","Operadores de instalações de vidraria e cerâmica",0,90488.50917775,231,1679.21082633,3,1679.21082633,3,1.8557,100,3964726.30059182,0.0424
2012,4,"2012-T4","4227","Entrevistadores de pesquisas de mercado",0,20215.08530218,36,1675.72178419,6,1675.72178419,6,8.2895,100,3964726.30059182,0.0423
2012,4,"2012-T4","6112","Agricultores e trabalhadores qualificados no cultivo de hortas, viveiros e jardins",0,202491.28437377,705,1674.05032795,5,1674.05032795,5,0.8267,100,3964726.30059182,0.0422
