"Ano","Trimestre","periodo","cor_ou_raca","peso_universo","registros_universo","peso_sobreeducados","registros_sobreeducados","percentual_sobreeducados_no_grupo","peso_sobreeducados_total_periodo","participacao_do_grupo_no_total_sobreeducados_periodo"
2024,1,"2024-T1","Indigena",43597.49664244,91,23503.97358299,55,53.9113,8161340.74720451,0.288
2024,1,"2024-T1","Parda",4438309.94422196,9639,2781117.55653318,6075,62.6616,8161340.74720451,34.0767
2024,1,"2024-T1","Preta",1161834.05745052,2170,720840.96079417,1360,62.0434,8161340.74720451,8.8324
2024,2,"2024-T2","Amarela",190031.71936876,257,83801.57033481,128,44.0987,8188603.03440787,1.0234
2024,2,"2024-T2","Branca",8746057.26630403,16257,4478095.68397459,8520,51.2013,8188603.03440787,54.6869
2024,2,"2024-T2","Ignorado",1595.27429434,3,400.48912058,1,25.1047,8188603.03440787,0.0049
2024,2,"2024-T2","Indigena",33662.24290181,84,23149.17412273,54,68.769,8188603.03440787,0.2827
2024,2,"2024-T2","Parda",4607914.73583803,9981,2882769.04356026,6310,62.5612,8188603.03440787,35.2047
2024,2,"2024-T2","Preta",1133286.27905745,2128,720387.0732949,1343,63.5662,8188603.03440787,8.7974
2024,3,"2024-T3","Amarela",174639.98435757,270,75333.2245685,127,43.1363,8217918.20072198,0.9167
2024,3,"2024-T3","Branca",8759147.5385624,16413,4503029.6626096,8607,51.4095,8217918.20072198,54.7953
2024,3,"2024-T3","Ignorado",3153.073668,7,906.12747809,2,28.7379,8217918.20072198,0.011
2024,3,"2024-T3","Indigena",39351.97184083,78,25250.73267777,50,64.1664,8217918.20072198,0.3073
2024,3,"2024-T3","Parda",4619710.21701269,10046,2867020.08202778,6344,62.0606,8217918.20072198,34.8874
2024,3,"2024-T3","Preta",1150101.06568357,2142,746378.37136024,1384,64.8968,8217918.20072198,9.0823
2024,4,"2024-T4","Amarela",179659.71776583,253,89699.14409878,128,49.9272,8513601.56572855,1.0536
2024,4,"2024-T4","Branca",8964380.1774102,16126,4637534.68363966,8423,51.7329,8513601.56572855,54.4721
2024,4,"2024-T4","Ignorado",1350.60384997,4,327.05165623,1,24.2152,8513601.56572855,0.0038
2024,4,"2024-T4","Indigena",41795.31768937,90,25404.12349827,55,60.7822,8513601.56572855,0.2984
2024,4,"2024-T4","Parda",4818800.36841602,10022,3013162.89922682,6333,62.5293,8513601.56572855,35.3923
2024,4,"2024-T4","Preta",1155939.3222302,2116,747473.66360879,1364,64.6637,8513601.56572855,8.7798
2025,1,"2025-T1","Amarela",205967.01097718,288,106173.44699973,158,51.5488,8488096.31550967,1.2509
2025,1,"2025-T1","Branca",8985755.69454248,16505,4547993.73004056,8501,50.6134,8488096.31550967,53.5808
2025,1,"2025-T1","Ignorado",3047.3695896,6,505.94494716,2,16.6027,8488096.31550967,0.006
2025,1,"2025-T1","Indigena",39619.93455041,92,23499.6136475,52,59.3126,8488096.31550967,0.2769
2025,1,"2025-T1","Parda",4859325.95064639,10246,3044580.05200401,6470,62.6544,8488096.31550967,35.8688
2025,1,"2025-T1","Preta",1180751.79237541,2158,765343.52787071,1399,64.8183,8488096.31550967,9.0167
2025,2,"2025-T2","Amarela",174790.30506106,248,93009.79699254,129,53.2122,8618268.46101653,1.0792
2025,2,"2025-T2","Branca",9304959.92183176,16828,4731566.75052847,8646,50.8499,8618268.46101653,54.9016
2025,2,"2025-T2","Ignorado",1994.71282845,4,1392.11358423,2,69.7902,8618268.46101653,0.0162
2025,2,"2025-T2","Indigena",45072.62080085,90,19243.13627448,55,42.6936,8618268.46101653,0.2233
2025,2,"2025-T2","Parda",4833141.48753417,10224,2988972.34765512,6404,61.8433,8618268.46101653,34.6818
2025,2,"2025-T2","Preta",1188884.90114412,2199,784084.31598169,1441,65.9512,8618268.46101653,9.0979
2025,3,"2025-T3","Amarela",174803.5494444,262,102328.96393629,149,58.5394,8620780.93304982,1.187
2025,3,"2025-T3","Branca",9337191.99217235,17729,4764115.09516012,9107,51.023,8620780.93304982,55.2631
2025,3,"2025-T3","Ignorado",1279.19106112,4,1009.52527657,3,78.919,8620780.93304982,0.0117
2025,3,"2025-T3","Indigena",64664.64386522,117,33284.22773353,71,51.4721,8620780.93304982,0.3861
2025,3,"2025-T3","Parda",4871440.29431024,10822,2959057.63013084,6711,60.743,8620780.93304982,34.3247
2025,3,"2025-T3","Preta",1215733.25420261,2377,760985.49081247,1507,62.5948,8620780.93304982,8.8273
2025,4,"2025-T4","Amarela",164885.17945634,289,99859.72658103,176,60.5632,8744246.71835882,1.142
2025,4,"2025-T4","Branca",9500597.85878731,18509,4756670.76688584,9328,50.0671,8744246.71835882,54.3977
2025,4,"2025-T4","Ignorado",2620.61268732,6,1404.26445346,5,53.5853,8744246.71835882,0.0161
2025,4,"2025-T4","Indigena",55940.24881434,116,27456.08995052,72,49.0811,8744246.71835882,0.314
2025,4,"2025-T4","Parda",4965312.29354107,11373,3042324.95382444,7043,61.2716,8744246.71835882,34.7923
2025,4,"2025-T4","Preta",1272513.54357495,2421,816530.91666353,1558,64.1668,8744246.71835882,9.3379
2026,1,"2026-T1","Amarela",159530.07610803,284,84432.97765145,163,52.9261,8692100.53204932,0.9714
2026,1,"2026-T1","Branca",9581502.96229495,19322,4747457.2422431,9583,49.5481,8692100.53204932,54.6181
2026,1,"2026-T1","Ignorado",3823.97053857,9,2752.37140442,6,71.9768,8692100.53204932,0.0317
2026,1,"2026-T1","Indigena",53990.05742384,107,25715.87031726,63,47.6308,8692100.53204932,0.2959
2026,1,"2026-T1","Parda",5068510.22868598,11945,3050632.93118374,7333,60.188,8692100.53204932,35.0966
2026,1,"2026-T1","Preta",1228031.24086187,2528,781109.13924935,1610,63.6066,8692100.53204932,8.9864
