"Ano","Trimestre","periodo","sexo","nivel_instrucao","peso","total_ponderado","percentual"
2012,1,"2012-T1","Homem","Fundamental incompleto ou equivalente",38062756.3890112,88662849.0000135,42.9298
2012,1,"2012-T1","Homem","Medio completo ou equivalente",17899917.4012389,88662849.0000135,20.1887
2012,1,"2012-T1","Homem","Fundamental completo ou equivalente",9048512.63285134,88662849.0000135,10.2055
2012,1,"2012-T1","Homem","Sem instrucao e menos de 1 ano de estudo",8224175.5035679,88662849.0000135,9.2758
2012,1,"2012-T1","Homem","Superior completo",6466964.37629652,88662849.0000135,7.2939
2012,1,"2012-T1","Homem","Medio incompleto ou equivalente",5761648.22747334,88662849.0000135,6.4984
2012,1,"2012-T1","Homem","Superior incompleto ou equivalente",3198874.46957429,88662849.0000135,3.6079
2012,1,"2012-T1","Mulher","Fundamental incompleto ou equivalente",36700515.5734082,93349077.0000086,39.3153
2012,1,"2012-T1","Mulher","Medio completo ou equivalente",20553085.9959585,93349077.0000086,22.0174
2012,1,"2012-T1","Mulher","Superior completo",9048722.88857081,93349077.0000086,9.6934
2012,1,"2012-T1","Mulher","Fundamental completo ou equivalente",8826996.81880719,93349077.0000086,9.4559
2012,1,"2012-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",8360962.12318193,93349077.0000086,8.9567
2012,1,"2012-T1","Mulher","Medio incompleto ou equivalente",6297125.18396607,93349077.0000086,6.7458
2012,1,"2012-T1","Mulher","Superior incompleto ou equivalente",3561668.41611587,93349077.0000086,3.8154
2012,2,"2012-T2","Homem","Fundamental incompleto ou equivalente",38181722.7662304,88865494.0000021,42.9657
2012,2,"2012-T2","Homem","Medio completo ou equivalente",18029102.5578724,88865494.0000021,20.2881
2012,2,"2012-T2","Homem","Fundamental completo ou equivalente",8934107.84119286,88865494.0000021,10.0535
2012,2,"2012-T2","Homem","Sem instrucao e menos de 1 ano de estudo",8228179.44683605,88865494.0000021,9.2591
2012,2,"2012-T2","Homem","Superior completo",6463366.37165273,88865494.0000021,7.2732
2012,2,"2012-T2","Homem","Medio incompleto ou equivalente",5865930.47536656,88865494.0000021,6.6009
2012,2,"2012-T2","Homem","Superior incompleto ou equivalente",3163084.54085111,88865494.0000021,3.5594
2012,2,"2012-T2","Mulher","Fundamental incompleto ou equivalente",36872257.1109186,93569987.0000024,39.4061
2012,2,"2012-T2","Mulher","Medio completo ou equivalente",20564848.8505066,93569987.0000024,21.978
2012,2,"2012-T2","Mulher","Superior completo",9130531.74469,93569987.0000024,9.758
2012,2,"2012-T2","Mulher","Fundamental completo ou equivalente",8879719.22170347,93569987.0000024,9.4899
2012,2,"2012-T2","Mulher","Sem instrucao e menos de 1 ano de estudo",8379902.7250507,93569987.0000024,8.9558
2012,2,"2012-T2","Mulher","Medio incompleto ou equivalente",6210151.53633058,93569987.0000024,6.6369
2012,2,"2012-T2","Mulher","Superior incompleto ou equivalente",3532575.81080239,93569987.0000024,3.7753
2012,3,"2012-T3","Homem","Fundamental incompleto ou equivalente",38269660.6000847,89069925.0000013,42.9659
2012,3,"2012-T3","Homem","Medio completo ou equivalente",18084792.997767,89069925.0000013,20.304
2012,3,"2012-T3","Homem","Fundamental completo ou equivalente",8972262.29831178,89069925.0000013,10.0733
2012,3,"2012-T3","Homem","Sem instrucao e menos de 1 ano de estudo",8284752.61105094,89069925.0000013,9.3014
2012,3,"2012-T3","Homem","Superior completo",6537319.35675585,89069925.0000013,7.3395
2012,3,"2012-T3","Homem","Medio incompleto ou equivalente",5744387.83230841,89069925.0000013,6.4493
2012,3,"2012-T3","Homem","Superior incompleto ou equivalente",3176749.30372265,89069925.0000013,3.5666
2012,3,"2012-T3","Mulher","Fundamental incompleto ou equivalente",36904251.0895385,93791537.9999988,39.3471
2012,3,"2012-T3","Mulher","Medio completo ou equivalente",20587776.2008689,93791537.9999988,21.9506
2012,3,"2012-T3","Mulher","Superior completo",9253638.39615596,93791537.9999988,9.8662
2012,3,"2012-T3","Mulher","Fundamental completo ou equivalente",8784086.13445481,93791537.9999988,9.3655
2012,3,"2012-T3","Mulher","Sem instrucao e menos de 1 ano de estudo",8567148.35055279,93791537.9999988,9.1342
2012,3,"2012-T3","Mulher","Medio incompleto ou equivalente",6085011.08324811,93791537.9999988,6.4878
2012,3,"2012-T3","Mulher","Superior incompleto ou equivalente",3609626.74517977,93791537.9999988,3.8486
2012,4,"2012-T4","Homem","Fundamental incompleto ou equivalente",38217900.605539,89271662.0000013,42.8108
2012,4,"2012-T4","Homem","Medio completo ou equivalente",18323741.9627754,89271662.0000013,20.5258
2012,4,"2012-T4","Homem","Fundamental completo ou equivalente",8842372.85538533,89271662.0000013,9.905
2012,4,"2012-T4","Homem","Sem instrucao e menos de 1 ano de estudo",8401434.0366419,89271662.0000013,9.4111
2012,4,"2012-T4","Homem","Superior completo",6755610.61332145,89271662.0000013,7.5675
2012,4,"2012-T4","Homem","Medio incompleto ou equivalente",5616687.18861278,89271662.0000013,6.2917
2012,4,"2012-T4","Homem","Superior incompleto ou equivalente",3113914.73772538,89271662.0000013,3.4881
2012,4,"2012-T4","Mulher","Fundamental incompleto ou equivalente",36974720.1483575,94008780.0000017,39.3311
2012,4,"2012-T4","Mulher","Medio completo ou equivalente",20790509.9797606,94008780.0000017,22.1155
2012,4,"2012-T4","Mulher","Superior completo",9316685.01512607,94008780.0000017,9.9104
2012,4,"2012-T4","Mulher","Fundamental completo ou equivalente",8759443.30735507,94008780.0000017,9.3177
2012,4,"2012-T4","Mulher","Sem instrucao e menos de 1 ano de estudo",8625565.00866545,94008780.0000017,9.1753
2012,4,"2012-T4","Mulher","Medio incompleto ou equivalente",6007449.91051492,94008780.0000017,6.3903
2012,4,"2012-T4","Mulher","Superior incompleto ou equivalente",3534406.63022209,94008780.0000017,3.7597
2013,1,"2013-T1","Homem","Fundamental incompleto ou equivalente",37904184.9949717,89471316.0000043,42.3646
2013,1,"2013-T1","Homem","Medio completo ou equivalente",18952838.2722271,89471316.0000043,21.1831
2013,1,"2013-T1","Homem","Fundamental completo ou equivalente",9059509.47646578,89471316.0000043,10.1256
2013,1,"2013-T1","Homem","Sem instrucao e menos de 1 ano de estudo",7696410.1079801,89471316.0000043,8.6021
2013,1,"2013-T1","Homem","Superior completo",6840427.05921607,89471316.0000043,7.6454
2013,1,"2013-T1","Homem","Medio incompleto ou equivalente",5764573.45467748,89471316.0000043,6.4429
2013,1,"2013-T1","Homem","Superior incompleto ou equivalente",3253372.6344661,89471316.0000043,3.6362
2013,1,"2013-T1","Mulher","Fundamental incompleto ou equivalente",36462414.2265233,94223826.0000025,38.6977
2013,1,"2013-T1","Mulher","Medio completo ou equivalente",21547288.7133622,94223826.0000025,22.8682
2013,1,"2013-T1","Mulher","Superior completo",9488397.01815372,94223826.0000025,10.0701
2013,1,"2013-T1","Mulher","Fundamental completo ou equivalente",8938647.05717234,94223826.0000025,9.4866
2013,1,"2013-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",7924876.5006327,94223826.0000025,8.4107
2013,1,"2013-T1","Mulher","Medio incompleto ou equivalente",6121074.97533912,94223826.0000025,6.4963
2013,1,"2013-T1","Mulher","Superior incompleto ou equivalente",3741127.5088191,94223826.0000025,3.9705
2013,2,"2013-T2","Homem","Fundamental incompleto ou equivalente",37795793.2813813,89662560.0000024,42.1534
2013,2,"2013-T2","Homem","Medio completo ou equivalente",18869248.2872397,89662560.0000024,21.0447
2013,2,"2013-T2","Homem","Fundamental completo ou equivalente",9055827.09739469,89662560.0000024,10.0999
2013,2,"2013-T2","Homem","Sem instrucao e menos de 1 ano de estudo",7975824.71810556,89662560.0000024,8.8954
2013,2,"2013-T2","Homem","Superior completo",6923533.79442724,89662560.0000024,7.7218
2013,2,"2013-T2","Homem","Medio incompleto ou equivalente",5829929.20475481,89662560.0000024,6.5021
2013,2,"2013-T2","Homem","Superior incompleto ou equivalente",3212403.61669904,89662560.0000024,3.5828
2013,2,"2013-T2","Mulher","Fundamental incompleto ou equivalente",36317889.6316255,94429866.0000004,38.4602
2013,2,"2013-T2","Mulher","Medio completo ou equivalente",21550415.8608586,94429866.0000004,22.8216
2013,2,"2013-T2","Mulher","Superior completo",9511284.19995416,94429866.0000004,10.0723
2013,2,"2013-T2","Mulher","Fundamental completo ou equivalente",8874597.52726643,94429866.0000004,9.3981
2013,2,"2013-T2","Mulher","Sem instrucao e menos de 1 ano de estudo",8124807.93252939,94429866.0000004,8.6041
2013,2,"2013-T2","Mulher","Medio incompleto ou equivalente",6241269.88862485,94429866.0000004,6.6094
2013,2,"2013-T2","Mulher","Superior incompleto ou equivalente",3809600.95914152,94429866.0000004,4.0343
2013,3,"2013-T3","Homem","Fundamental incompleto ou equivalente",37521009.9150886,89855375.0000018,41.7571
2013,3,"2013-T3","Homem","Medio completo ou equivalente",18768456.9228498,89855375.0000018,20.8874
2013,3,"2013-T3","Homem","Fundamental completo ou equivalente",9180942.40731642,89855375.0000018,10.2175
2013,3,"2013-T3","Homem","Sem instrucao e menos de 1 ano de estudo",8427101.95847897,89855375.0000018,9.3785
2013,3,"2013-T3","Homem","Superior completo",6963372.31158348,89855375.0000018,7.7495
2013,3,"2013-T3","Homem","Medio incompleto ou equivalente",5783989.10702932,89855375.0000018,6.437
2013,3,"2013-T3","Homem","Superior incompleto ou equivalente",3210502.37765512,89855375.0000018,3.573
2013,3,"2013-T3","Mulher","Fundamental incompleto ou equivalente",36142524.2224846,94637378.0000013,38.1905
2013,3,"2013-T3","Mulher","Medio completo ou equivalente",21538256.770242,94637378.0000013,22.7587
2013,3,"2013-T3","Mulher","Superior completo",9559730.4265225,94637378.0000013,10.1014
2013,3,"2013-T3","Mulher","Fundamental completo ou equivalente",9018008.51831387,94637378.0000013,9.529
2013,3,"2013-T3","Mulher","Sem instrucao e menos de 1 ano de estudo",8435342.6072386,94637378.0000013,8.9133
2013,3,"2013-T3","Mulher","Medio incompleto ou equivalente",6184859.0843871,94637378.0000013,6.5353
2013,3,"2013-T3","Mulher","Superior incompleto ou equivalente",3758656.37081261,94637378.0000013,3.9716
2013,4,"2013-T4","Homem","Fundamental incompleto ou equivalente",37488104.1836221,90043151.0000058,41.6335
2013,4,"2013-T4","Homem","Medio completo ou equivalente",18874803.2748818,90043151.0000058,20.962
2013,4,"2013-T4","Homem","Fundamental completo ou equivalente",9183156.50896738,90043151.0000058,10.1986
2013,4,"2013-T4","Homem","Sem instrucao e menos de 1 ano de estudo",8405021.48606361,90043151.0000058,9.3344
2013,4,"2013-T4","Homem","Superior completo",7017651.70177297,90043151.0000058,7.7937
2013,4,"2013-T4","Homem","Medio incompleto ou equivalente",5850260.98118337,90043151.0000058,6.4972
2013,4,"2013-T4","Homem","Superior incompleto ou equivalente",3224152.86351449,90043151.0000058,3.5807
2013,4,"2013-T4","Mulher","Fundamental incompleto ou equivalente",36084678.0102659,94839234.000005,38.0483
2013,4,"2013-T4","Mulher","Medio completo ou equivalente",21790770.1289582,94839234.000005,22.9765
2013,4,"2013-T4","Mulher","Superior completo",9649187.7195603,94839234.000005,10.1743
2013,4,"2013-T4","Mulher","Fundamental completo ou equivalente",8888124.04941382,94839234.000005,9.3718
2013,4,"2013-T4","Mulher","Sem instrucao e menos de 1 ano de estudo",8624260.23285016,94839234.000005,9.0936
2013,4,"2013-T4","Mulher","Medio incompleto ou equivalente",6096923.92128509,94839234.000005,6.4287
2013,4,"2013-T4","Mulher","Superior incompleto ou equivalente",3705289.93767149,94839234.000005,3.9069
2014,1,"2014-T1","Homem","Fundamental incompleto ou equivalente",37009279.2149045,90228952.0001097,41.0171
2014,1,"2014-T1","Homem","Medio completo ou equivalente",19496113.9035301,90228952.0001097,21.6074
2014,1,"2014-T1","Homem","Fundamental completo ou equivalente",9433068.02404097,90228952.0001097,10.4546
2014,1,"2014-T1","Homem","Sem instrucao e menos de 1 ano de estudo",7676983.38603135,90228952.0001097,8.5083
2014,1,"2014-T1","Homem","Superior completo",7209404.39476832,90228952.0001097,7.9901
2014,1,"2014-T1","Homem","Medio incompleto ou equivalente",6091911.24177499,90228952.0001097,6.7516
2014,1,"2014-T1","Homem","Superior incompleto ou equivalente",3312191.83505948,90228952.0001097,3.6709
2014,1,"2014-T1","Mulher","Fundamental incompleto ou equivalente",35520667.313193,95039016.0001142,37.3748
2014,1,"2014-T1","Mulher","Medio completo ou equivalente",22330553.0025959,95039016.0001142,23.4962
2014,1,"2014-T1","Mulher","Superior completo",9886155.72039148,95039016.0001142,10.4022
2014,1,"2014-T1","Mulher","Fundamental completo ou equivalente",9225226.36477232,95039016.0001142,9.7068
2014,1,"2014-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",7842497.37416431,95039016.0001142,8.2519
2014,1,"2014-T1","Mulher","Medio incompleto ou equivalente",6316257.58662969,95039016.0001142,6.646
2014,1,"2014-T1","Mulher","Superior incompleto ou equivalente",3917658.63836754,95039016.0001142,4.1222
2014,2,"2014-T2","Homem","Fundamental incompleto ou equivalente",36972408.9386699,90406776.0000516,40.8956
2014,2,"2014-T2","Homem","Medio completo ou equivalente",19653322.8614326,90406776.0000516,21.7388
2014,2,"2014-T2","Homem","Fundamental completo ou equivalente",9386992.90549868,90406776.0000516,10.3831
2014,2,"2014-T2","Homem","Sem instrucao e menos de 1 ano de estudo",7732503.71015482,90406776.0000516,8.553
2014,2,"2014-T2","Homem","Superior completo",7312347.6399749,90406776.0000516,8.0883
2014,2,"2014-T2","Homem","Medio incompleto ou equivalente",6025039.35116797,90406776.0000516,6.6644
2014,2,"2014-T2","Homem","Superior incompleto ou equivalente",3324160.59315277,90406776.0000516,3.6769
2014,2,"2014-T2","Mulher","Fundamental incompleto ou equivalente",35473975.1303145,95230256.0000526,37.2507
2014,2,"2014-T2","Mulher","Medio completo ou equivalente",22405637.7636151,95230256.0000526,23.5279
2014,2,"2014-T2","Mulher","Superior completo",9994720.69329174,95230256.0000526,10.4953
2014,2,"2014-T2","Mulher","Fundamental completo ou equivalente",9156846.72328927,95230256.0000526,9.6155
2014,2,"2014-T2","Mulher","Sem instrucao e menos de 1 ano de estudo",7994367.27730103,95230256.0000526,8.3948
2014,2,"2014-T2","Mulher","Medio incompleto ou equivalente",6285430.43976344,95230256.0000526,6.6002
2014,2,"2014-T2","Mulher","Superior incompleto ou equivalente",3919277.97247756,95230256.0000526,4.1156
2014,3,"2014-T3","Homem","Fundamental incompleto ou equivalente",37054813.8423399,90581821.0000443,40.9076
2014,3,"2014-T3","Homem","Medio completo ou equivalente",19405567.3714231,90581821.0000443,21.4232
2014,3,"2014-T3","Homem","Fundamental completo ou equivalente",9203493.8538625,90581821.0000443,10.1604
2014,3,"2014-T3","Homem","Sem instrucao e menos de 1 ano de estudo",8012363.073234,90581821.0000443,8.8454
2014,3,"2014-T3","Homem","Superior completo",7352307.16862949,90581821.0000443,8.1168
2014,3,"2014-T3","Homem","Medio incompleto ou equivalente",6143547.69984632,90581821.0000443,6.7823
2014,3,"2014-T3","Homem","Superior incompleto ou equivalente",3409727.99070898,90581821.0000443,3.7643
2014,3,"2014-T3","Mulher","Fundamental incompleto ou equivalente",35458671.9509686,95419227.0000436,37.1609
2014,3,"2014-T3","Mulher","Medio completo ou equivalente",22313909.2262883,95419227.0000436,23.3851
2014,3,"2014-T3","Mulher","Superior completo",10115345.5608098,95419227.0000436,10.601
2014,3,"2014-T3","Mulher","Fundamental completo ou equivalente",9049492.32420098,95419227.0000436,9.4839
2014,3,"2014-T3","Mulher","Sem instrucao e menos de 1 ano de estudo",8292669.0846214,95419227.0000436,8.6908
2014,3,"2014-T3","Mulher","Medio incompleto ou equivalente",6191895.68293512,95419227.0000436,6.4891
2014,3,"2014-T3","Mulher","Superior incompleto ou equivalente",3997243.17021936,95419227.0000436,4.1891
2014,4,"2014-T4","Homem","Fundamental incompleto ou equivalente",37079507.7623234,90747787.0000629,40.86
2014,4,"2014-T4","Homem","Medio completo ou equivalente",19505616.2982003,90747787.0000629,21.4943
2014,4,"2014-T4","Homem","Fundamental completo ou equivalente",9221942.92112275,90747787.0000629,10.1622
2014,4,"2014-T4","Homem","Sem instrucao e menos de 1 ano de estudo",8087980.65205535,90747787.0000629,8.9126
2014,4,"2014-T4","Homem","Superior completo",7460181.71736425,90747787.0000629,8.2208
2014,4,"2014-T4","Homem","Medio incompleto ou equivalente",5929997.71845541,90747787.0000629,6.5346
2014,4,"2014-T4","Homem","Superior incompleto ou equivalente",3462559.93054142,90747787.0000629,3.8156
2014,4,"2014-T4","Mulher","Fundamental incompleto ou equivalente",35491487.4369425,95599180.0000608,37.1253
2014,4,"2014-T4","Mulher","Medio completo ou equivalente",22355043.2272161,95599180.0000608,23.3841
2014,4,"2014-T4","Mulher","Superior completo",10421842.9704202,95599180.0000608,10.9016
2014,4,"2014-T4","Mulher","Fundamental completo ou equivalente",8975804.5624834,95599180.0000608,9.389
2014,4,"2014-T4","Mulher","Sem instrucao e menos de 1 ano de estudo",8222647.16664979,95599180.0000608,8.6012
2014,4,"2014-T4","Mulher","Medio incompleto ou equivalente",6136767.14728726,95599180.0000608,6.4193
2014,4,"2014-T4","Mulher","Superior incompleto ou equivalente",3995587.48906164,95599180.0000608,4.1795
2015,1,"2015-T1","Homem","Fundamental incompleto ou equivalente",36907796.5795752,90911767.0001156,40.5974
2015,1,"2015-T1","Homem","Medio completo ou equivalente",19767401.1035123,90911767.0001156,21.7435
2015,1,"2015-T1","Homem","Fundamental completo ou equivalente",9341256.6592396,90911767.0001156,10.2751
2015,1,"2015-T1","Homem","Superior completo",7783101.8504268,90911767.0001156,8.5612
2015,1,"2015-T1","Homem","Sem instrucao e menos de 1 ano de estudo",7316304.66353229,90911767.0001156,8.0477
2015,1,"2015-T1","Homem","Medio incompleto ou equivalente",6147600.79447765,90911767.0001156,6.7622
2015,1,"2015-T1","Homem","Superior incompleto ou equivalente",3648305.34935177,90911767.0001156,4.013
2015,1,"2015-T1","Mulher","Fundamental incompleto ou equivalente",35120859.0854766,95777030.0001174,36.6694
2015,1,"2015-T1","Mulher","Medio completo ou equivalente",22885253.7156081,95777030.0001174,23.8943
2015,1,"2015-T1","Mulher","Superior completo",10781191.4926572,95777030.0001174,11.2566
2015,1,"2015-T1","Mulher","Fundamental completo ou equivalente",9065047.60793998,95777030.0001174,9.4647
2015,1,"2015-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",7454205.20009144,95777030.0001174,7.7829
2015,1,"2015-T1","Mulher","Medio incompleto ou equivalente",6271693.4427462,95777030.0001174,6.5482
2015,1,"2015-T1","Mulher","Superior incompleto ou equivalente",4198779.45559788,95777030.0001174,4.3839
2015,2,"2015-T2","Homem","Fundamental incompleto ou equivalente",36876292.1744218,91068534.0000423,40.4929
2015,2,"2015-T2","Homem","Medio completo ou equivalente",19692806.9933632,91068534.0000423,21.6242
2015,2,"2015-T2","Homem","Fundamental completo ou equivalente",9147980.88040673,91068534.0000423,10.0452
2015,2,"2015-T2","Homem","Superior completo",7920284.73432974,91068534.0000423,8.6971
2015,2,"2015-T2","Homem","Sem instrucao e menos de 1 ano de estudo",7435416.04798143,91068534.0000423,8.1646
2015,2,"2015-T2","Homem","Medio incompleto ou equivalente",6349226.63166287,91068534.0000423,6.9719
2015,2,"2015-T2","Homem","Superior incompleto ou equivalente",3646526.53787655,91068534.0000423,4.0042
2015,2,"2015-T2","Mulher","Fundamental incompleto ou equivalente",35061998.5726586,95947120.000044,36.543
2015,2,"2015-T2","Mulher","Medio completo ou equivalente",22787946.0966257,95947120.000044,23.7505
2015,2,"2015-T2","Mulher","Superior completo",10922479.2799143,95947120.000044,11.3839
2015,2,"2015-T2","Mulher","Fundamental completo ou equivalente",8981134.70207758,95947120.000044,9.3605
2015,2,"2015-T2","Mulher","Sem instrucao e menos de 1 ano de estudo",7581323.2472913,95947120.000044,7.9016
2015,2,"2015-T2","Mulher","Medio incompleto ou equivalente",6364607.16786797,95947120.000044,6.6335
2015,2,"2015-T2","Mulher","Superior incompleto ou equivalente",4247630.93360864,95947120.000044,4.4271
2015,3,"2015-T3","Homem","Fundamental incompleto ou equivalente",36519780.1630958,91232435.0000449,40.0294
2015,3,"2015-T3","Homem","Medio completo ou equivalente",19726295.4983361,91232435.0000449,21.622
2015,3,"2015-T3","Homem","Fundamental completo ou equivalente",9110778.4469675,91232435.0000449,9.9863
2015,3,"2015-T3","Homem","Superior completo",8106294.09972473,91232435.0000449,8.8853
2015,3,"2015-T3","Homem","Sem instrucao e menos de 1 ano de estudo",7779354.26975566,91232435.0000449,8.527
2015,3,"2015-T3","Homem","Medio incompleto ou equivalente",6277319.38042114,91232435.0000449,6.8806
2015,3,"2015-T3","Homem","Superior incompleto ou equivalente",3712613.14174404,91232435.0000449,4.0694
2015,3,"2015-T3","Mulher","Fundamental incompleto ou equivalente",34940824.5338409,96125489.0000443,36.3492
2015,3,"2015-T3","Mulher","Medio completo ou equivalente",22804539.0897736,96125489.0000443,23.7237
2015,3,"2015-T3","Mulher","Superior completo",11163746.9627156,96125489.0000443,11.6137
2015,3,"2015-T3","Mulher","Fundamental completo ou equivalente",8818067.40944449,96125489.0000443,9.1735
2015,3,"2015-T3","Mulher","Sem instrucao e menos de 1 ano de estudo",7874815.10512144,96125489.0000443,8.1922
2015,3,"2015-T3","Mulher","Medio incompleto ou equivalente",6221485.68738917,96125489.0000443,6.4723
2015,3,"2015-T3","Mulher","Superior incompleto ou equivalente",4302010.21175919,96125489.0000443,4.4754
2015,4,"2015-T4","Homem","Fundamental incompleto ou equivalente",36400811.9281805,91398303.0000444,39.8266
2015,4,"2015-T4","Homem","Medio completo ou equivalente",20371138.8245228,91398303.0000444,22.2883
2015,4,"2015-T4","Homem","Fundamental completo ou equivalente",8460570.91410377,91398303.0000444,9.2568
2015,4,"2015-T4","Homem","Sem instrucao e menos de 1 ano de estudo",8348490.21288592,91398303.0000444,9.1342
2015,4,"2015-T4","Homem","Superior completo",8207267.59426192,91398303.0000444,8.9797
2015,4,"2015-T4","Homem","Medio incompleto ou equivalente",6171932.44497554,91398303.0000444,6.7528
2015,4,"2015-T4","Homem","Superior incompleto ou equivalente",3438091.08111393,91398303.0000444,3.7617
2015,4,"2015-T4","Mulher","Fundamental incompleto ou equivalente",34884839.1579716,96306556.0000468,36.2227
2015,4,"2015-T4","Mulher","Medio completo ou equivalente",23265661.7771181,96306556.0000468,24.1579
2015,4,"2015-T4","Mulher","Superior completo",11379020.3750924,96306556.0000468,11.8154
2015,4,"2015-T4","Mulher","Sem instrucao e menos de 1 ano de estudo",8415140.23981172,96306556.0000468,8.7379
2015,4,"2015-T4","Mulher","Fundamental completo ou equivalente",8218911.17334717,96306556.0000468,8.5341
2015,4,"2015-T4","Mulher","Medio incompleto ou equivalente",6145989.0343135,96306556.0000468,6.3817
2015,4,"2015-T4","Mulher","Superior incompleto ou equivalente",3996994.24239233,96306556.0000468,4.1503
2016,1,"2016-T1","Homem","Fundamental incompleto ou equivalente",36140186.5784562,91562243.0000991,39.4706
2016,1,"2016-T1","Homem","Medio completo ou equivalente",20811416.7595373,91562243.0000991,22.7293
2016,1,"2016-T1","Homem","Fundamental completo ou equivalente",8698986.10970675,91562243.0000991,9.5006
2016,1,"2016-T1","Homem","Superior completo",8546208.87918033,91562243.0000991,9.3338
2016,1,"2016-T1","Homem","Sem instrucao e menos de 1 ano de estudo",7395091.50607343,91562243.0000991,8.0766
2016,1,"2016-T1","Homem","Medio incompleto ou equivalente",6393858.9192948,91562243.0000991,6.9831
2016,1,"2016-T1","Homem","Superior incompleto ou equivalente",3576494.24785027,91562243.0000991,3.9061
2016,1,"2016-T1","Mulher","Fundamental incompleto ou equivalente",34725072.1718036,96485594.0001024,35.9899
2016,1,"2016-T1","Mulher","Medio completo ou equivalente",23685566.8270465,96485594.0001024,24.5483
2016,1,"2016-T1","Mulher","Superior completo",11630490.048663,96485594.0001024,12.0541
2016,1,"2016-T1","Mulher","Fundamental completo ou equivalente",8520679.91384511,96485594.0001024,8.831
2016,1,"2016-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",7378856.72064061,96485594.0001024,7.6476
2016,1,"2016-T1","Mulher","Medio incompleto ou equivalente",6350357.49148798,96485594.0001024,6.5817
2016,1,"2016-T1","Mulher","Superior incompleto ou equivalente",4194570.82661564,96485594.0001024,4.3474
2016,2,"2016-T2","Homem","Fundamental incompleto ou equivalente",36156894.9124842,91720784.0000504,39.4206
2016,2,"2016-T2","Homem","Medio completo ou equivalente",20714000.5403732,91720784.0000504,22.5838
2016,2,"2016-T2","Homem","Fundamental completo ou equivalente",8519029.9575018,91720784.0000504,9.288
2016,2,"2016-T2","Homem","Superior completo",8454613.81323309,91720784.0000504,9.2178
2016,2,"2016-T2","Homem","Sem instrucao e menos de 1 ano de estudo",7850459.68288383,91720784.0000504,8.5591
2016,2,"2016-T2","Homem","Medio incompleto ou equivalente",6397502.10958084,91720784.0000504,6.975
2016,2,"2016-T2","Homem","Superior incompleto ou equivalente",3628282.98399343,91720784.0000504,3.9558
2016,2,"2016-T2","Mulher","Fundamental incompleto ou equivalente",34602088.8674157,96658800.0000528,35.7982
2016,2,"2016-T2","Mulher","Medio completo ou equivalente",23400689.6009461,96658800.0000528,24.2096
2016,2,"2016-T2","Mulher","Superior completo",11618106.6950924,96658800.0000528,12.0197
2016,2,"2016-T2","Mulher","Fundamental completo ou equivalente",8430499.58340318,96658800.0000528,8.7219
2016,2,"2016-T2","Mulher","Sem instrucao e menos de 1 ano de estudo",7895056.48111081,96658800.0000528,8.168
2016,2,"2016-T2","Mulher","Medio incompleto ou equivalente",6447243.15891512,96658800.0000528,6.6701
2016,2,"2016-T2","Mulher","Superior incompleto ou equivalente",4265115.61316941,96658800.0000528,4.4125
2016,3,"2016-T3","Homem","Fundamental incompleto ou equivalente",35895978.3635397,91885213.0000327,39.0661
2016,3,"2016-T3","Homem","Medio completo ou equivalente",20948717.0164132,91885213.0000327,22.7988
2016,3,"2016-T3","Homem","Superior completo",8534325.7379987,91885213.0000327,9.288
2016,3,"2016-T3","Homem","Fundamental completo ou equivalente",8304561.50007747,91885213.0000327,9.038
2016,3,"2016-T3","Homem","Sem instrucao e menos de 1 ano de estudo",8041074.17224693,91885213.0000327,8.7512
2016,3,"2016-T3","Homem","Medio incompleto ou equivalente",6592661.18704852,91885213.0000327,7.1749
2016,3,"2016-T3","Homem","Superior incompleto ou equivalente",3567895.0227082,91885213.0000327,3.883
2016,3,"2016-T3","Mulher","Fundamental incompleto ou equivalente",34543949.3636966,96838726.0000367,35.6716
2016,3,"2016-T3","Mulher","Medio completo ou equivalente",23651974.582908,96838726.0000367,24.4241
2016,3,"2016-T3","Mulher","Superior completo",11803505.9208615,96838726.0000367,12.1888
2016,3,"2016-T3","Mulher","Fundamental completo ou equivalente",8183105.42673554,96838726.0000367,8.4502
2016,3,"2016-T3","Mulher","Sem instrucao e menos de 1 ano de estudo",8022400.42032543,96838726.0000367,8.2843
2016,3,"2016-T3","Mulher","Medio incompleto ou equivalente",6430728.75939682,96838726.0000367,6.6407
2016,3,"2016-T3","Mulher","Superior incompleto ou equivalente",4203061.52611278,96838726.0000367,4.3403
2016,4,"2016-T4","Homem","Fundamental incompleto ou equivalente",35908772.3773511,92052190.0000516,39.0091
2016,4,"2016-T4","Homem","Medio completo ou equivalente",21006046.3576378,92052190.0000516,22.8197
2016,4,"2016-T4","Homem","Superior completo",8652228.50641029,92052190.0000516,9.3993
2016,4,"2016-T4","Homem","Fundamental completo ou equivalente",8188324.49195822,92052190.0000516,8.8953
2016,4,"2016-T4","Homem","Sem instrucao e menos de 1 ano de estudo",8155902.7203981,92052190.0000516,8.8601
2016,4,"2016-T4","Homem","Medio incompleto ou equivalente",6607456.30212535,92052190.0000516,7.1779
