"Ano","Trimestre","periodo","sexo","nivel_instrucao","peso","total_ponderado","percentual"
2023,1,"2023-T1","Homem","Medio incompleto ou equivalente",7302299.14434464,95879195.0095134,7.6161
2023,1,"2023-T1","Homem","Superior incompleto ou equivalente",4263852.27517065,95879195.0095134,4.4471
2023,1,"2023-T1","Mulher","Fundamental incompleto ou equivalente",31141721.7966919,101343226.007501,30.729
2023,1,"2023-T1","Mulher","Medio completo ou equivalente",27446737.2124453,101343226.007501,27.083
2023,1,"2023-T1","Mulher","Superior completo",16167219.6957151,101343226.007501,15.9529
2023,1,"2023-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",7435083.15723452,101343226.007501,7.3365
2023,1,"2023-T1","Mulher","Fundamental completo ou equivalente",7275226.54909805,101343226.007501,7.1788
2023,1,"2023-T1","Mulher","Medio incompleto ou equivalente",7097650.7994151,101343226.007501,7.0036
2023,1,"2023-T1","Mulher","Superior incompleto ou equivalente",4779586.79690089,101343226.007501,4.7162
2023,2,"2023-T2","Homem","Fundamental incompleto ou equivalente",32205299.3198082,96032160.005785,33.536
2023,2,"2023-T2","Homem","Medio completo ou equivalente",25671460.4272861,96032160.005785,26.7321
2023,2,"2023-T2","Homem","Superior completo",11692355.0374641,96032160.005785,12.1755
2023,2,"2023-T2","Homem","Sem instrucao e menos de 1 ano de estudo",7554535.64426528,96032160.005785,7.8667
2023,2,"2023-T2","Homem","Fundamental completo ou equivalente",7412310.46439981,96032160.005785,7.7186
2023,2,"2023-T2","Homem","Medio incompleto ou equivalente",7234834.32574812,96032160.005785,7.5338
2023,2,"2023-T2","Homem","Superior incompleto ou equivalente",4261364.78681339,96032160.005785,4.4374
2023,2,"2023-T2","Mulher","Fundamental incompleto ou equivalente",31093968.7365139,101513598.004129,30.6303
2023,2,"2023-T2","Mulher","Medio completo ou equivalente",27543490.6274917,101513598.004129,27.1328
2023,2,"2023-T2","Mulher","Superior completo",16287165.4978763,101513598.004129,16.0443
2023,2,"2023-T2","Mulher","Sem instrucao e menos de 1 ano de estudo",7530760.65743368,101513598.004129,7.4185
2023,2,"2023-T2","Mulher","Fundamental completo ou equivalente",7290557.20576853,101513598.004129,7.1819
2023,2,"2023-T2","Mulher","Medio incompleto ou equivalente",6959396.49279762,101513598.004129,6.8556
2023,2,"2023-T2","Mulher","Superior incompleto ou equivalente",4808258.78624703,101513598.004129,4.7366
2023,3,"2023-T3","Homem","Fundamental incompleto ou equivalente",31911834.1172056,96189856.007869,33.1759
2023,3,"2023-T3","Homem","Medio completo ou equivalente",25687593.2747944,96189856.007869,26.7051
2023,3,"2023-T3","Homem","Superior completo",12000103.0392131,96189856.007869,12.4754
2023,3,"2023-T3","Homem","Sem instrucao e menos de 1 ano de estudo",7816694.00305607,96189856.007869,8.1263
2023,3,"2023-T3","Homem","Fundamental completo ou equivalente",7360502.95680526,96189856.007869,7.6521
2023,3,"2023-T3","Homem","Medio incompleto ou equivalente",7207460.28539862,96189856.007869,7.493
2023,3,"2023-T3","Homem","Superior incompleto ou equivalente",4205668.33139598,96189856.007869,4.3723
2023,3,"2023-T3","Mulher","Fundamental incompleto ou equivalente",30872141.1344546,101687654.005179,30.3598
2023,3,"2023-T3","Mulher","Medio completo ou equivalente",27636082.4911301,101687654.005179,27.1774
2023,3,"2023-T3","Mulher","Superior completo",16437028.0693053,101687654.005179,16.1642
2023,3,"2023-T3","Mulher","Sem instrucao e menos de 1 ano de estudo",7707785.55279806,101687654.005179,7.5799
2023,3,"2023-T3","Mulher","Fundamental completo ou equivalente",7210528.20791388,101687654.005179,7.0909
2023,3,"2023-T3","Mulher","Medio incompleto ou equivalente",6941829.47413793,101687654.005179,6.8266
2023,3,"2023-T3","Mulher","Superior incompleto ou equivalente",4882259.07543963,101687654.005179,4.8012
2023,4,"2023-T4","Homem","Fundamental incompleto ou equivalente",31895056.3986701,96347126.0060875,33.1043
2023,4,"2023-T4","Homem","Medio completo ou equivalente",25850979.2877082,96347126.0060875,26.8311
2023,4,"2023-T4","Homem","Superior completo",12167032.565438,96347126.0060875,12.6283
2023,4,"2023-T4","Homem","Sem instrucao e menos de 1 ano de estudo",7867582.33608967,96347126.0060875,8.1659
2023,4,"2023-T4","Homem","Fundamental completo ou equivalente",7361776.81457362,96347126.0060875,7.6409
2023,4,"2023-T4","Homem","Medio incompleto ou equivalente",7064566.73497844,96347126.0060875,7.3324
2023,4,"2023-T4","Homem","Superior incompleto ou equivalente",4140131.86862942,96347126.0060875,4.2971
2023,4,"2023-T4","Mulher","Fundamental incompleto ou equivalente",30842729.4569211,101859573.003466,30.2797
2023,4,"2023-T4","Mulher","Medio completo ou equivalente",27700993.1160367,101859573.003466,27.1953
2023,4,"2023-T4","Mulher","Superior completo",16714762.0277439,101859573.003466,16.4096
2023,4,"2023-T4","Mulher","Sem instrucao e menos de 1 ano de estudo",7788122.61308221,101859573.003466,7.6459
2023,4,"2023-T4","Mulher","Fundamental completo ou equivalente",7223971.07800401,101859573.003466,7.0921
2023,4,"2023-T4","Mulher","Medio incompleto ou equivalente",6829693.72408268,101859573.003466,6.705
2023,4,"2023-T4","Mulher","Superior incompleto ou equivalente",4759300.98759532,101859573.003466,4.6724
2024,1,"2024-T1","Homem","Fundamental incompleto ou equivalente",31747719.7247222,96502772.0022898,32.8982
2024,1,"2024-T1","Homem","Medio completo ou equivalente",26156656.041672,96502772.0022898,27.1046
2024,1,"2024-T1","Homem","Superior completo",12386314.3895383,96502772.0022898,12.8352
2024,1,"2024-T1","Homem","Fundamental completo ou equivalente",7477079.82379298,96502772.0022898,7.748
2024,1,"2024-T1","Homem","Medio incompleto ou equivalente",7353100.29077884,96502772.0022898,7.6196
2024,1,"2024-T1","Homem","Sem instrucao e menos de 1 ano de estudo",7043190.21739333,96502772.0022898,7.2984
2024,1,"2024-T1","Homem","Superior incompleto ou equivalente",4338711.51439213,96502772.0022898,4.4959
2024,1,"2024-T1","Mulher","Fundamental incompleto ou equivalente",30696063.0133247,102029768.001224,30.0854
2024,1,"2024-T1","Mulher","Medio completo ou equivalente",28134384.6743413,102029768.001224,27.5747
2024,1,"2024-T1","Mulher","Superior completo",16989610.1371173,102029768.001224,16.6516
2024,1,"2024-T1","Mulher","Fundamental completo ou equivalente",7292084.21802116,102029768.001224,7.147
2024,1,"2024-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",7160236.42498651,102029768.001224,7.0178
2024,1,"2024-T1","Mulher","Medio incompleto ou equivalente",6801200.01475532,102029768.001224,6.6659
2024,1,"2024-T1","Mulher","Superior incompleto ou equivalente",4956189.51867816,102029768.001224,4.8576
2024,2,"2024-T2","Homem","Fundamental incompleto ou equivalente",31636328.7851517,96653459.0018816,32.7317
2024,2,"2024-T2","Homem","Medio completo ou equivalente",26303172.9182808,96653459.0018816,27.2139
2024,2,"2024-T2","Homem","Superior completo",12422512.8380714,96653459.0018816,12.8526
2024,2,"2024-T2","Homem","Fundamental completo ou equivalente",7410065.45456501,96653459.0018816,7.6666
2024,2,"2024-T2","Homem","Sem instrucao e menos de 1 ano de estudo",7308239.67652738,96653459.0018816,7.5613
2024,2,"2024-T2","Homem","Medio incompleto ou equivalente",7263045.15035083,96653459.0018816,7.5145
2024,2,"2024-T2","Homem","Superior incompleto ou equivalente",4310094.17893453,96653459.0018816,4.4593
2024,2,"2024-T2","Mulher","Fundamental incompleto ou equivalente",30505801.3761003,102194605.000953,29.8507
2024,2,"2024-T2","Mulher","Medio completo ou equivalente",28186696.5855448,102194605.000953,27.5814
2024,2,"2024-T2","Mulher","Superior completo",17159153.9091788,102194605.000953,16.7907
2024,2,"2024-T2","Mulher","Fundamental completo ou equivalente",7310344.64045471,102194605.000953,7.1534
2024,2,"2024-T2","Mulher","Sem instrucao e menos de 1 ano de estudo",7282367.66220147,102194605.000953,7.126
2024,2,"2024-T2","Mulher","Medio incompleto ou equivalente",6799915.9222495,102194605.000953,6.6539
2024,2,"2024-T2","Mulher","Superior incompleto ou equivalente",4950324.9052239,102194605.000953,4.844
2024,3,"2024-T3","Homem","Fundamental incompleto ou equivalente",31652531.6947488,96801867.0012923,32.6983
2024,3,"2024-T3","Homem","Medio completo ou equivalente",26290438.4861465,96801867.0012923,27.159
2024,3,"2024-T3","Homem","Superior completo",12458072.8435266,96801867.0012923,12.8697
2024,3,"2024-T3","Homem","Sem instrucao e menos de 1 ano de estudo",7540369.99474387,96801867.0012923,7.7895
2024,3,"2024-T3","Homem","Fundamental completo ou equivalente",7383388.32939852,96801867.0012923,7.6273
2024,3,"2024-T3","Homem","Medio incompleto ou equivalente",7286405.40674428,96801867.0012923,7.5271
2024,3,"2024-T3","Homem","Superior incompleto ou equivalente",4190660.24598375,96801867.0012923,4.3291
2024,3,"2024-T3","Mulher","Fundamental incompleto ou equivalente",30317090.9978682,102357921.000662,29.6187
2024,3,"2024-T3","Mulher","Medio completo ou equivalente",28311244.0503319,102357921.000662,27.6591
2024,3,"2024-T3","Mulher","Superior completo",17210685.1503592,102357921.000662,16.8142
2024,3,"2024-T3","Mulher","Sem instrucao e menos de 1 ano de estudo",7513979.76316263,102357921.000662,7.3409
2024,3,"2024-T3","Mulher","Fundamental completo ou equivalente",7199082.97099832,102357921.000662,7.0332
2024,3,"2024-T3","Mulher","Medio incompleto ou equivalente",6851001.6048071,102357921.000662,6.6932
2024,3,"2024-T3","Mulher","Superior incompleto ou equivalente",4954836.4631351,102357921.000662,4.8407
2024,4,"2024-T4","Homem","Fundamental incompleto ou equivalente",31427754.3205367,96944425.0014195,32.4183
2024,4,"2024-T4","Homem","Medio completo ou equivalente",26804322.159892,96944425.0014195,27.6492
2024,4,"2024-T4","Homem","Superior completo",12770501.0879017,96944425.0014195,13.173
2024,4,"2024-T4","Homem","Sem instrucao e menos de 1 ano de estudo",7417159.17591901,96944425.0014195,7.6509
2024,4,"2024-T4","Homem","Fundamental completo ou equivalente",7217480.41871901,96944425.0014195,7.445
2024,4,"2024-T4","Homem","Medio incompleto ou equivalente",7199052.05364622,96944425.0014195,7.426
2024,4,"2024-T4","Homem","Superior incompleto ou equivalente",4108155.78480483,96944425.0014195,4.2376
2024,4,"2024-T4","Mulher","Fundamental incompleto ou equivalente",30146694.4706511,102515861.000741,29.4069
2024,4,"2024-T4","Mulher","Medio completo ou equivalente",29070017.9844268,102515861.000741,28.3566
2024,4,"2024-T4","Mulher","Superior completo",17560573.9141673,102515861.000741,17.1296
2024,4,"2024-T4","Mulher","Sem instrucao e menos de 1 ano de estudo",7373204.30750487,102515861.000741,7.1923
2024,4,"2024-T4","Mulher","Fundamental completo ou equivalente",7003785.69200205,102515861.000741,6.8319
2024,4,"2024-T4","Mulher","Medio incompleto ou equivalente",6589254.76254185,102515861.000741,6.4275
2024,4,"2024-T4","Mulher","Superior incompleto ou equivalente",4772329.86944751,102515861.000741,4.6552
2025,1,"2025-T1","Homem","Fundamental incompleto ou equivalente",31203269.3200939,97085409.0013659,32.14
2025,1,"2025-T1","Homem","Medio completo ou equivalente",27713352.7856998,97085409.0013659,28.5453
2025,1,"2025-T1","Homem","Superior completo",13015309.2816753,97085409.0013659,13.406
2025,1,"2025-T1","Homem","Fundamental completo ou equivalente",7228639.73348062,97085409.0013659,7.4456
2025,1,"2025-T1","Homem","Medio incompleto ou equivalente",7054255.47529317,97085409.0013659,7.266
2025,1,"2025-T1","Homem","Sem instrucao e menos de 1 ano de estudo",6574017.2108625,97085409.0013659,6.7714
2025,1,"2025-T1","Homem","Superior incompleto ou equivalente",4296565.19426053,97085409.0013659,4.4256
2025,1,"2025-T1","Mulher","Fundamental incompleto ou equivalente",29871530.7209635,102672136.000814,29.0941
2025,1,"2025-T1","Mulher","Medio completo ou equivalente",29470765.4968776,102672136.000814,28.7038
2025,1,"2025-T1","Mulher","Superior completo",17974783.8235435,102672136.000814,17.507
2025,1,"2025-T1","Mulher","Fundamental completo ou equivalente",7093761.97071169,102672136.000814,6.9091
2025,1,"2025-T1","Mulher","Medio incompleto ou equivalente",6637316.27229921,102672136.000814,6.4646
2025,1,"2025-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",6634653.85050645,102672136.000814,6.462
2025,1,"2025-T1","Mulher","Superior incompleto ou equivalente",4989323.86591186,102672136.000814,4.8595
2025,2,"2025-T2","Homem","Fundamental incompleto ou equivalente",31100944.0674622,97220302.0007875,31.9902
2025,2,"2025-T2","Homem","Medio completo ou equivalente",27228322.9404694,97220302.0007875,28.0068
2025,2,"2025-T2","Homem","Superior completo",13216326.8955373,97220302.0007875,13.5942
2025,2,"2025-T2","Homem","Medio incompleto ou equivalente",7271282.26944105,97220302.0007875,7.4792
2025,2,"2025-T2","Homem","Fundamental completo ou equivalente",7162884.2557222,97220302.0007875,7.3677
2025,2,"2025-T2","Homem","Sem instrucao e menos de 1 ano de estudo",6868056.81715743,97220302.0007875,7.0644
2025,2,"2025-T2","Homem","Superior incompleto ou equivalente",4372484.75499786,97220302.0007875,4.4975
2025,2,"2025-T2","Mulher","Fundamental incompleto ou equivalente",29875669.8808384,102821735.000445,29.0558
2025,2,"2025-T2","Mulher","Medio completo ou equivalente",29027614.0178486,102821735.000445,28.231
2025,2,"2025-T2","Mulher","Superior completo",18117450.3203861,102821735.000445,17.6203
2025,2,"2025-T2","Mulher","Fundamental completo ou equivalente",7071247.6435292,102821735.000445,6.8772
2025,2,"2025-T2","Mulher","Sem instrucao e menos de 1 ano de estudo",6815154.34217935,102821735.000445,6.6281
2025,2,"2025-T2","Mulher","Medio incompleto ou equivalente",6735000.77464839,102821735.000445,6.5502
2025,2,"2025-T2","Mulher","Superior incompleto ou equivalente",5179598.02101461,102821735.000445,5.0375
2025,3,"2025-T3","Homem","Fundamental incompleto ou equivalente",31130616.4570001,97354768.004669,31.9765
2025,3,"2025-T3","Homem","Medio completo ou equivalente",27103887.7335973,97354768.004669,27.8403
2025,3,"2025-T3","Homem","Superior completo",13299914.7109707,97354768.004669,13.6613
2025,3,"2025-T3","Homem","Medio incompleto ou equivalente",7316067.57498672,97354768.004669,7.5149
2025,3,"2025-T3","Homem","Sem instrucao e menos de 1 ano de estudo",7089655.6925149,97354768.004669,7.2823
2025,3,"2025-T3","Homem","Fundamental completo ou equivalente",7036912.02171442,97354768.004669,7.2281
2025,3,"2025-T3","Homem","Superior incompleto ou equivalente",4377713.81388496,97354768.004669,4.4967
2025,3,"2025-T3","Mulher","Fundamental incompleto ou equivalente",29896577.5202551,102971761.003932,29.0338
2025,3,"2025-T3","Mulher","Medio completo ou equivalente",29010404.2279054,102971761.003932,28.1732
2025,3,"2025-T3","Mulher","Superior completo",18367021.5398359,102971761.003932,17.837
2025,3,"2025-T3","Mulher","Fundamental completo ou equivalente",6995270.82462632,102971761.003932,6.7934
2025,3,"2025-T3","Mulher","Sem instrucao e menos de 1 ano de estudo",6960336.20086572,102971761.003932,6.7595
2025,3,"2025-T3","Mulher","Medio incompleto ou equivalente",6647318.93045288,102971761.003932,6.4555
2025,3,"2025-T3","Mulher","Superior incompleto ou equivalente",5094831.75999035,102971761.003932,4.9478
2025,4,"2025-T4","Homem","Fundamental incompleto ou equivalente",31108597.4925078,97484107.000002,31.9115
2025,4,"2025-T4","Homem","Medio completo ou equivalente",27157161.736892,97484107.000002,27.858
2025,4,"2025-T4","Homem","Superior completo",13568513.3670391,97484107.000002,13.9187
2025,4,"2025-T4","Homem","Sem instrucao e menos de 1 ano de estudo",7190618.20346256,97484107.000002,7.3762
2025,4,"2025-T4","Homem","Medio incompleto ou equivalente",7068966.64639843,97484107.000002,7.2514
2025,4,"2025-T4","Homem","Fundamental completo ou equivalente",6907497.25609684,97484107.000002,7.0858
2025,4,"2025-T4","Homem","Superior incompleto ou equivalente",4482752.29760525,97484107.000002,4.5984
2025,4,"2025-T4","Mulher","Fundamental incompleto ou equivalente",29792875.6429959,103117031,28.8923
2025,4,"2025-T4","Mulher","Medio completo ou equivalente",29068015.6355543,103117031,28.1893
2025,4,"2025-T4","Mulher","Superior completo",18756515.7091744,103117031,18.1895
2025,4,"2025-T4","Mulher","Sem instrucao e menos de 1 ano de estudo",7112530.89075354,103117031,6.8975
2025,4,"2025-T4","Mulher","Fundamental completo ou equivalente",6798907.31767767,103117031,6.5934
2025,4,"2025-T4","Mulher","Medio incompleto ou equivalente",6462100.12456534,103117031,6.2668
2025,4,"2025-T4","Mulher","Superior incompleto ou equivalente",5126085.67927933,103117031,4.9711
2026,1,"2026-T1","Homem","Fundamental incompleto ou equivalente",30990283.1044091,97611888.0004956,31.7485
2026,1,"2026-T1","Homem","Medio completo ou equivalente",27664281.0958734,97611888.0004956,28.3411
2026,1,"2026-T1","Homem","Superior completo",13668104.6873953,97611888.0004956,14.0025
2026,1,"2026-T1","Homem","Medio incompleto ou equivalente",7208028.2279202,97611888.0004956,7.3844
2026,1,"2026-T1","Homem","Fundamental completo ou equivalente",7142935.69497976,97611888.0004956,7.3177
2026,1,"2026-T1","Homem","Sem instrucao e menos de 1 ano de estudo",6340663.79055197,97611888.0004956,6.4958
2026,1,"2026-T1","Homem","Superior incompleto ou equivalente",4597591.39936585,97611888.0004956,4.7101
2026,1,"2026-T1","Mulher","Fundamental incompleto ou equivalente",29670858.5881995,103260656.000458,28.7339
2026,1,"2026-T1","Mulher","Medio completo ou equivalente",29336214.7762851,103260656.000458,28.4099
2026,1,"2026-T1","Mulher","Superior completo",18905961.7758478,103260656.000458,18.309
2026,1,"2026-T1","Mulher","Fundamental completo ou equivalente",6871965.35238532,103260656.000458,6.655
2026,1,"2026-T1","Mulher","Medio incompleto ou equivalente",6780089.22544271,103260656.000458,6.566
2026,1,"2026-T1","Mulher","Sem instrucao e menos de 1 ano de estudo",6250372.48741948,103260656.000458,6.053
2026,1,"2026-T1","Mulher","Superior incompleto ou equivalente",5445193.7948779,103260656.000458,5.2733
