"Ano","Trimestre","periodo","regiao","nivel_instrucao","peso","total_ponderado","percentual"
2012,1,"2012-T1","Centro-Oeste","Fundamental incompleto ou equivalente",5307715.1515147,13463537.0495027,39.4229
2012,1,"2012-T1","Centro-Oeste","Medio completo ou equivalente",2766707.01707584,13463537.0495027,20.5496
2012,1,"2012-T1","Centro-Oeste","Superior completo",1359288.54141927,13463537.0495027,10.0961
2012,1,"2012-T1","Centro-Oeste","Fundamental completo ou equivalente",1279814.97866623,13463537.0495027,9.5058
2012,1,"2012-T1","Centro-Oeste","Sem instrucao e menos de 1 ano de estudo",1162947.15128367,13463537.0495027,8.6378
2012,1,"2012-T1","Centro-Oeste","Medio incompleto ou equivalente",957439.4321783,13463537.0495027,7.1114
2012,1,"2012-T1","Centro-Oeste","Superior incompleto ou equivalente",629624.77736466,13463537.0495027,4.6765
2012,1,"2012-T1","Nordeste","Fundamental incompleto ou equivalente",22407429.7371042,49615804.2636433,45.1619
2012,1,"2012-T1","Nordeste","Medio completo ou equivalente",9142188.33159047,49615804.2636433,18.426
2012,1,"2012-T1","Nordeste","Sem instrucao e menos de 1 ano de estudo",7036622.80548979,49615804.2636433,14.1822
2012,1,"2012-T1","Nordeste","Fundamental completo ou equivalente",4014814.12819982,49615804.2636433,8.0918
2012,1,"2012-T1","Nordeste","Medio incompleto ou equivalente",3156388.53575577,49615804.2636433,6.3617
2012,1,"2012-T1","Nordeste","Superior completo",2558174.49984548,49615804.2636433,5.156
2012,1,"2012-T1","Nordeste","Superior incompleto ou equivalente",1300186.22565775,49615804.2636433,2.6205
2012,1,"2012-T1","Norte","Fundamental incompleto ou equivalente",6724412.17032733,14641448.3908611,45.9272
2012,1,"2012-T1","Norte","Medio completo ou equivalente",2736774.46424547,14641448.3908611,18.692
2012,1,"2012-T1","Norte","Sem instrucao e menos de 1 ano de estudo",1641517.12378132,14641448.3908611,11.2114
2012,1,"2012-T1","Norte","Fundamental completo ou equivalente",1322995.42824705,14641448.3908611,9.036
2012,1,"2012-T1","Norte","Medio incompleto ou equivalente",1031206.40581623,14641448.3908611,7.0431
2012,1,"2012-T1","Norte","Superior completo",745389.8459042,14641448.3908611,5.091
2012,1,"2012-T1","Norte","Superior incompleto ou equivalente",439152.9525395,14641448.3908611,2.9994
2012,1,"2012-T1","Sudeste","Fundamental incompleto ou equivalente",29171265.1516041,77989617.714587,37.404
2012,1,"2012-T1","Sudeste","Medio completo ou equivalente",18522016.8572966,77989617.714587,23.7493
2012,1,"2012-T1","Sudeste","Superior completo",8411527.80015571,77989617.714587,10.7854
2012,1,"2012-T1","Sudeste","Fundamental completo ou equivalente",8341989.41712663,77989617.714587,10.6963
2012,1,"2012-T1","Sudeste","Medio incompleto ou equivalente",5200198.72789545,77989617.714587,6.6678
2012,1,"2012-T1","Sudeste","Sem instrucao e menos de 1 ano de estudo",5196013.63887502,77989617.714587,6.6624
2012,1,"2012-T1","Sudeste","Superior incompleto ou equivalente",3146606.12163352,77989617.714587,4.0346
2012,1,"2012-T1","Sul","Fundamental incompleto ou equivalente",11152449.7518691,26301518.581428,42.4023
2012,1,"2012-T1","Sul","Medio completo ou equivalente",5285316.72698901,26301518.581428,20.0951
2012,1,"2012-T1","Sul","Fundamental completo ou equivalente",2915895.4994188,26301518.581428,11.0864
2012,1,"2012-T1","Sul","Superior completo",2441306.57754267,26301518.581428,9.282
2012,1,"2012-T1","Sul","Medio incompleto ou equivalente",1713540.30979366,26301518.581428,6.515
2012,1,"2012-T1","Sul","Sem instrucao e menos de 1 ano de estudo",1548036.90732003,26301518.581428,5.8857
2012,1,"2012-T1","Sul","Superior incompleto ou equivalente",1244972.80849473,26301518.581428,4.7335
2012,2,"2012-T2","Centro-Oeste","Fundamental incompleto ou equivalente",5296249.5411443,13550626.8161627,39.0849
2012,2,"2012-T2","Centro-Oeste","Medio completo ou equivalente",2851079.66198256,13550626.8161627,21.0402
2012,2,"2012-T2","Centro-Oeste","Superior completo",1337071.67039783,13550626.8161627,9.8672
2012,2,"2012-T2","Centro-Oeste","Fundamental completo ou equivalente",1280986.08862752,13550626.8161627,9.4533
2012,2,"2012-T2","Centro-Oeste","Sem instrucao e menos de 1 ano de estudo",1217006.8045333,13550626.8161627,8.9812
2012,2,"2012-T2","Centro-Oeste","Medio incompleto ou equivalente",955981.08086505,13550626.8161627,7.0549
2012,2,"2012-T2","Centro-Oeste","Superior incompleto ou equivalente",612251.96861213,13550626.8161627,4.5183
2012,2,"2012-T2","Nordeste","Fundamental incompleto ou equivalente",22544109.8574053,49637562.6792104,45.4174
2012,2,"2012-T2","Nordeste","Medio completo ou equivalente",9095545.62312198,49637562.6792104,18.3239
2012,2,"2012-T2","Nordeste","Sem instrucao e menos de 1 ano de estudo",6926579.35559118,49637562.6792104,13.9543
2012,2,"2012-T2","Nordeste","Fundamental completo ou equivalente",4183381.01837374,49637562.6792104,8.4279
2012,2,"2012-T2","Nordeste","Medio incompleto ou equivalente",3127410.74497384,49637562.6792104,6.3005
2012,2,"2012-T2","Nordeste","Superior completo",2484818.8094178,49637562.6792104,5.0059
2012,2,"2012-T2","Nordeste","Superior incompleto ou equivalente",1275717.27032658,49637562.6792104,2.5701
2012,2,"2012-T2","Norte","Fundamental incompleto ou equivalente",6836322.03143875,14724985.531944,46.4267
2012,2,"2012-T2","Norte","Medio completo ou equivalente",2816130.33900073,14724985.531944,19.1248
2012,2,"2012-T2","Norte","Sem instrucao e menos de 1 ano de estudo",1571896.62530546,14724985.531944,10.675
2012,2,"2012-T2","Norte","Fundamental completo ou equivalente",1293677.82349249,14724985.531944,8.7856
2012,2,"2012-T2","Norte","Medio incompleto ou equivalente",1048763.29750161,14724985.531944,7.1223
2012,2,"2012-T2","Norte","Superior completo",735716.78068341,14724985.531944,4.9964
2012,2,"2012-T2","Norte","Superior incompleto ou equivalente",422478.63452152,14724985.531944,2.8691
2012,2,"2012-T2","Sudeste","Fundamental incompleto ou equivalente",29233464.3235026,78138240.3885227,37.4125
2012,2,"2012-T2","Sudeste","Medio completo ou equivalente",18507713.9011588,78138240.3885227,23.6859
2012,2,"2012-T2","Sudeste","Superior completo",8583571.90085716,78138240.3885227,10.9851
2012,2,"2012-T2","Sudeste","Fundamental completo ou equivalente",8135335.89139756,78138240.3885227,10.4115
2012,2,"2012-T2","Sudeste","Sem instrucao e menos de 1 ano de estudo",5280600.31588179,78138240.3885227,6.758
2012,2,"2012-T2","Sudeste","Medio incompleto ou equivalente",5232535.08972531,78138240.3885227,6.6965
2012,2,"2012-T2","Sudeste","Superior incompleto ou equivalente",3165018.96599946,78138240.3885227,4.0505
2012,2,"2012-T2","Sul","Fundamental incompleto ou equivalente",11143834.123658,26384065.5841647,42.237
2012,2,"2012-T2","Sul","Medio completo ou equivalente",5323481.88311495,26384065.5841647,20.1769
2012,2,"2012-T2","Sul","Fundamental completo ou equivalente",2920446.24100502,26384065.5841647,11.069
2012,2,"2012-T2","Sul","Superior completo",2452718.95498653,26384065.5841647,9.2962
2012,2,"2012-T2","Sul","Medio incompleto ou equivalente",1711391.79863133,26384065.5841647,6.4865
2012,2,"2012-T2","Sul","Sem instrucao e menos de 1 ano de estudo",1611999.07057502,26384065.5841647,6.1097
2012,2,"2012-T2","Sul","Superior incompleto ou equivalente",1220193.51219381,26384065.5841647,4.6247
2012,3,"2012-T3","Centro-Oeste","Fundamental incompleto ou equivalente",5248773.95530052,13585097.2048355,38.6363
2012,3,"2012-T3","Centro-Oeste","Medio completo ou equivalente",2830436.50602272,13585097.2048355,20.8349
2012,3,"2012-T3","Centro-Oeste","Superior completo",1362674.21536856,13585097.2048355,10.0307
2012,3,"2012-T3","Centro-Oeste","Fundamental completo ou equivalente",1342608.52980818,13585097.2048355,9.883
2012,3,"2012-T3","Centro-Oeste","Sem instrucao e menos de 1 ano de estudo",1212148.13366223,13585097.2048355,8.9226
2012,3,"2012-T3","Centro-Oeste","Medio incompleto ou equivalente",968880.37471902,13585097.2048355,7.1319
2012,3,"2012-T3","Centro-Oeste","Superior incompleto ou equivalente",619575.48995422,13585097.2048355,4.5607
2012,3,"2012-T3","Nordeste","Fundamental incompleto ou equivalente",22662541.7581695,49777553.584341,45.5276
2012,3,"2012-T3","Nordeste","Medio completo ou equivalente",9020977.48846839,49777553.584341,18.1226
2012,3,"2012-T3","Nordeste","Sem instrucao e menos de 1 ano de estudo",7012026.75976167,49777553.584341,14.0867
2012,3,"2012-T3","Nordeste","Fundamental completo ou equivalente",4090188.99817277,49777553.584341,8.2169
2012,3,"2012-T3","Nordeste","Medio incompleto ou equivalente",3103110.15987683,49777553.584341,6.234
2012,3,"2012-T3","Nordeste","Superior completo",2570842.21933464,49777553.584341,5.1647
2012,3,"2012-T3","Nordeste","Superior incompleto ou equivalente",1317866.20055724,49777553.584341,2.6475
2012,3,"2012-T3","Norte","Fundamental incompleto ou equivalente",6898249.76513942,14797476.6285615,46.6177
2012,3,"2012-T3","Norte","Medio completo ou equivalente",2774216.49179229,14797476.6285615,18.7479
2012,3,"2012-T3","Norte","Sem instrucao e menos de 1 ano de estudo",1629576.48535603,14797476.6285615,11.0125
2012,3,"2012-T3","Norte","Fundamental completo ou equivalente",1266266.619749,14797476.6285615,8.5573
2012,3,"2012-T3","Norte","Medio incompleto ou equivalente",1080323.6625981,14797476.6285615,7.3007
2012,3,"2012-T3","Norte","Superior completo",730093.26115556,14797476.6285615,4.9339
2012,3,"2012-T3","Norte","Superior incompleto ou equivalente",418750.34277105,14797476.6285615,2.8299
2012,3,"2012-T3","Sudeste","Fundamental incompleto ou equivalente",29266431.0029603,78236524.0982591,37.4076
2012,3,"2012-T3","Sudeste","Medio completo ou equivalente",18717194.9311501,78236524.0982591,23.9239
2012,3,"2012-T3","Sudeste","Superior completo",8619677.26193315,78236524.0982591,11.0175
2012,3,"2012-T3","Sudeste","Fundamental completo ou equivalente",8126351.04101555,78236524.0982591,10.3869
2012,3,"2012-T3","Sudeste","Sem instrucao e menos de 1 ano de estudo",5332839.66933721,78236524.0982591,6.8163
2012,3,"2012-T3","Sudeste","Medio incompleto ou equivalente",4994450.85569016,78236524.0982591,6.3838
2012,3,"2012-T3","Sudeste","Superior incompleto ou equivalente",3179579.33617271,78236524.0982591,4.0641
2012,3,"2012-T3","Sul","Fundamental incompleto ou equivalente",11097915.2080535,26464811.4840031,41.9346
2012,3,"2012-T3","Sul","Medio completo ou equivalente",5329743.78120238,26464811.4840031,20.139
2012,3,"2012-T3","Sul","Fundamental completo ou equivalente",2930933.24402109,26464811.4840031,11.0748
2012,3,"2012-T3","Sul","Superior completo",2507670.7951199,26464811.4840031,9.4755
2012,3,"2012-T3","Sul","Medio incompleto ou equivalente",1682633.86267241,26464811.4840031,6.358
2012,3,"2012-T3","Sul","Sem instrucao e menos de 1 ano de estudo",1665309.91348659,26464811.4840031,6.2925
2012,3,"2012-T3","Sul","Superior incompleto ou equivalente",1250604.6794472,26464811.4840031,4.7255
2012,4,"2012-T4","Centro-Oeste","Fundamental incompleto ou equivalente",5238875.35916408,13625471.3537417,38.4491
2012,4,"2012-T4","Centro-Oeste","Medio completo ou equivalente",2884599.2909937,13625471.3537417,21.1706
2012,4,"2012-T4","Centro-Oeste","Superior completo",1391808.4756966,13625471.3537417,10.2148
2012,4,"2012-T4","Centro-Oeste","Fundamental completo ou equivalente",1333014.67642841,13625471.3537417,9.7833
2012,4,"2012-T4","Centro-Oeste","Sem instrucao e menos de 1 ano de estudo",1189064.19109508,13625471.3537417,8.7268
2012,4,"2012-T4","Centro-Oeste","Medio incompleto ou equivalente",958744.63853192,13625471.3537417,7.0364
2012,4,"2012-T4","Centro-Oeste","Superior incompleto ou equivalente",629364.72183189,13625471.3537417,4.619
2012,4,"2012-T4","Nordeste","Fundamental incompleto ou equivalente",22786197.2405521,49897150.2979114,45.6663
2012,4,"2012-T4","Nordeste","Medio completo ou equivalente",9143085.26612196,49897150.2979114,18.3239
2012,4,"2012-T4","Nordeste","Sem instrucao e menos de 1 ano de estudo",7039758.60567352,49897150.2979114,14.1085
2012,4,"2012-T4","Nordeste","Fundamental completo ou equivalente",4013872.66013598,49897150.2979114,8.0443
2012,4,"2012-T4","Nordeste","Medio incompleto ou equivalente",3071826.0369279,49897150.2979114,6.1563
2012,4,"2012-T4","Nordeste","Superior completo",2554023.46301169,49897150.2979114,5.1186
2012,4,"2012-T4","Nordeste","Superior incompleto ou equivalente",1288387.02548822,49897150.2979114,2.5821
2012,4,"2012-T4","Norte","Fundamental incompleto ou equivalente",6843921.90029493,14835678.2537656,46.1315
2012,4,"2012-T4","Norte","Medio completo ou equivalente",2833639.48390243,14835678.2537656,19.1002
2012,4,"2012-T4","Norte","Sem instrucao e menos de 1 ano de estudo",1664402.2822145,14835678.2537656,11.2189
2012,4,"2012-T4","Norte","Fundamental completo ou equivalente",1229136.94302458,14835678.2537656,8.285
2012,4,"2012-T4","Norte","Medio incompleto ou equivalente",1063174.63019078,14835678.2537656,7.1663
2012,4,"2012-T4","Norte","Superior completo",758787.80319322,14835678.2537656,5.1146
2012,4,"2012-T4","Norte","Superior incompleto ou equivalente",442615.21094513,14835678.2537656,2.9835
2012,4,"2012-T4","Sudeste","Fundamental incompleto ou equivalente",29375711.4462181,78396997.9974585,37.4705
2012,4,"2012-T4","Sudeste","Medio completo ou equivalente",18857733.3713904,78396997.9974585,24.0542
2012,4,"2012-T4","Sudeste","Superior completo",8832511.56473814,78396997.9974585,11.2664
2012,4,"2012-T4","Sudeste","Fundamental completo ou equivalente",8052942.07447037,78396997.9974585,10.272
2012,4,"2012-T4","Sudeste","Sem instrucao e menos de 1 ano de estudo",5409942.34817006,78396997.9974585,6.9007
2012,4,"2012-T4","Sudeste","Medio incompleto ou equivalente",4815689.72699808,78396997.9974585,6.1427
2012,4,"2012-T4","Sudeste","Superior incompleto ou equivalente",3052467.4654734,78396997.9974585,3.8936
2012,4,"2012-T4","Sul","Fundamental incompleto ou equivalente",10947914.8076672,26525144.0971258,41.2737
2012,4,"2012-T4","Sul","Medio completo ou equivalente",5395194.53012757,26525144.0971258,20.3399
2012,4,"2012-T4","Sul","Fundamental completo ou equivalente",2972849.80868106,26525144.0971258,11.2077
2012,4,"2012-T4","Sul","Superior completo",2535164.32180787,26525144.0971258,9.5576
2012,4,"2012-T4","Sul","Sem instrucao e menos de 1 ano de estudo",1723831.61815419,26525144.0971258,6.4989
2012,4,"2012-T4","Sul","Medio incompleto ou equivalente",1714702.06647902,26525144.0971258,6.4644
2012,4,"2012-T4","Sul","Superior incompleto ou equivalente",1235486.94420883,26525144.0971258,4.6578
2013,1,"2013-T1","Centro-Oeste","Fundamental incompleto ou equivalente",5251265.68527618,13673002.9845882,38.4061
2013,1,"2013-T1","Centro-Oeste","Medio completo ou equivalente",2975438.74782476,13673002.9845882,21.7614
2013,1,"2013-T1","Centro-Oeste","Superior completo",1403280.43706326,13673002.9845882,10.2631
2013,1,"2013-T1","Centro-Oeste","Fundamental completo ou equivalente",1349004.42551876,13673002.9845882,9.8662
2013,1,"2013-T1","Centro-Oeste","Sem instrucao e menos de 1 ano de estudo",1062141.14189344,13673002.9845882,7.7682
2013,1,"2013-T1","Centro-Oeste","Medio incompleto ou equivalente",971750.6712956,13673002.9845882,7.1071
2013,1,"2013-T1","Centro-Oeste","Superior incompleto ou equivalente",660121.87571624,13673002.9845882,4.8279
2013,1,"2013-T1","Nordeste","Fundamental incompleto ou equivalente",22602982.6989454,49998088.815666,45.2077
2013,1,"2013-T1","Nordeste","Medio completo ou equivalente",9417236.23185095,49998088.815666,18.8352
2013,1,"2013-T1","Nordeste","Sem instrucao e menos de 1 ano de estudo",6677433.16175608,49998088.815666,13.3554
2013,1,"2013-T1","Nordeste","Fundamental completo ou equivalente",4178836.44360919,49998088.815666,8.358
2013,1,"2013-T1","Nordeste","Medio incompleto ou equivalente",3172946.81306093,49998088.815666,6.3461
2013,1,"2013-T1","Nordeste","Superior completo",2568412.4252757,49998088.815666,5.137
2013,1,"2013-T1","Nordeste","Superior incompleto ou equivalente",1380241.04116777,49998088.815666,2.7606
2013,1,"2013-T1","Norte","Fundamental incompleto ou equivalente",6805102.26969281,14891343.0950305,45.6984
2013,1,"2013-T1","Norte","Medio completo ou equivalente",2950446.55414528,14891343.0950305,19.8132
2013,1,"2013-T1","Norte","Sem instrucao e menos de 1 ano de estudo",1520780.22332668,14891343.0950305,10.2125
2013,1,"2013-T1","Norte","Fundamental completo ou equivalente",1295322.54087887,14891343.0950305,8.6985
2013,1,"2013-T1","Norte","Medio incompleto ou equivalente",1066484.45550857,14891343.0950305,7.1618
2013,1,"2013-T1","Norte","Superior completo",792083.4030991,14891343.0950305,5.3191
2013,1,"2013-T1","Norte","Superior incompleto ou equivalente",461123.64837922,14891343.0950305,3.0966
2013,1,"2013-T1","Sudeste","Fundamental incompleto ou equivalente",28853089.3006981,78529681.315818,36.7416
2013,1,"2013-T1","Sudeste","Medio completo ou equivalente",19588719.7979576,78529681.315818,24.9444
2013,1,"2013-T1","Sudeste","Superior completo",8948371.54548944,78529681.315818,11.3949
2013,1,"2013-T1","Sudeste","Fundamental completo ou equivalente",8115364.78050171,78529681.315818,10.3341
2013,1,"2013-T1","Sudeste","Medio incompleto ou equivalente",4963134.00464112,78529681.315818,6.3201
2013,1,"2013-T1","Sudeste","Sem instrucao e menos de 1 ano de estudo",4860889.51318599,78529681.315818,6.1899
2013,1,"2013-T1","Sudeste","Superior incompleto ou equivalente",3200112.37334414,78529681.315818,4.075
2013,1,"2013-T1","Sul","Fundamental incompleto ou equivalente",10854159.2668825,26603025.788904,40.8005
2013,1,"2013-T1","Sul","Medio completo ou equivalente",5568285.65381074,26603025.788904,20.931
2013,1,"2013-T1","Sul","Fundamental completo ou equivalente",3059628.34312959,26603025.788904,11.5011
2013,1,"2013-T1","Sul","Superior completo",2616676.26644229,26603025.788904,9.836
2013,1,"2013-T1","Sul","Medio incompleto ou equivalente",1711332.48551038,26603025.788904,6.4328
2013,1,"2013-T1","Sul","Sem instrucao e menos de 1 ano de estudo",1500042.56845061,26603025.788904,5.6386
2013,1,"2013-T1","Sul","Superior incompleto ou equivalente",1292901.20467783,26603025.788904,4.86
2013,2,"2013-T2","Centro-Oeste","Fundamental incompleto ou equivalente",5275802.57792572,13714317.7686898,38.4693
2013,2,"2013-T2","Centro-Oeste","Medio completo ou equivalente",2917627.96006897,13714317.7686898,21.2743
2013,2,"2013-T2","Centro-Oeste","Superior completo",1410520.85955896,13714317.7686898,10.285
2013,2,"2013-T2","Centro-Oeste","Fundamental completo ou equivalente",1348237.23872994,13714317.7686898,9.8309
2013,2,"2013-T2","Centro-Oeste","Sem instrucao e menos de 1 ano de estudo",1115682.0971802,13714317.7686898,8.1352
2013,2,"2013-T2","Centro-Oeste","Medio incompleto ou equivalente",994758.14624715,13714317.7686898,7.2534
2013,2,"2013-T2","Centro-Oeste","Superior incompleto ou equivalente",651688.8889789,13714317.7686898,4.7519
2013,2,"2013-T2","Nordeste","Fundamental incompleto ou equivalente",22494939.4741054,50123184.5093597,44.8793
2013,2,"2013-T2","Nordeste","Medio completo ou equivalente",9513058.97640118,50123184.5093597,18.9794
2013,2,"2013-T2","Nordeste","Sem instrucao e menos de 1 ano de estudo",6846320.30228238,50123184.5093597,13.659
2013,2,"2013-T2","Nordeste","Fundamental completo ou equivalente",4128557.65127844,50123184.5093597,8.2368
2013,2,"2013-T2","Nordeste","Medio incompleto ou equivalente",3125729.77785313,50123184.5093597,6.2361
2013,2,"2013-T2","Nordeste","Superior completo",2631592.60067209,50123184.5093597,5.2503
2013,2,"2013-T2","Nordeste","Superior incompleto ou equivalente",1382985.72676713,50123184.5093597,2.7592
2013,2,"2013-T2","Norte","Fundamental incompleto ou equivalente",6781776.41853129,14944112.9221975,45.3809
2013,2,"2013-T2","Norte","Medio completo ou equivalente",2989529.35315753,14944112.9221975,20.0047
2013,2,"2013-T2","Norte","Sem instrucao e menos de 1 ano de estudo",1529969.39591722,14944112.9221975,10.2379
2013,2,"2013-T2","Norte","Fundamental completo ou equivalente",1293311.53029668,14944112.9221975,8.6543
2013,2,"2013-T2","Norte","Medio incompleto ou equivalente",1060733.74915273,14944112.9221975,7.098
2013,2,"2013-T2","Norte","Superior completo",819633.17479729,14944112.9221975,5.4847
2013,2,"2013-T2","Norte","Superior incompleto ou equivalente",469159.30034478,14944112.9221975,3.1394
2013,2,"2013-T2","Sudeste","Fundamental incompleto ou equivalente",28720207.8814772,78636623.1439136,36.5227
2013,2,"2013-T2","Sudeste","Medio completo ou equivalente",19415847.2742526,78636623.1439136,24.6906
2013,2,"2013-T2","Sudeste","Superior completo",8928720.30802498,78636623.1439136,11.3544
2013,2,"2013-T2","Sudeste","Fundamental completo ou equivalente",8130105.2023402,78636623.1439136,10.3388
2013,2,"2013-T2","Sudeste","Medio incompleto ou equivalente",5158404.42716289,78636623.1439136,6.5598
2013,2,"2013-T2","Sudeste","Sem instrucao e menos de 1 ano de estudo",5048668.36393315,78636623.1439136,6.4203
2013,2,"2013-T2","Sudeste","Superior incompleto ou equivalente",3234669.68672249,78636623.1439136,4.1134
2013,2,"2013-T2","Sul","Fundamental incompleto ou equivalente",10840956.5609673,26674187.6558422,40.6421
2013,2,"2013-T2","Sul","Medio completo ou equivalente",5583600.58421794,26674187.6558422,20.9326
2013,2,"2013-T2","Sul","Fundamental completo ou equivalente",3030213.00201586,26674187.6558422,11.3601
2013,2,"2013-T2","Sul","Superior completo",2644351.05132808,26674187.6558422,9.9135
2013,2,"2013-T2","Sul","Medio incompleto ou equivalente",1731572.99296376,26674187.6558422,6.4916
2013,2,"2013-T2","Sul","Sem instrucao e menos de 1 ano de estudo",1559992.491322,26674187.6558422,5.8483
2013,2,"2013-T2","Sul","Superior incompleto ou equivalente",1283500.97302726,26674187.6558422,4.8118
2013,3,"2013-T3","Centro-Oeste","Fundamental incompleto ou equivalente",5255604.57678015,13741389.6878808,38.2465
2013,3,"2013-T3","Centro-Oeste","Medio completo ou equivalente",2944576.39641263,13741389.6878808,21.4285
2013,3,"2013-T3","Centro-Oeste","Superior completo",1426252.22638747,13741389.6878808,10.3792
2013,3,"2013-T3","Centro-Oeste","Fundamental completo ou equivalente",1353302.15726454,13741389.6878808,9.8484
2013,3,"2013-T3","Centro-Oeste","Sem instrucao e menos de 1 ano de estudo",1136472.36271066,13741389.6878808,8.2704
2013,3,"2013-T3","Centro-Oeste","Medio incompleto ou equivalente",964713.50706961,13741389.6878808,7.0205
2013,3,"2013-T3","Centro-Oeste","Superior incompleto ou equivalente",660468.46125575,13741389.6878808,4.8064
2013,3,"2013-T3","Nordeste","Fundamental incompleto ou equivalente",22260353.7766638,50207961.8525973,44.3363
2013,3,"2013-T3","Nordeste","Medio completo ou equivalente",9489564.19403406,50207961.8525973,18.9005
2013,3,"2013-T3","Nordeste","Sem instrucao e menos de 1 ano de estudo",7114476.98825475,50207961.8525973,14.17
2013,3,"2013-T3","Nordeste","Fundamental completo ou equivalente",4208410.90417496,50207961.8525973,8.382
2013,3,"2013-T3","Nordeste","Medio incompleto ou equivalente",3163397.08928292,50207961.8525973,6.3006
2013,3,"2013-T3","Nordeste","Superior completo",2617215.84072894,50207961.8525973,5.2128
2013,3,"2013-T3","Nordeste","Superior incompleto ou equivalente",1354543.05945784,50207961.8525973,2.6979
2013,3,"2013-T3","Norte","Fundamental incompleto ou equivalente",6745558.48357914,15013678.0461751,44.9294
2013,3,"2013-T3","Norte","Medio completo ou equivalente",2898508.49847038,15013678.0461751,19.3058
2013,3,"2013-T3","Norte","Sem instrucao e menos de 1 ano de estudo",1652956.21501422,15013678.0461751,11.0097
2013,3,"2013-T3","Norte","Fundamental completo ou equivalente",1312647.72262238,15013678.0461751,8.743
2013,3,"2013-T3","Norte","Medio incompleto ou equivalente",1098549.82722374,15013678.0461751,7.317
2013,3,"2013-T3","Norte","Superior completo",819939.41148306,15013678.0461751,5.4613
2013,3,"2013-T3","Norte","Superior incompleto ou equivalente",485517.88778215,15013678.0461751,3.2338
2013,3,"2013-T3","Sudeste","Fundamental incompleto ou equivalente",28727842.7145644,78840882.1480351,36.4377
2013,3,"2013-T3","Sudeste","Medio completo ou equivalente",19342465.7412159,78840882.1480351,24.5335
2013,3,"2013-T3","Sudeste","Superior completo",8919019.6040732,78840882.1480351,11.3127
2013,3,"2013-T3","Sudeste","Fundamental completo ou equivalente",8245064.08497857,78840882.1480351,10.4579
2013,3,"2013-T3","Sudeste","Sem instrucao e menos de 1 ano de estudo",5352143.19507838,78840882.1480351,6.7885
2013,3,"2013-T3","Sudeste","Medio incompleto ou equivalente",5030338.06842055,78840882.1480351,6.3804
2013,3,"2013-T3","Sudeste","Superior incompleto ou equivalente",3224008.73970413,78840882.1480351,4.0893
2013,3,"2013-T3","Sul","Fundamental incompleto ou equivalente",10674174.5859858,26688841.2653148,39.9949
2013,3,"2013-T3","Sul","Medio completo ou equivalente",5631598.86295884,26688841.2653148,21.1009
2013,3,"2013-T3","Sul","Fundamental completo ou equivalente",3079526.05658984,26688841.2653148,11.5386
2013,3,"2013-T3","Sul","Superior completo",2740675.65543331,26688841.2653148,10.269
2013,3,"2013-T3","Sul","Medio incompleto ou equivalente",1711849.6994196,26688841.2653148,6.4141
2013,3,"2013-T3","Sul","Sem instrucao e menos de 1 ano de estudo",1606395.80465956,26688841.2653148,6.019
2013,3,"2013-T3","Sul","Superior incompleto ou equivalente",1244620.60026786,26688841.2653148,4.6634
2013,4,"2013-T4","Centro-Oeste","Fundamental incompleto ou equivalente",5195688.79399395,13796361.8720951,37.6598
2013,4,"2013-T4","Centro-Oeste","Medio completo ou equivalente",2947778.3974145,13796361.8720951,21.3663
2013,4,"2013-T4","Centro-Oeste","Superior completo",1450853.00702504,13796361.8720951,10.5162
2013,4,"2013-T4","Centro-Oeste","Fundamental completo ou equivalente",1356420.4607707,13796361.8720951,9.8317
2013,4,"2013-T4","Centro-Oeste","Sem instrucao e menos de 1 ano de estudo",1185010.31306066,13796361.8720951,8.5893
2013,4,"2013-T4","Centro-Oeste","Medio incompleto ou equivalente",995512.20140996,13796361.8720951,7.2158
2013,4,"2013-T4","Centro-Oeste","Superior incompleto ou equivalente",665098.69842026,13796361.8720951,4.8208
2013,4,"2013-T4","Nordeste","Fundamental incompleto ou equivalente",22378742.2311751,50338481.146616,44.4565
2013,4,"2013-T4","Nordeste","Medio completo ou equivalente",9520744.37343447,50338481.146616,18.9135
2013,4,"2013-T4","Nordeste","Sem instrucao e menos de 1 ano de estudo",7094988.80018364,50338481.146616,14.0946
2013,4,"2013-T4","Nordeste","Fundamental completo ou equivalente",4217162.90343512,50338481.146616,8.3776
2013,4,"2013-T4","Nordeste","Medio incompleto ou equivalente",3103470.80973976,50338481.146616,6.1652
2013,4,"2013-T4","Nordeste","Superior completo",2655701.56883423,50338481.146616,5.2757
2013,4,"2013-T4","Nordeste","Superior incompleto ou equivalente",1367670.45981368,50338481.146616,2.7169
2013,4,"2013-T4","Norte","Fundamental incompleto ou equivalente",6698140.27085564,15069145.9734733,44.4494
2013,4,"2013-T4","Norte","Medio completo ou equivalente",2956622.33927075,15069145.9734733,19.6204
2013,4,"2013-T4","Norte","Sem instrucao e menos de 1 ano de estudo",1731803.85629762,15069145.9734733,11.4924
2013,4,"2013-T4","Norte","Fundamental completo ou equivalente",1304560.15749768,15069145.9734733,8.6572
2013,4,"2013-T4","Norte","Medio incompleto ou equivalente",1084724.54841098,15069145.9734733,7.1983
2013,4,"2013-T4","Norte","Superior completo",818673.12135319,15069145.9734733,5.4328
2013,4,"2013-T4","Norte","Superior incompleto ou equivalente",474621.67978748,15069145.9734733,3.1496
2013,4,"2013-T4","Sudeste","Fundamental incompleto ou equivalente",28645565.6862398,78955648.3636055,36.2806
